date,/m/0405g08
2020-02-01,45.0
2020-02-02,76.0
2020-02-03,44.0
2020-02-04,39.0
2020-02-05,24.0
2020-02-06,16.0
2020-02-07,25.0
2020-02-08,27.0
2020-02-09,46.0
2020-02-10,30.0
2020-02-11,8.0
2020-02-12,15.0
2020-02-13,31.0
2020-02-14,25.0
2020-02-15,75.0
2020-02-16,43.0
2020-02-17,23.0
2020-02-18,15.0
2020-02-19,24.0
2020-02-20,30.0
2020-02-21,33.0
2020-02-22,48.0
2020-02-23,37.0
2020-02-24,31.0
2020-02-25,41.0
2020-02-26,50.0
2020-02-27,42.0
2020-02-28,69.0
2020-02-29,44.0
2020-03-01,40.0
2020-03-02,34.0
2020-03-03,84.0
2020-03-04,21.0
2020-03-05,51.0
2020-03-06,15.0
2020-03-07,52.0
2020-03-08,59.0
2020-03-09,49.0
2020-03-10,72.0
2020-03-11,35.0
2020-03-12,100.0
2020-03-13,83.0
2020-03-14,45.0
2020-03-15,59.0
2020-03-16,42.0
2020-03-17,71.0
2020-03-18,91.0
2020-03-19,63.0
2020-03-20,66.0
2020-03-21,76.0
2020-03-22,76.0
2020-03-23,70.0
2020-03-24,56.0
2020-03-25,56.0
2020-03-26,62.0
2020-03-27,67.0
2020-03-28,59.0
2020-03-29,57.0
2020-03-30,52.0
2020-03-31,20.0
2020-04-01,53.0
2020-04-02,28.0
2020-04-03,36.0
2020-04-04,49.0
2020-04-05,61.0
2020-04-06,58.0
2020-04-07,27.0
2020-04-08,42.0
2020-04-09,41.0
2020-04-10,47.0
2020-04-11,57.0
2020-04-12,17.0
2020-04-13,27.0
2020-04-14,25.0
2020-04-15,25.0
2020-04-16,43.0
2020-04-17,19.0
2020-04-18,66.0
2020-04-19,23.0
2020-04-20,12.0
2020-04-21,19.0
2020-04-22,26.0
2020-04-23,25.0
2020-04-24,33.0
2020-04-25,23.0
2020-04-26,15.0
2020-04-27,51.0
2020-04-28,13.0
2020-04-29,25.0
2020-04-30,37.0
2020-05-01,30.0
2020-05-02,24.0
2020-05-03,33.0
2020-05-04,43.0
2020-05-05,29.0
2020-05-06,57.0
2020-05-07,7.0
2020-05-08,46.0
2020-05-09,16.0
2020-05-10,40.0
2020-05-11,6.0
2020-05-12,19.0
2020-05-13,25.0
2020-05-14,19.0
2020-05-15,20.0
2020-05-16,53.0
2020-05-17,36.0
2020-05-18,13.0
2020-05-19,39.0
2020-05-20,13.0
2020-05-21,13.0
2020-05-22,14.0
2020-05-23,18.0
2020-05-24,81.0
2020-05-25,26.0
2020-05-26,33.0
2020-05-27,40.0
2020-05-28,33.0
2020-05-29,14.0
2020-05-30,34.0
2020-05-31,24.0
2020-06-01,13.0
2020-06-02,19.0
2020-06-03,18.0
2020-06-04,17.0
2020-06-05,27.0
2020-06-06,0.0
2020-06-07,41.0
2020-06-08,42.0
2020-06-09,32.0
2020-06-10,31.0
2020-06-11,30.0
2020-06-12,20.0
2020-06-13,43.0
2020-06-14,42.0
2020-06-15,39.0
2020-06-16,12.0
2020-06-17,19.0
2020-06-18,46.0
2020-06-19,7.0
2020-06-20,17.0
2020-06-21,26.0
2020-06-22,33.0
2020-06-23,26.0
2020-06-24,48.0
2020-06-25,33.0
2020-06-26,7.0
2020-06-27,43.0
2020-06-28,25.0
2020-06-29,7.0
2020-06-30,14.0
2020-07-01,40.0
2020-07-02,7.0
2020-07-03,22.0
2020-07-04,17.0
2020-07-05,26.0
2020-07-06,27.0
2020-07-07,28.0
2020-07-08,29.0
2020-07-09,7.0
2020-07-10,8.0
2020-07-11,9.0
2020-07-12,28.0
2020-07-13,15.0
2020-07-14,36.0
2020-07-15,49.0
2020-07-16,38.0
2020-07-17,32.0
2020-07-18,65.0
2020-07-19,64.0
2020-07-20,43.0
2020-07-21,22.0
2020-07-22,15.0
2020-07-23,54.0
2020-07-24,8.0
2020-07-25,18.0
2020-07-26,27.0
2020-07-27,22.0
2020-07-28,37.0
2020-07-29,8.0
2020-07-30,15.0
2020-07-31,55.0
2020-08-01,54.0
2020-08-02,9.0
2020-08-03,58.0
2020-08-04,7.0
2020-08-05,22.0
2020-08-06,7.0
2020-08-07,31.0
2020-08-08,18.0
2020-08-09,45.0
2020-08-10,21.0
2020-08-11,7.0
2020-08-12,42.0
2020-08-13,45.0
2020-08-14,8.0
2020-08-15,44.0
2020-08-16,17.0
2020-08-17,14.0
2020-08-18,22.0
2020-08-19,22.0
2020-08-20,22.0
2020-08-21,31.0
2020-08-22,55.0
2020-08-23,45.0
2020-08-24,23.0
2020-08-25,15.0
2020-08-26,23.0
2020-08-27,46.0
2020-08-28,31.0
2020-08-29,26.0
2020-08-30,35.0
2020-08-31,37.0
2020-09-01,29.0
2020-09-02,15.0
2020-09-03,30.0
2020-09-04,0.0
2020-09-05,9.0
2020-09-06,9.0
2020-09-07,21.0
2020-09-08,43.0
2020-09-09,22.0
2020-09-10,29.0
2020-09-11,38.0
2020-09-12,45.0
2020-09-13,34.0
2020-09-14,21.0
2020-09-15,28.0
2020-09-16,29.0
2020-09-17,29.0
2020-09-18,35.0
2020-09-19,25.0
2020-09-20,25.0
2020-09-21,21.0
2020-09-22,28.0
2020-09-23,0.0
2020-09-24,14.0
2020-09-25,8.0
2020-09-26,34.0
2020-09-27,51.0
2020-09-28,14.0
2020-09-29,15.0
2020-09-30,29.0
2020-10-01,21.0
2020-10-02,22.0
2020-10-03,44.0
2020-10-04,8.0
2020-10-05,33.0
2020-10-06,29.0
2020-10-07,0.0
2020-10-08,37.0
2020-10-09,8.0
2020-10-10,9.0
2020-10-11,46.0
2020-10-12,31.0
2020-10-13,8.0
2020-10-14,38.0
2020-10-15,23.0
2020-10-16,41.0
2020-10-17,0.0
2020-10-18,18.0
2020-10-19,7.0
2020-10-20,36.0
2020-10-21,22.0
2020-10-22,8.0
2020-10-23,8.0
2020-10-24,9.0
2020-10-25,8.0
2020-10-26,15.0
2020-10-27,8.0
2020-10-28,39.62972552589613
2020-10-29,48.36169894685629
2020-10-30,24.85253973657893
2020-10-31,9.403663684110946
2020-11-01,8.731973420960164
2020-11-02,30.22606184178518
2020-11-03,15.448876052467982
2020-11-04,21.49408842082502
2020-11-05,14.105495526166418
2020-11-06,51.720150262610204
2020-11-07,8.731973420960164
2020-11-08,16.792256578769546
2020-11-09,23.509159210277364
2020-11-10,40.97310605219769
2020-11-11,40.301415789046914
2020-11-12,32.91282289438831
2020-11-13,33.58451315753909
2020-11-14,8.731973420960164
2020-11-15,17.46394684192033
2020-11-16,23.509159210277364
2020-11-17,24.180849473428147
2020-11-18,31.569442368086747
2020-11-19,8.060283157809382
2020-11-20,25.52422999972971
2020-11-21,26.867610526031275
2020-11-22,8.731973420960164
2020-11-23,8.060283157809382
2020-11-24,8.060283157809382
2020-11-25,14.777185789317201
2020-11-26,30.897752104935964
2020-11-27,16.120566315618763
2020-11-28,25.52422999972971
2020-11-29,42.31648657849926
2020-11-30,15.448876052467982
2020-12-01,25.52422999972971
2020-12-02,31.569442368086747
2020-12-03,16.120566315618763
2020-12-04,24.85253973657893
2020-12-05,34.25620342068987
2020-12-06,23.509159210277364
2020-12-07,23.509159210277364
2020-12-08,8.060283157809382
2020-12-09,8.060283157809382
2020-12-10,30.897752104935964
2020-12-11,16.120566315618763
2020-12-12,8.731973420960164
2020-12-13,25.52422999972971
2020-12-14,22.1657786839758
2020-12-15,24.180849473428147
2020-12-16,15.448876052467982
2020-12-17,16.792256578769546
2020-12-18,8.731973420960164
2020-12-19,28.210991052332837
2020-12-20,18.13563710507111
2020-12-21,25.52422999972971
2020-12-22,17.46394684192033
2020-12-23,17.46394684192033
2020-12-24,34.92789368384066
2020-12-25,21.49408842082502
2020-12-26,48.36169894685629
2020-12-27,8.731973420960164
2020-12-28,32.24113263123753
2020-12-29,16.120566315618763
2020-12-30,17.46394684192033
2020-12-31,39.62972552589613
2021-01-01,47.01831842055473
2021-01-02,18.13563710507111
2021-01-03,8.731973420960164
2021-01-04,23.509159210277364
2021-01-05,32.91282289438831
