date,/g/11j4xt9hdf
2020-02-01,30.0
2020-02-02,43.0
2020-02-03,18.0
2020-02-04,20.0
2020-02-05,34.0
2020-02-06,21.0
2020-02-07,7.0
2020-02-08,22.0
2020-02-09,7.0
2020-02-10,6.0
2020-02-11,19.0
2020-02-12,7.0
2020-02-13,7.0
2020-02-14,0.0
2020-02-15,14.0
2020-02-16,0.0
2020-02-17,7.0
2020-02-18,7.0
2020-02-19,0.0
2020-02-20,7.0
2020-02-21,7.0
2020-02-22,7.0
2020-02-23,0.0
2020-02-24,26.0
2020-02-25,45.0
2020-02-26,39.0
2020-02-27,40.0
2020-02-28,27.0
2020-02-29,28.0
2020-03-01,21.0
2020-03-02,13.0
2020-03-03,13.0
2020-03-04,13.0
2020-03-05,33.0
2020-03-06,7.0
2020-03-07,7.0
2020-03-08,28.0
2020-03-09,25.0
2020-03-10,68.0
2020-03-11,31.0
2020-03-12,97.0
2020-03-13,85.0
2020-03-14,85.0
2020-03-15,43.0
2020-03-16,100.0
2020-03-17,46.0
2020-03-18,31.0
2020-03-19,26.0
2020-03-20,19.0
2020-03-21,48.0
2020-03-22,86.0
2020-03-23,23.0
2020-03-24,66.0
2020-03-25,38.0
2020-03-26,6.0
2020-03-27,39.0
2020-03-28,46.0
2020-03-29,20.0
2020-03-30,41.0
2020-03-31,30.0
2020-04-01,30.0
2020-04-02,59.0
2020-04-03,24.0
2020-04-04,7.0
2020-04-05,39.0
2020-04-06,18.0
2020-04-07,6.0
2020-04-08,26.0
2020-04-09,26.0
2020-04-10,19.0
2020-04-11,14.0
2020-04-12,6.0
2020-04-13,27.0
2020-04-14,6.0
2020-04-15,32.0
2020-04-16,19.0
2020-04-17,6.0
2020-04-18,6.0
2020-04-19,26.0
2020-04-20,12.0
2020-04-21,6.0
2020-04-22,6.0
2020-04-23,24.0
2020-04-24,6.0
2020-04-25,14.0
2020-04-26,25.0
2020-04-27,18.0
2020-04-28,12.0
2020-04-29,6.0
2020-04-30,11.0
2020-05-01,18.0
2020-05-02,0.0
2020-05-03,14.0
2020-05-04,20.0
2020-05-05,11.0
2020-05-06,18.0
2020-05-07,18.0
2020-05-08,0.0
2020-05-09,7.0
2020-05-10,6.0
2020-05-11,12.0
2020-05-12,0.0
2020-05-13,18.0
2020-05-14,19.0
2020-05-15,12.0
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,0.0
2020-05-19,6.0
2020-05-20,0.0
2020-05-21,6.0
2020-05-22,6.0
2020-05-23,0.0
2020-05-24,7.0
2020-05-25,6.0
