date,/m/0g9pc
2020-03-01,42
2020-03-02,52
2020-03-03,30
2020-03-04,38
2020-03-05,33
2020-03-06,37
2020-03-07,38
2020-03-08,44
2020-03-09,42
2020-03-10,46
2020-03-11,38
2020-03-12,81
2020-03-13,89
2020-03-14,94
2020-03-15,100
2020-03-16,98
2020-03-17,89
2020-03-18,79
2020-03-19,66
2020-03-20,55
2020-03-21,56
2020-03-22,59
2020-03-23,50
2020-03-24,41
2020-03-25,38
2020-03-26,40
2020-03-27,39
2020-03-28,36
2020-03-29,44
2020-03-30,33
2020-03-31,32
2020-04-01,31
2020-04-02,31
2020-04-03,25
2020-04-04,27
2020-04-05,26
2020-04-06,17
2020-04-07,22
2020-04-08,20
2020-04-09,16
2020-04-10,18
2020-04-11,18
2020-04-12,14
2020-04-13,21
2020-04-14,10
2020-04-15,16
2020-04-16,13
2020-04-17,17
2020-04-18,20
2020-04-19,12
2020-04-20,19
2020-04-21,11
2020-04-22,10
2020-04-23,13
2020-04-24,12
2020-04-25,15
2020-04-26,7
2020-04-27,11
2020-04-28,13
2020-04-29,11
2020-04-30,13
2020-05-01,15
2020-05-02,15
2020-05-03,12
2020-05-04,9
2020-05-05,11
2020-05-06,10
2020-05-07,12
2020-05-08,6
2020-05-09,16
2020-05-10,13
2020-05-11,10
2020-05-12,8
2020-05-13,8
2020-05-14,8
2020-05-15,10
2020-05-16,13
2020-05-17,13
2020-05-18,9
2020-05-19,4
2020-05-20,8
2020-05-21,4
2020-05-22,4
2020-05-23,6
2020-05-24,7
2020-05-25,5
2020-05-26,7
2020-05-27,6
2020-05-28,4
2020-05-29,2
2020-05-30,3
2020-05-31,3
2020-06-01,6
2020-06-02,4
2020-06-03,6
2020-06-04,6
2020-06-05,6
2020-06-06,4
2020-06-07,3
2020-06-08,2
2020-06-09,3
2020-06-10,3
2020-06-11,1
2020-06-12,5
2020-06-13,3
2020-06-14,3
2020-06-15,4
2020-06-16,3
2020-06-17,5
2020-06-18,4
2020-06-19,2
2020-06-20,2
2020-06-21,6
2020-06-22,4
2020-06-23,7
2020-06-24,3
2020-06-25,5
2020-06-26,4
2020-06-27,3
2020-06-28,2
2020-06-29,4
2020-06-30,7
2020-07-01,3
2020-07-02,5
2020-07-03,2
2020-07-04,3
2020-07-05,2
2020-07-06,3
2020-07-07,2
2020-07-08,3
2020-07-09,5
2020-07-10,3
2020-07-11,3
2020-07-12,4
2020-07-13,4
2020-07-14,6
2020-07-15,5
2020-07-16,6
2020-07-17,4
2020-07-18,3
2020-07-19,6
2020-07-20,4
2020-07-21,5
2020-07-22,4
2020-07-23,4
2020-07-24,3
2020-07-25,5
2020-07-26,7
2020-07-27,2
2020-07-28,5
2020-07-29,4
2020-07-30,4
2020-07-31,7
2020-08-01,6
2020-08-02,5
2020-08-03,6
2020-08-04,1
2020-08-05,3
2020-08-06,3
2020-08-07,2
2020-08-08,5
2020-08-09,4
2020-08-10,3
2020-08-11,5
2020-08-12,4
2020-08-13,1
2020-08-14,3
2020-08-15,6
2020-08-16,5
2020-08-17,4
2020-08-18,4
2020-08-19,4
2020-08-20,2
2020-08-21,3
2020-08-22,6
2020-08-23,3
2020-08-24,5
2020-08-25,3
2020-08-26,3
2020-08-27,4
2020-08-28,5
2020-08-29,3
2020-08-30,1
2020-08-31,1
2020-09-01,5
2020-09-02,4
2020-09-03,3
2020-09-04,3
2020-09-05,3
2020-09-06,3
2020-09-07,3
2020-09-08,2
2020-09-09,4
2020-09-10,5
2020-09-11,4
2020-09-12,4
2020-09-13,3
2020-09-14,5
2020-09-15,5
2020-09-16,4
2020-09-17,5
2020-09-18,3
2020-09-19,5
2020-09-20,4
2020-09-21,3
2020-09-22,3
2020-09-23,3
2020-09-24,6
2020-09-25,3
2020-09-26,4
2020-09-27,2
2020-09-28,3
2020-09-29,5
2020-09-30,4
2020-10-01,7
2020-10-02,3
2020-10-03,2
2020-10-04,5
2020-10-05,4
2020-10-06,5
2020-10-07,5
2020-10-08,4
2020-10-09,3
2020-10-10,2
2020-10-11,5
2020-10-12,4
2020-10-13,6
2020-10-14,5
2020-10-15,8
2020-10-16,4
2020-10-17,2
2020-10-18,2
2020-10-19,4
2020-10-20,2
2020-10-21,3
2020-10-22,5
2020-10-23,3
