date,/m/0405g08
2020-02-01,56.0
2020-02-02,64.0
2020-02-03,64.0
2020-02-04,46.0
2020-02-05,53.0
2020-02-06,62.0
2020-02-07,48.0
2020-02-08,53.0
2020-02-09,61.0
2020-02-10,52.0
2020-02-11,49.0
2020-02-12,46.0
2020-02-13,58.0
2020-02-14,49.0
2020-02-15,46.0
2020-02-16,48.0
2020-02-17,41.0
2020-02-18,36.0
2020-02-19,45.0
2020-02-20,39.0
2020-02-21,44.0
2020-02-22,40.0
2020-02-23,45.0
2020-02-24,45.0
2020-02-25,59.0
2020-02-26,59.0
2020-02-27,66.0
2020-02-28,63.0
2020-02-29,50.0
2020-03-01,71.0
2020-03-02,67.0
2020-03-03,62.0
2020-03-04,67.0
2020-03-05,65.0
2020-03-06,44.0
2020-03-07,54.0
2020-03-08,59.0
2020-03-09,56.0
2020-03-10,60.0
2020-03-11,76.0
2020-03-12,74.0
2020-03-13,95.0
2020-03-14,89.0
2020-03-15,86.0
2020-03-16,100.0
2020-03-17,80.0
2020-03-18,87.0
2020-03-19,75.0
2020-03-20,69.0
2020-03-21,78.0
2020-03-22,78.0
2020-03-23,61.0
2020-03-24,67.0
2020-03-25,70.0
2020-03-26,74.0
2020-03-27,65.0
2020-03-28,69.0
2020-03-29,61.0
2020-03-30,52.0
2020-03-31,58.0
2020-04-01,59.0
2020-04-02,58.0
2020-04-03,56.0
2020-04-04,65.0
2020-04-05,70.0
2020-04-06,53.0
2020-04-07,59.0
2020-04-08,52.0
2020-04-09,50.0
2020-04-10,56.0
2020-04-11,56.0
2020-04-12,55.0
2020-04-13,49.0
2020-04-14,47.0
2020-04-15,47.0
2020-04-16,46.0
2020-04-17,53.0
2020-04-18,50.0
2020-04-19,56.0
2020-04-20,49.0
2020-04-21,50.0
2020-04-22,51.0
2020-04-23,39.0
2020-04-24,46.0
2020-04-25,39.0
2020-04-26,53.0
2020-04-27,36.0
2020-04-28,39.0
2020-04-29,41.0
2020-04-30,41.0
2020-05-01,36.0
2020-05-02,52.0
2020-05-03,43.0
2020-05-04,43.0
2020-05-05,40.0
2020-05-06,44.0
2020-05-07,39.0
2020-05-08,44.0
2020-05-09,54.0
2020-05-10,43.0
2020-05-11,37.0
2020-05-12,42.0
2020-05-13,40.0
2020-05-14,44.0
2020-05-15,47.0
2020-05-16,32.0
2020-05-17,43.0
2020-05-18,43.0
2020-05-19,42.0
2020-05-20,49.0
2020-05-21,42.0
2020-05-22,38.0
2020-05-23,52.0
2020-05-24,41.0
2020-05-25,41.0
2020-05-26,39.0
2020-05-27,39.0
2020-05-28,37.0
2020-05-29,41.0
2020-05-30,48.0
2020-05-31,53.0
2020-06-01,39.0
2020-06-02,47.0
2020-06-03,50.0
2020-06-04,38.0
2020-06-05,32.0
2020-06-06,46.0
2020-06-07,43.0
2020-06-08,42.0
2020-06-09,39.0
2020-06-10,38.0
2020-06-11,34.0
2020-06-12,39.0
2020-06-13,41.0
2020-06-14,39.0
2020-06-15,40.0
2020-06-16,56.0
2020-06-17,40.0
2020-06-18,38.0
2020-06-19,35.0
2020-06-20,50.0
2020-06-21,45.0
2020-06-22,57.0
2020-06-23,36.0
2020-06-24,39.0
2020-06-25,35.0
2020-06-26,35.0
2020-06-27,35.0
2020-06-28,37.0
2020-06-29,36.0
2020-06-30,32.0
2020-07-01,33.0
2020-07-02,28.0
2020-07-03,36.0
2020-07-04,29.0
2020-07-05,49.0
2020-07-06,44.0
2020-07-07,39.0
2020-07-08,31.0
2020-07-09,33.0
2020-07-10,28.0
2020-07-11,27.0
2020-07-12,49.0
2020-07-13,34.0
2020-07-14,32.0
2020-07-15,34.0
2020-07-16,36.0
2020-07-17,31.0
2020-07-18,34.0
2020-07-19,42.0
2020-07-20,38.0
2020-07-21,40.0
2020-07-22,41.0
2020-07-23,42.0
2020-07-24,44.0
2020-07-25,40.0
2020-07-26,39.0
2020-07-27,34.0
2020-07-28,41.0
2020-07-29,41.0
2020-07-30,32.0
2020-07-31,35.0
2020-08-01,37.0
2020-08-02,48.0
2020-08-03,34.0
2020-08-04,34.0
2020-08-05,41.0
2020-08-06,33.0
2020-08-07,36.0
2020-08-08,44.0
2020-08-09,47.0
2020-08-10,45.0
2020-08-11,40.0
2020-08-12,34.0
2020-08-13,31.0
2020-08-14,37.0
2020-08-15,32.0
2020-08-16,41.0
2020-08-17,35.0
2020-08-18,30.0
2020-08-19,33.0
2020-08-20,42.0
2020-08-21,34.0
2020-08-22,37.0
2020-08-23,48.0
2020-08-24,34.0
2020-08-25,32.0
2020-08-26,34.0
2020-08-27,26.0
2020-08-28,30.0
