date,/g/11j4xt9hdf
2020-02-01,24.0
2020-02-02,17.0
2020-02-03,6.0
2020-02-04,14.0
2020-02-05,21.0
2020-02-06,0.0
2020-02-07,7.0
2020-02-08,0.0
2020-02-09,8.0
2020-02-10,13.0
2020-02-11,20.0
2020-02-12,13.0
2020-02-13,14.0
2020-02-14,7.0
2020-02-15,8.0
2020-02-16,30.0
2020-02-17,0.0
2020-02-18,7.0
2020-02-19,0.0
2020-02-20,7.0
2020-02-21,0.0
2020-02-22,17.0
2020-02-23,0.0
2020-02-24,14.0
2020-02-25,14.0
2020-02-26,19.0
2020-02-27,18.0
2020-02-28,13.0
2020-02-29,15.0
2020-03-01,21.0
2020-03-02,48.0
2020-03-03,31.0
2020-03-04,12.0
2020-03-05,45.0
2020-03-06,13.0
2020-03-07,0.0
2020-03-08,15.0
2020-03-09,37.0
2020-03-10,44.0
2020-03-11,98.0
2020-03-12,75.0
2020-03-13,100.0
2020-03-14,32.0
2020-03-15,67.0
2020-03-16,43.0
2020-03-17,68.0
2020-03-18,55.0
2020-03-19,37.0
2020-03-20,17.0
2020-03-21,66.0
2020-03-22,30.0
2020-03-23,45.0
2020-03-24,37.0
2020-03-25,55.0
2020-03-26,18.0
2020-03-27,30.0
2020-03-28,22.0
2020-03-29,21.0
2020-03-30,28.0
2020-03-31,46.0
2020-04-01,23.0
2020-04-02,31.0
2020-04-03,25.0
2020-04-04,22.0
2020-04-05,47.0
2020-04-06,17.0
2020-04-07,12.0
2020-04-08,12.0
2020-04-09,18.0
2020-04-10,27.0
2020-04-11,14.0
2020-04-12,29.0
2020-04-13,18.0
2020-04-14,22.0
2020-04-15,22.0
2020-04-16,27.0
2020-04-17,34.0
2020-04-18,29.0
2020-04-19,27.0
2020-04-20,26.0
2020-04-21,28.0
2020-04-22,11.0
2020-04-23,11.0
2020-04-24,6.0
2020-04-25,0.0
2020-04-26,14.0
2020-04-27,17.0
2020-04-28,22.0
2020-04-29,5.0
2020-04-30,16.0
2020-05-01,7.0
2020-05-02,14.0
2020-05-03,29.0
2020-05-04,11.0
2020-05-05,0.0
2020-05-06,11.0
2020-05-07,17.0
2020-05-08,17.0
2020-05-09,7.0
2020-05-10,28.0
2020-05-11,16.0
2020-05-12,34.0
2020-05-13,27.0
2020-05-14,22.0
2020-05-15,30.0
2020-05-16,16.0
2020-05-17,31.0
2020-05-18,29.0
2020-05-19,17.0
2020-05-20,6.0
2020-05-21,18.0
2020-05-22,6.0
2020-05-23,0.0
2020-05-24,8.0
2020-05-25,11.0
2020-05-26,29.0
2020-05-27,6.0
2020-05-28,12.0
2020-05-29,12.0
2020-05-30,7.0
2020-05-31,14.0
2020-06-01,22.0
2020-06-02,28.0
2020-06-03,5.0
2020-06-04,5.0
2020-06-05,0.0
2020-06-06,7.0
2020-06-07,14.0
2020-06-08,11.0
2020-06-09,17.0
2020-06-10,7.0
2020-06-11,20.0
2020-06-12,6.0
2020-06-13,8.0
2020-06-14,0.0
2020-06-15,6.0
2020-06-16,5.0
2020-06-17,0.0
2020-06-18,29.0
2020-06-19,6.0
2020-06-20,7.0
2020-06-21,0.0
2020-06-22,12.0
2020-06-23,12.0
2020-06-24,18.0
2020-06-25,12.0
2020-06-26,6.0
2020-06-27,0.0
2020-06-28,7.0
2020-06-29,29.0
2020-06-30,0.0
2020-07-01,6.0
2020-07-02,18.0
2020-07-03,6.0
2020-07-04,15.0
2020-07-05,15.0
2020-07-06,6.0
2020-07-07,18.0
2020-07-08,13.0
2020-07-09,12.0
2020-07-10,7.0
2020-07-11,8.0
2020-07-12,0.0
2020-07-13,32.0
2020-07-14,19.0
2020-07-15,12.0
2020-07-16,13.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,13.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,14.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,6.0
2020-07-28,13.0
2020-07-29,13.0
2020-07-30,7.0
2020-07-31,0.0
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,6.0
2020-08-04,13.0
2020-08-05,6.0
2020-08-06,7.0
2020-08-07,7.0
2020-08-08,8.0
2020-08-09,0.0
2020-08-10,12.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,13.0
2020-08-14,0.0
2020-08-15,0.0
2020-08-16,22.0
2020-08-17,13.0
2020-08-18,13.0
2020-08-19,6.0
2020-08-20,6.0
2020-08-21,7.0
2020-08-22,8.0
2020-08-23,8.0
2020-08-24,20.0
2020-08-25,20.0
2020-08-26,20.0
2020-08-27,0.0
2020-08-28,7.0
2020-08-29,0.0
2020-08-30,8.0
2020-08-31,6.0
2020-09-01,25.0
2020-09-02,19.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,6.0
2020-09-08,13.0
2020-09-09,13.0
2020-09-10,6.0
2020-09-11,13.0
2020-09-12,8.0
2020-09-13,0.0
2020-09-14,18.0
2020-09-15,0.0
2020-09-16,6.0
2020-09-17,0.0
2020-09-18,19.0
2020-09-19,7.0
2020-09-20,22.0
2020-09-21,0.0
2020-09-22,6.0
2020-09-23,6.0
2020-09-24,6.0
2020-09-25,14.0
2020-09-26,8.0
2020-09-27,7.0
2020-09-28,0.0
2020-09-29,7.0
2020-09-30,13.0
2020-10-01,6.0
2020-10-02,13.0
2020-10-03,0.0
2020-10-04,15.0
2020-10-05,0.0
2020-10-06,32.0
2020-10-07,32.0
2020-10-08,0.0
2020-10-09,7.0
2020-10-10,0.0
2020-10-11,8.0
2020-10-12,14.0
2020-10-13,20.0
2020-10-14,13.0
2020-10-15,7.0
2020-10-16,14.0
2020-10-17,16.0
2020-10-18,15.0
2020-10-19,6.0
2020-10-20,6.0
2020-10-21,19.0
2020-10-22,20.0
2020-10-23,7.0
2020-10-24,15.0
2020-10-25,14.0
2020-10-26,7.0
2020-10-27,0.0
2020-10-28,21.342681896292348
2020-10-29,28.901548401229217
2020-10-30,7.558866504936873
2020-10-31,8.00350571110963
2020-11-01,0.0
2020-11-02,33.792579669129545
2020-11-03,7.114227298764115
2020-11-04,12.89453697900996
2020-11-05,19.119485865428558
2020-11-06,6.669588092591358
2020-11-07,0.0
2020-11-08,37.349693318511605
2020-11-09,21.342681896292348
2020-11-10,0.0
2020-11-11,21.787321102465103
2020-11-12,0.0
2020-11-13,15.117733009873746
2020-11-14,8.00350571110963
2020-11-15,0.0
2020-11-16,35.571136493820575
2020-11-17,28.901548401229217
2020-11-18,28.901548401229217
2020-11-19,22.23196030863786
2020-11-20,7.558866504936873
2020-11-21,24.455156339501645
2020-11-22,24.01051713332889
2020-11-23,14.673093803700988
2020-11-24,7.114227298764115
2020-11-25,13.339176185182716
