date,/m/0g9pc
2020-02-01,18.0
2020-02-02,13.0
2020-02-03,16.0
2020-02-04,12.0
2020-02-05,14.0
2020-02-06,9.0
2020-02-07,15.0
2020-02-08,11.0
2020-02-09,9.0
2020-02-10,10.0
2020-02-11,11.0
2020-02-12,15.0
2020-02-13,13.0
2020-02-14,10.0
2020-02-15,7.0
2020-02-16,8.0
2020-02-17,9.0
2020-02-18,5.0
2020-02-19,4.0
2020-02-20,7.0
2020-02-21,8.0
2020-02-22,15.0
2020-02-23,37.0
2020-02-24,64.0
2020-02-25,61.0
2020-02-26,54.0
2020-02-27,44.0
2020-02-28,30.0
2020-02-29,23.0
2020-03-01,17.0
2020-03-02,10.0
2020-03-03,17.0
2020-03-04,11.0
2020-03-05,16.0
2020-03-06,19.0
2020-03-07,15.0
2020-03-08,22.0
2020-03-09,60.0
2020-03-10,85.0
2020-03-11,92.0
2020-03-12,89.0
2020-03-13,91.0
2020-03-14,100.0
2020-03-15,93.0
2020-03-16,64.0
2020-03-17,65.0
2020-03-18,57.0
2020-03-19,53.0
2020-03-20,61.0
2020-03-21,54.0
2020-03-22,69.0
2020-03-23,53.0
2020-03-24,54.0
2020-03-25,65.0
2020-03-26,59.0
2020-03-27,50.0
2020-03-28,47.0
2020-03-29,44.0
2020-03-30,41.0
2020-03-31,33.0
2020-04-01,29.0
2020-04-02,35.0
2020-04-03,26.0
2020-04-04,28.0
2020-04-05,30.0
2020-04-06,21.0
2020-04-07,21.0
2020-04-08,23.0
2020-04-09,18.0
2020-04-10,16.0
2020-04-11,17.0
2020-04-12,14.0
2020-04-13,15.0
2020-04-14,11.0
2020-04-15,8.0
2020-04-16,11.0
2020-04-17,12.0
2020-04-18,13.0
2020-04-19,8.0
2020-04-20,10.0
2020-04-21,9.0
2020-04-22,15.0
2020-04-23,11.0
2020-04-24,8.0
2020-04-25,10.0
2020-04-26,10.0
2020-04-27,11.0
2020-04-28,14.0
2020-04-29,9.0
2020-04-30,12.0
2020-05-01,10.0
2020-05-02,8.0
2020-05-03,10.0
2020-05-04,10.0
2020-05-05,8.0
2020-05-06,8.0
2020-05-07,7.0
2020-05-08,6.0
2020-05-09,12.0
2020-05-10,8.0
2020-05-11,5.0
2020-05-12,7.0
2020-05-13,9.0
2020-05-14,7.0
2020-05-15,7.0
2020-05-16,7.0
2020-05-17,7.0
2020-05-18,8.0
2020-05-19,4.0
2020-05-20,5.0
2020-05-21,5.0
2020-05-22,7.0
2020-05-23,7.0
2020-05-24,11.0
2020-05-25,6.0
2020-05-26,8.0
2020-05-27,6.0
2020-05-28,4.0
2020-05-29,4.0
2020-05-30,3.0
2020-05-31,4.0
2020-06-01,4.0
2020-06-02,3.0
2020-06-03,6.0
2020-06-04,4.0
2020-06-05,6.0
2020-06-06,4.0
2020-06-07,5.0
2020-06-08,6.0
2020-06-09,4.0
2020-06-10,3.0
2020-06-11,5.0
2020-06-12,4.0
2020-06-13,3.0
2020-06-14,6.0
2020-06-15,2.0
2020-06-16,6.0
2020-06-17,6.0
2020-06-18,5.0
2020-06-19,7.0
2020-06-20,3.0
2020-06-21,5.0
2020-06-22,3.0
2020-06-23,3.0
2020-06-24,4.0
2020-06-25,5.0
2020-06-26,5.0
2020-06-27,4.0
2020-06-28,3.0
2020-06-29,6.0
2020-06-30,7.0
2020-07-01,3.0
2020-07-02,4.0
2020-07-03,6.0
2020-07-04,6.0
2020-07-05,3.0
2020-07-06,4.0
2020-07-07,3.0
2020-07-08,5.0
2020-07-09,5.0
2020-07-10,5.0
2020-07-11,8.0
2020-07-12,7.0
2020-07-13,7.0
2020-07-14,4.0
2020-07-15,3.0
2020-07-16,4.0
2020-07-17,6.0
2020-07-18,4.0
2020-07-19,4.0
2020-07-20,5.0
2020-07-21,7.0
2020-07-22,5.0
2020-07-23,8.0
2020-07-24,4.0
2020-07-25,5.0
2020-07-26,4.0
2020-07-27,9.0
2020-07-28,5.0
2020-07-29,7.0
2020-07-30,5.0
2020-07-31,4.0
2020-08-01,5.0
2020-08-02,1.0
2020-08-03,5.0
2020-08-04,4.0
2020-08-05,3.0
2020-08-06,5.0
2020-08-07,4.0
2020-08-08,6.0
2020-08-09,3.0
2020-08-10,4.0
2020-08-11,4.0
2020-08-12,6.0
2020-08-13,4.0
2020-08-14,3.0
2020-08-15,3.0
2020-08-16,2.0
2020-08-17,6.0
2020-08-18,4.0
2020-08-19,4.0
2020-08-20,2.0
2020-08-21,3.0
2020-08-22,3.0
2020-08-23,3.0
2020-08-24,3.0
2020-08-25,3.0
2020-08-26,3.0
2020-08-27,2.0
2020-08-28,4.0
2020-08-29,4.0
2020-08-30,4.0
2020-08-31,3.0
2020-09-01,3.0
2020-09-02,2.0
2020-09-03,4.0
2020-09-04,1.0
2020-09-05,3.0
2020-09-06,3.0
2020-09-07,3.0
2020-09-08,3.0
2020-09-09,2.0
2020-09-10,4.0
2020-09-11,4.0
2020-09-12,4.0
2020-09-13,3.0
2020-09-14,2.0
2020-09-15,4.0
2020-09-16,4.0
2020-09-17,2.0
2020-09-18,6.0
2020-09-19,6.0
2020-09-20,2.0
2020-09-21,5.0
2020-09-22,5.0
2020-09-23,3.0
2020-09-24,4.0
2020-09-25,4.0
2020-09-26,5.0
2020-09-27,3.0
2020-09-28,3.0
2020-09-29,4.0
2020-09-30,3.0
2020-10-01,4.0
2020-10-02,2.0
2020-10-03,2.0
2020-10-04,4.0
2020-10-05,3.0
2020-10-06,5.0
2020-10-07,5.0
2020-10-08,7.0
2020-10-09,7.0
2020-10-10,5.0
2020-10-11,4.0
2020-10-12,5.0
2020-10-13,4.0
2020-10-14,5.0
2020-10-15,4.0
2020-10-16,6.0
2020-10-17,3.0
2020-10-18,3.0
2020-10-19,5.0
2020-10-20,6.0
2020-10-21,5.0
2020-10-22,3.0
2020-10-23,6.0
2020-10-24,2.0
2020-10-25,5.0
2020-10-26,5.0
2020-10-27,7.0
2020-10-28,7.102319801506089
2020-10-29,4.842490773754152
2020-10-30,3.9816035250867468
2020-10-31,5.595767116338131
2020-11-01,3.7663817129198955
2020-11-02,4.6272689615873
2020-11-03,4.950101679837577
2020-11-04,5.918599834588408
2020-11-05,7.209930707589515
2020-11-06,8.716483392757473
2020-11-07,8.608872486674047
2020-11-08,7.747985238006643
2020-11-09,8.716483392757473
2020-11-10,7.640374331923217
2020-11-11,5.057712585921003
2020-11-12,3.5511599007530443
2020-11-13,5.488156210254705
2020-11-14,4.089214431170173
2020-11-15,6.4566543650055355
2020-11-16,6.4566543650055355
2020-11-17,5.38054530417128
2020-11-18,5.057712585921003
2020-11-19,3.3359380885861936
2020-11-20,5.703378022421556
2020-11-21,7.102319801506089
2020-11-22,3.8739926190033214
2020-11-23,4.089214431170173
2020-11-24,6.241432552838685
2020-11-25,4.41204714942045
2020-11-26,2.905494464252491
2020-11-27,5.165323492004428
2020-11-28,4.734879867670726
2020-11-29,3.5511599007530443
2020-11-30,4.519658055503875
2020-12-01,2.582661746002214
2020-12-02,3.65877080683647
2020-12-03,5.165323492004428
2020-12-04,1.1837199669176814
2020-12-05,3.8739926190033214
2020-12-06,3.3359380885861936
2020-12-07,4.089214431170173
2020-12-08,6.671876177172387
2020-12-09,2.4750508399187887
2020-12-10,3.2283271825027677
2020-12-11,1.1837199669176814
2020-12-12,2.2598290277519375
2020-12-13,2.582661746002214
2020-12-14,3.5511599007530443
2020-12-15,5.165323492004428
2020-12-16,5.272934398087854
2020-12-17,4.842490773754152
2020-12-18,4.41204714942045
2020-12-19,4.842490773754152
2020-12-20,3.1207162764193423
2020-12-21,4.41204714942045
2020-12-22,5.810988928504982
2020-12-23,4.196825337253598
2020-12-24,3.2283271825027677
2020-12-25,5.057712585921003
2020-12-26,1.829385403418235
2020-12-27,4.304436243337023
2020-12-28,6.671876177172387
2020-12-29,7.640374331923217
2020-12-30,3.1207162764193423
2020-12-31,3.2283271825027677
2021-01-01,3.0131053703359165
2021-01-02,3.2283271825027677
2021-01-03,3.0131053703359165
2021-01-04,3.0131053703359165
2021-01-05,3.7663817129198955
2021-01-06,3.443548994669619
2021-01-07,4.6272689615873
2021-01-08,3.8739926190033214
2021-01-09,0.8608872486674047
2021-01-10,5.057712585921003
2021-01-11,1.3989417790845327
2021-01-12,4.41204714942045
2021-01-13,7.747985238006643
2021-01-14,3.2283271825027677
2021-01-15,4.734879867670726
2021-01-16,3.5511599007530443
2021-01-17,3.3359380885861936
2021-01-18,5.38054530417128
2021-01-19,2.367439933835363
2021-01-20,4.089214431170173
2021-01-21,3.5511599007530443
2021-01-22,3.7663817129198955
2021-01-23,5.918599834588408
2021-01-24,4.196825337253598
2021-01-25,5.595767116338131
2021-01-26,3.443548994669619
2021-01-27,4.304436243337023
2021-01-28,2.905494464252491
2021-01-29,3.1207162764193423
2021-01-30,2.69027265208564
2021-01-31,4.734879867670726
2021-02-01,3.7663817129198955
2021-02-02,6.7794870832558125
2021-02-03,2.69027265208564
2021-02-04,3.9816035250867468
2021-02-05,3.2283271825027677
2021-02-06,3.2283271825027677
2021-02-07,3.443548994669619
2021-02-08,3.2283271825027677
2021-02-09,3.7663817129198955
2021-02-10,2.905494464252491
2021-02-11,1.829385403418235
2021-02-12,5.272934398087854
2021-02-13,3.9816035250867468
2021-02-14,2.582661746002214
2021-02-15,3.2283271825027677
2021-02-16,3.3359380885861936
2021-02-17,2.2598290277519375
2021-02-18,6.7794870832558125
2021-02-19,1.9369963095016607
2021-02-20,3.5511599007530443
2021-02-21,1.7217744973348095
2021-02-22,2.1522181216685117
2021-02-23,3.0131053703359165
2021-02-24,1.1837199669176814
2021-02-25,1.9369963095016607
2021-02-26,2.4750508399187887
2021-02-27,4.6272689615873
2021-02-28,4.842490773754152
2021-03-01,4.089214431170173
2021-03-02,5.810988928504982
2021-03-03,3.8739926190033214
2021-03-04,3.8739926190033214
2021-03-05,3.65877080683647
2021-03-06,4.950101679837577
2021-03-07,4.950101679837577
2021-03-08,3.8739926190033214
2021-03-09,2.905494464252491
2021-03-10,2.905494464252491
2021-03-11,3.0131053703359165
2021-03-12,2.69027265208564
2021-03-13,2.69027265208564
2021-03-14,7.9632070501734935
2021-03-15,4.519658055503875
2021-03-16,5.488156210254705
2021-03-17,6.026210740671833
2021-03-18,6.241432552838685
2021-03-19,3.0131053703359165
2021-03-20,2.2598290277519375
2021-03-21,6.026210740671833
2021-03-22,4.6272689615873
2021-03-23,3.8739926190033214
2021-03-24,2.4750508399187887
2021-03-25,4.304436243337023
2021-03-26,3.65877080683647
2021-03-27,4.519658055503875
2021-03-28,5.272934398087854
2021-03-29,3.7663817129198955
2021-03-30,5.165323492004428
2021-03-31,1.9369963095016607
2021-04-01,4.6272689615873
