date,/m/01cdt5
2020-02-01,11.0
2020-02-02,24.0
2020-02-03,18.0
2020-02-04,13.0
2020-02-05,10.0
2020-02-06,24.0
2020-02-07,14.0
2020-02-08,4.0
2020-02-09,21.0
2020-02-10,23.0
2020-02-11,23.0
2020-02-12,25.0
2020-02-13,29.0
2020-02-14,14.0
2020-02-15,34.0
2020-02-16,25.0
2020-02-17,0.0
2020-02-18,26.0
2020-02-19,16.0
2020-02-20,17.0
2020-02-21,10.0
2020-02-22,8.0
2020-02-23,29.0
2020-02-24,33.0
2020-02-25,26.0
2020-02-26,34.0
2020-02-27,19.0
2020-02-28,33.0
2020-02-29,69.0
2020-03-01,20.0
2020-03-02,34.0
2020-03-03,22.0
2020-03-04,22.0
2020-03-05,50.0
2020-03-06,32.0
2020-03-07,32.0
2020-03-08,20.0
2020-03-09,30.0
2020-03-10,31.0
2020-03-11,37.0
2020-03-12,39.0
2020-03-13,53.0
2020-03-14,42.0
2020-03-15,28.0
2020-03-16,43.0
2020-03-17,46.0
2020-03-18,55.0
2020-03-19,74.0
2020-03-20,61.0
2020-03-21,81.0
2020-03-22,70.0
2020-03-23,72.0
2020-03-24,47.0
2020-03-25,70.0
2020-03-26,36.0
2020-03-27,80.0
2020-03-28,100.0
2020-03-29,87.0
2020-03-30,74.0
2020-03-31,82.0
2020-04-01,87.0
2020-04-02,49.0
2020-04-03,53.0
2020-04-04,37.0
2020-04-05,52.0
2020-04-06,36.0
2020-04-07,57.0
2020-04-08,38.0
2020-04-09,33.0
2020-04-10,18.0
2020-04-11,23.0
2020-04-12,40.0
2020-04-13,37.0
2020-04-14,38.0
2020-04-15,36.0
2020-04-16,30.0
2020-04-17,18.0
2020-04-18,49.0
2020-04-19,29.0
2020-04-20,28.0
2020-04-21,26.0
2020-04-22,36.0
2020-04-23,23.0
2020-04-24,18.0
2020-04-25,26.0
2020-04-26,36.0
2020-04-27,25.0
2020-04-28,27.0
2020-04-29,28.0
2020-04-30,21.0
2020-05-01,21.0
2020-05-02,39.0
2020-05-03,6.0
2020-05-04,27.0
2020-05-05,15.0
2020-05-06,22.0
2020-05-07,20.0
2020-05-08,30.0
2020-05-09,28.0
2020-05-10,24.0
2020-05-11,14.0
2020-05-12,23.0
2020-05-13,20.0
2020-05-14,38.0
2020-05-15,19.0
2020-05-16,7.0
2020-05-17,33.0
2020-05-18,27.0
2020-05-19,18.0
