date,/m/01cpyy
2020-03-01,28
2020-03-02,32
2020-03-03,29
2020-03-04,27
2020-03-05,30
2020-03-06,29
2020-03-07,25
2020-03-08,28
2020-03-09,31
2020-03-10,40
2020-03-11,52
2020-03-12,100
2020-03-13,99
2020-03-14,85
2020-03-15,92
2020-03-16,84
2020-03-17,78
2020-03-18,69
2020-03-19,67
2020-03-20,64
2020-03-21,64
2020-03-22,64
2020-03-23,54
2020-03-24,52
2020-03-25,49
2020-03-26,50
2020-03-27,55
2020-03-28,49
2020-03-29,46
2020-03-30,39
2020-03-31,39
2020-04-01,36
2020-04-02,34
2020-04-03,45
2020-04-04,43
2020-04-05,42
2020-04-06,35
2020-04-07,32
2020-04-08,29
2020-04-09,29
2020-04-10,30
2020-04-11,28
2020-04-12,26
2020-04-13,30
2020-04-14,28
2020-04-15,41
2020-04-16,26
2020-04-17,24
2020-04-18,20
2020-04-19,21
2020-04-20,20
2020-04-21,20
2020-04-22,19
2020-04-23,18
2020-04-24,28
2020-04-25,43
2020-04-26,36
2020-04-27,19
2020-04-28,19
2020-04-29,18
2020-04-30,16
2020-05-01,16
2020-05-02,17
2020-05-03,17
2020-05-04,17
2020-05-05,16
2020-05-06,17
2020-05-07,15
2020-05-08,15
2020-05-09,15
2020-05-10,14
2020-05-11,14
2020-05-12,14
2020-05-13,16
2020-05-14,13
2020-05-15,12
2020-05-16,12
2020-05-17,14
2020-05-18,12
2020-05-19,12
2020-05-20,12
2020-05-21,11
2020-05-22,11
2020-05-23,10
2020-05-24,11
2020-05-25,11
2020-05-26,10
2020-05-27,10
2020-05-28,10
2020-05-29,10
2020-05-30,10
2020-05-31,10
2020-06-01,10
2020-06-02,9
2020-06-03,13
2020-06-04,11
2020-06-05,9
2020-06-06,9
2020-06-07,10
2020-06-08,9
2020-06-09,9
2020-06-10,8
2020-06-11,8
2020-06-12,7
2020-06-13,8
2020-06-14,8
2020-06-15,8
2020-06-16,8
2020-06-17,7
2020-06-18,8
2020-06-19,7
2020-06-20,8
2020-06-21,9
2020-06-22,10
2020-06-23,9
2020-06-24,9
2020-06-25,8
2020-06-26,7
2020-06-27,8
2020-06-28,8
2020-06-29,7
2020-06-30,8
2020-07-01,7
2020-07-02,7
2020-07-03,6
2020-07-04,7
2020-07-05,9
2020-07-06,9
2020-07-07,9
2020-07-08,11
2020-07-09,12
2020-07-10,10
2020-07-11,9
2020-07-12,11
2020-07-13,12
2020-07-14,11
2020-07-15,10
2020-07-16,11
2020-07-17,14
2020-07-18,12
2020-07-19,15
2020-07-20,12
2020-07-21,12
2020-07-22,15
2020-07-23,16
2020-07-24,18
2020-07-25,18
2020-07-26,18
2020-07-27,25
2020-07-28,23
2020-07-29,19
2020-07-30,18
2020-07-31,16
2020-08-01,15
2020-08-02,16
2020-08-03,14
2020-08-04,12
2020-08-05,13
2020-08-06,11
2020-08-07,10
2020-08-08,9
2020-08-09,9
2020-08-10,10
2020-08-11,9
2020-08-12,9
2020-08-13,8
2020-08-14,10
2020-08-15,9
2020-08-16,8
2020-08-17,9
2020-08-18,9
2020-08-19,9
2020-08-20,10
2020-08-21,10
2020-08-22,9
2020-08-23,9
2020-08-24,9
2020-08-25,10
2020-08-26,10
2020-08-27,9
2020-08-28,8
2020-08-29,7
2020-08-30,8
2020-08-31,8
2020-09-01,8
2020-09-02,10
2020-09-03,10
2020-09-04,9
2020-09-05,7
2020-09-06,8
2020-09-07,9
2020-09-08,8
2020-09-09,9
2020-09-10,9
2020-09-11,8
2020-09-12,8
2020-09-13,10
2020-09-14,11
2020-09-15,10
2020-09-16,11
2020-09-17,10
2020-09-18,11
2020-09-19,10
2020-09-20,9
2020-09-21,10
2020-09-22,9
2020-09-23,10
2020-09-24,9
2020-09-25,8
2020-09-26,7
2020-09-27,7
2020-09-28,8
2020-09-29,8
2020-09-30,10
2020-10-01,9
2020-10-02,9
2020-10-03,9
2020-10-04,9
2020-10-05,11
2020-10-06,13
2020-10-07,14
2020-10-08,13
2020-10-09,13
2020-10-10,12
2020-10-11,14
2020-10-12,17
2020-10-13,17
2020-10-14,16
2020-10-15,17
2020-10-16,26
2020-10-17,18
2020-10-18,17
2020-10-19,17
2020-10-20,15
2020-10-21,14
2020-10-22,15
2020-10-23,19
