date,/m/02gy9_
2020-03-01,28
2020-03-02,32
2020-03-03,21
2020-03-04,33
2020-03-05,14
2020-03-06,14
2020-03-07,20
2020-03-08,28
2020-03-09,27
2020-03-10,28
2020-03-11,41
2020-03-12,32
2020-03-13,37
2020-03-14,44
2020-03-15,40
2020-03-16,33
2020-03-17,43
2020-03-18,45
2020-03-19,56
2020-03-20,38
2020-03-21,70
2020-03-22,40
2020-03-23,32
2020-03-24,70
2020-03-25,47
2020-03-26,32
2020-03-27,100
2020-03-28,68
2020-03-29,72
2020-03-30,46
2020-03-31,30
2020-04-01,39
2020-04-02,39
2020-04-03,46
2020-04-04,46
2020-04-05,28
2020-04-06,34
2020-04-07,27
2020-04-08,60
2020-04-09,42
2020-04-10,37
2020-04-11,40
2020-04-12,18
2020-04-13,25
2020-04-14,20
2020-04-15,28
2020-04-16,25
2020-04-17,16
2020-04-18,30
2020-04-19,39
2020-04-20,24
2020-04-21,40
2020-04-22,21
2020-04-23,20
2020-04-24,13
2020-04-25,22
2020-04-26,46
2020-04-27,41
2020-04-28,29
2020-04-29,15
2020-04-30,25
2020-05-01,27
2020-05-02,12
2020-05-03,29
2020-05-04,26
2020-05-05,30
2020-05-06,19
2020-05-07,28
2020-05-08,38
2020-05-09,16
2020-05-10,24
2020-05-11,29
2020-05-12,37
2020-05-13,24
2020-05-14,12
2020-05-15,19
2020-05-16,20
2020-05-17,25
2020-05-18,25
2020-05-19,32
2020-05-20,20
2020-05-21,33
2020-05-22,33
2020-05-23,26
2020-05-24,32
2020-05-25,28
2020-05-26,13
2020-05-27,13
2020-05-28,20
2020-05-29,17
2020-05-30,29
2020-05-31,15
2020-06-01,35
2020-06-02,0
2020-06-03,11
2020-06-04,26
2020-06-05,23
2020-06-06,40
2020-06-07,21
2020-06-08,27
2020-06-09,31
2020-06-10,29
2020-06-11,13
2020-06-12,39
2020-06-13,33
2020-06-14,14
2020-06-15,17
2020-06-16,25
2020-06-17,21
2020-06-18,20
2020-06-19,14
2020-06-20,31
2020-06-21,23
2020-06-22,14
2020-06-23,14
2020-06-24,15
2020-06-25,24
2020-06-26,14
2020-06-27,15
2020-06-28,25
2020-06-29,13
2020-06-30,34
2020-07-01,14
2020-07-02,41
2020-07-03,36
2020-07-04,16
2020-07-05,30
2020-07-06,20
2020-07-07,14
2020-07-08,15
2020-07-09,15
2020-07-10,15
2020-07-11,35
2020-07-12,18
2020-07-13,31
2020-07-14,21
2020-07-15,14
2020-07-16,15
2020-07-17,24
2020-07-18,18
2020-07-19,17
2020-07-20,31
2020-07-21,16
2020-07-22,32
2020-07-23,16
2020-07-24,16
2020-07-25,51
2020-07-26,32
2020-07-27,30
2020-07-28,15
2020-07-29,21
2020-07-30,16
2020-07-31,16
2020-08-01,17
2020-08-02,17
2020-08-03,35
2020-08-04,31
2020-08-05,40
2020-08-06,24
2020-08-07,27
2020-08-08,29
2020-08-09,26
2020-08-10,30
2020-08-11,31
2020-08-12,29
2020-08-13,16
2020-08-14,26
2020-08-15,41
2020-08-16,33
2020-08-17,15
2020-08-18,39
2020-08-19,15
2020-08-20,26
2020-08-21,23
2020-08-22,17
2020-08-23,37
2020-08-24,25
2020-08-25,30
2020-08-26,15
2020-08-27,15
2020-08-28,23
2020-08-29,24
2020-08-30,31
2020-08-31,14
2020-09-01,14
2020-09-02,30
2020-09-03,26
2020-09-04,16
2020-09-05,16
2020-09-06,30
2020-09-07,24
2020-09-08,15
2020-09-09,22
2020-09-10,15
2020-09-11,16
2020-09-12,22
2020-09-13,26
2020-09-14,24
2020-09-15,23
2020-09-16,29
2020-09-17,25
2020-09-18,0
2020-09-19,24
2020-09-20,30
2020-09-21,14
2020-09-22,24
2020-09-23,29
2020-09-24,29
2020-09-25,23
2020-09-26,23
2020-09-27,15
2020-09-28,19
2020-09-29,22
2020-09-30,22
2020-10-01,25
2020-10-02,23
2020-10-03,21
2020-10-04,24
2020-10-05,58
2020-10-06,29
2020-10-07,14
2020-10-08,25
2020-10-09,24
2020-10-10,34
2020-10-11,15
2020-10-12,15
2020-10-13,21
2020-10-14,30
2020-10-15,46
2020-10-16,21
2020-10-17,17
2020-10-18,16
2020-10-19,32
2020-10-20,15
2020-10-21,36
2020-10-22,15
2020-10-23,31
