date,/g/1213j0cz
2020-03-01,22
2020-03-02,15
2020-03-03,27
2020-03-04,31
2020-03-05,15
2020-03-06,24
2020-03-07,36
2020-03-08,35
2020-03-09,15
2020-03-10,38
2020-03-11,24
2020-03-12,26
2020-03-13,50
2020-03-14,100
2020-03-15,56
2020-03-16,49
2020-03-17,56
2020-03-18,66
2020-03-19,60
2020-03-20,29
2020-03-21,50
2020-03-22,43
2020-03-23,29
2020-03-24,45
2020-03-25,36
2020-03-26,14
2020-03-27,27
2020-03-28,48
2020-03-29,32
2020-03-30,18
2020-03-31,40
2020-04-01,46
2020-04-02,27
2020-04-03,59
2020-04-04,33
2020-04-05,32
2020-04-06,13
2020-04-07,23
2020-04-08,14
2020-04-09,14
2020-04-10,24
2020-04-11,16
2020-04-12,16
2020-04-13,15
2020-04-14,35
2020-04-15,22
2020-04-16,14
2020-04-17,0
2020-04-18,31
2020-04-19,15
2020-04-20,13
2020-04-21,20
2020-04-22,14
2020-04-23,14
2020-04-24,22
2020-04-25,0
2020-04-26,15
2020-04-27,18
2020-04-28,19
2020-04-29,0
2020-04-30,13
2020-05-01,0
2020-05-02,15
2020-05-03,0
2020-05-04,13
2020-05-05,36
2020-05-06,13
2020-05-07,14
2020-05-08,29
2020-05-09,20
2020-05-10,14
2020-05-11,19
2020-05-12,0
2020-05-13,21
2020-05-14,28
2020-05-15,15
2020-05-16,16
2020-05-17,15
2020-05-18,14
2020-05-19,14
2020-05-20,30
2020-05-21,17
2020-05-22,16
2020-05-23,17
2020-05-24,17
2020-05-25,0
2020-05-26,15
2020-05-27,14
2020-05-28,0
2020-05-29,29
2020-05-30,0
2020-05-31,0
2020-06-01,15
2020-06-02,0
2020-06-03,13
2020-06-04,0
2020-06-05,14
2020-06-06,0
2020-06-07,16
2020-06-08,13
2020-06-09,13
2020-06-10,0
2020-06-11,0
2020-06-12,14
2020-06-13,16
2020-06-14,0
2020-06-15,29
2020-06-16,0
2020-06-17,15
2020-06-18,15
2020-06-19,16
2020-06-20,0
2020-06-21,18
2020-06-22,0
2020-06-23,0
2020-06-24,32
2020-06-25,0
2020-06-26,16
2020-06-27,0
2020-06-28,16
2020-06-29,14
2020-06-30,15
2020-07-01,15
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,18
2020-07-06,15
2020-07-07,23
2020-07-08,16
2020-07-09,0
2020-07-10,17
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,49
2020-07-18,0
2020-07-19,18
2020-07-20,15
2020-07-21,0
2020-07-22,0
2020-07-23,16
2020-07-24,16
2020-07-25,0
2020-07-26,0
2020-07-27,15
2020-07-28,0
2020-07-29,0
2020-07-30,16
2020-07-31,16
2020-08-01,0
2020-08-02,17
2020-08-03,14
2020-08-04,0
2020-08-05,0
2020-08-06,15
2020-08-07,15
2020-08-08,17
2020-08-09,16
2020-08-10,0
2020-08-11,15
2020-08-12,0
2020-08-13,44
2020-08-14,30
2020-08-15,16
2020-08-16,17
2020-08-17,23
2020-08-18,15
2020-08-19,31
2020-08-20,23
2020-08-21,0
2020-08-22,0
2020-08-23,32
2020-08-24,14
2020-08-25,15
2020-08-26,15
2020-08-27,15
2020-08-28,0
2020-08-29,15
2020-08-30,16
2020-08-31,22
2020-09-01,23
2020-09-02,0
2020-09-03,0
2020-09-04,16
2020-09-05,17
2020-09-06,17
2020-09-07,14
2020-09-08,14
2020-09-09,0
2020-09-10,14
2020-09-11,14
2020-09-12,16
2020-09-13,0
2020-09-14,28
2020-09-15,22
2020-09-16,22
2020-09-17,0
2020-09-18,15
2020-09-19,15
2020-09-20,21
2020-09-21,0
2020-09-22,20
2020-09-23,14
2020-09-24,0
2020-09-25,16
2020-09-26,25
2020-09-27,16
2020-09-28,30
2020-09-29,31
2020-09-30,30
2020-10-01,0
2020-10-02,15
2020-10-03,18
2020-10-04,16
2020-10-05,16
2020-10-06,0
2020-10-07,0
2020-10-08,33
2020-10-09,0
2020-10-10,0
2020-10-11,17
2020-10-12,26
2020-10-13,17
2020-10-14,33
2020-10-15,0
2020-10-16,18
2020-10-17,0
2020-10-18,0
2020-10-19,17
2020-10-20,0
2020-10-21,17
2020-10-22,33
2020-10-23,17
