date,/m/07mf1
2020-03-01,19
2020-03-02,22
2020-03-03,19
2020-03-04,27
2020-03-05,15
2020-03-06,24
2020-03-07,22
2020-03-08,15
2020-03-09,22
2020-03-10,20
2020-03-11,49
2020-03-12,47
2020-03-13,63
2020-03-14,42
2020-03-15,82
2020-03-16,100
2020-03-17,77
2020-03-18,63
2020-03-19,68
2020-03-20,65
2020-03-21,47
2020-03-22,49
2020-03-23,54
2020-03-24,41
2020-03-25,51
2020-03-26,49
2020-03-27,40
2020-03-28,37
2020-03-29,39
2020-03-30,41
2020-03-31,34
2020-04-01,45
2020-04-02,40
2020-04-03,36
2020-04-04,37
2020-04-05,25
2020-04-06,25
2020-04-07,30
2020-04-08,28
2020-04-09,15
2020-04-10,33
2020-04-11,28
2020-04-12,13
2020-04-13,23
2020-04-14,14
2020-04-15,20
2020-04-16,17
2020-04-17,26
2020-04-18,23
2020-04-19,24
2020-04-20,22
2020-04-21,25
2020-04-22,20
2020-04-23,16
2020-04-24,28
2020-04-25,10
2020-04-26,13
2020-04-27,25
2020-04-28,30
2020-04-29,22
2020-04-30,15
2020-05-01,14
2020-05-02,19
2020-05-03,26
2020-05-04,30
2020-05-05,26
2020-05-06,30
2020-05-07,26
2020-05-08,28
2020-05-09,21
2020-05-10,17
2020-05-11,25
2020-05-12,19
2020-05-13,19
2020-05-14,23
2020-05-15,7
2020-05-16,17
2020-05-17,13
2020-05-18,20
2020-05-19,22
2020-05-20,17
2020-05-21,30
2020-05-22,25
2020-05-23,14
2020-05-24,15
2020-05-25,19
2020-05-26,21
2020-05-27,16
2020-05-28,14
2020-05-29,24
2020-05-30,19
2020-05-31,19
2020-06-01,12
2020-06-02,12
2020-06-03,8
2020-06-04,12
2020-06-05,16
2020-06-06,13
2020-06-07,13
2020-06-08,12
2020-06-09,19
2020-06-10,19
2020-06-11,12
2020-06-12,21
2020-06-13,13
2020-06-14,18
2020-06-15,20
2020-06-16,13
2020-06-17,18
2020-06-18,21
2020-06-19,16
2020-06-20,11
2020-06-21,12
2020-06-22,16
2020-06-23,15
2020-06-24,9
2020-06-25,27
2020-06-26,11
2020-06-27,10
2020-06-28,8
2020-06-29,14
2020-06-30,9
2020-07-01,19
2020-07-02,13
2020-07-03,16
2020-07-04,23
2020-07-05,12
2020-07-06,11
2020-07-07,8
2020-07-08,4
2020-07-09,10
2020-07-10,10
2020-07-11,19
2020-07-12,17
2020-07-13,10
2020-07-14,8
2020-07-15,18
2020-07-16,15
2020-07-17,11
2020-07-18,15
2020-07-19,19
2020-07-20,9
2020-07-21,19
2020-07-22,9
2020-07-23,25
2020-07-24,17
2020-07-25,9
2020-07-26,20
2020-07-27,21
2020-07-28,34
2020-07-29,12
2020-07-30,15
2020-07-31,15
2020-08-01,15
2020-08-02,11
2020-08-03,13
2020-08-04,14
2020-08-05,14
2020-08-06,20
2020-08-07,33
2020-08-08,22
2020-08-09,22
2020-08-10,15
2020-08-11,22
2020-08-12,24
2020-08-13,15
2020-08-14,13
2020-08-15,10
2020-08-16,10
2020-08-17,7
2020-08-18,8
2020-08-19,10
2020-08-20,8
2020-08-21,8
2020-08-22,9
2020-08-23,16
2020-08-24,18
2020-08-25,7
2020-08-26,13
2020-08-27,6
2020-08-28,13
2020-08-29,21
2020-08-30,10
2020-08-31,11
2020-09-01,12
2020-09-02,10
2020-09-03,6
2020-09-04,8
2020-09-05,26
2020-09-06,13
2020-09-07,10
2020-09-08,4
2020-09-09,9
2020-09-10,6
2020-09-11,18
2020-09-12,18
2020-09-13,13
2020-09-14,17
2020-09-15,11
2020-09-16,11
2020-09-17,10
2020-09-18,12
2020-09-19,16
2020-09-20,17
2020-09-21,19
2020-09-22,15
2020-09-23,16
2020-09-24,17
2020-09-25,6
2020-09-26,6
2020-09-27,13
2020-09-28,22
2020-09-29,11
2020-09-30,13
2020-10-01,11
2020-10-02,8
2020-10-03,9
2020-10-04,19
2020-10-05,19
2020-10-06,8
2020-10-07,15
2020-10-08,10
2020-10-09,13
2020-10-10,14
2020-10-11,20
2020-10-12,24
2020-10-13,20
2020-10-14,24
2020-10-15,33
2020-10-16,21
2020-10-17,25
2020-10-18,9
