date,/g/1213j0cz,isPartial
2020-03-01,0,False
2020-03-02,100,False
2020-03-03,0,False
2020-03-04,0,False
2020-03-05,0,False
2020-03-06,0,False
2020-03-07,73,False
2020-03-08,0,False
2020-03-09,0,False
2020-03-10,33,False
2020-03-11,32,False
2020-03-12,0,False
2020-03-13,35,False
2020-03-14,87,False
2020-03-15,0,False
2020-03-16,28,False
2020-03-17,29,False
2020-03-18,93,False
2020-03-19,31,False
2020-03-20,43,False
2020-03-21,0,False
2020-03-22,32,False
2020-03-23,39,False
2020-03-24,29,False
2020-03-25,29,False
2020-03-26,29,False
2020-03-27,27,False
2020-03-28,0,False
2020-03-29,31,False
2020-03-30,55,False
2020-03-31,27,False
2020-04-01,29,False
2020-04-02,83,False
2020-04-03,28,False
2020-04-04,67,False
2020-04-05,0,False
2020-04-06,51,False
2020-04-07,27,False
2020-04-08,29,False
2020-04-09,29,False
2020-04-10,29,False
2020-04-11,0,False
2020-04-12,0,False
2020-04-13,0,False
2020-04-14,28,False
2020-04-15,0,False
2020-04-16,0,False
2020-04-17,0,False
2020-04-18,0,False
2020-04-19,0,False
2020-04-20,0,False
2020-04-21,58,False
2020-04-22,0,False
2020-04-23,29,False
2020-04-24,30,False
2020-04-25,0,False
2020-04-26,0,False
2020-04-27,41,False
2020-04-28,26,False
2020-04-29,0,False
2020-04-30,0,False
2020-05-01,0,False
2020-05-02,30,False
2020-05-03,0,False
2020-05-04,0,False
2020-05-05,0,False
2020-05-06,0,False
2020-05-07,29,False
2020-05-08,0,False
2020-05-09,0,False
2020-05-10,29,False
2020-05-11,0,False
2020-05-12,0,False
2020-05-13,29,False
2020-05-14,0,False
2020-05-15,32,False
2020-05-16,0,False
2020-05-17,0,False
2020-05-18,30,False
2020-05-19,0,False
2020-05-20,63,False
2020-05-21,34,False
2020-05-22,0,False
2020-05-23,0,False
2020-05-24,0,False
2020-05-25,0,False
2020-05-26,0,False
2020-05-27,31,False
2020-05-28,29,False
2020-05-29,0,False
2020-05-30,0,False
2020-05-31,0,False
2020-06-01,0,False
2020-06-02,0,False
2020-06-03,0,False
2020-06-04,27,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,0,False
2020-06-09,0,False
2020-06-10,0,False
2020-06-11,0,False
2020-06-12,0,False
2020-06-13,0,False
2020-06-14,0,False
2020-06-15,0,False
2020-06-16,0,False
2020-06-17,0,False
2020-06-18,0,False
2020-06-19,0,False
2020-06-20,38,False
2020-06-21,34,False
2020-06-22,0,False
2020-06-23,0,False
2020-06-24,0,False
2020-06-25,0,False
2020-06-26,0,False
2020-06-27,0,False
2020-06-28,0,False
2020-06-29,0,False
2020-06-30,32,False
2020-07-01,0,False
2020-07-02,32,False
2020-07-03,0,False
2020-07-04,0,False
2020-07-05,0,False
2020-07-06,0,False
2020-07-07,0,False
2020-07-08,0,False
2020-07-09,72,False
2020-07-10,0,False
2020-07-11,0,False
2020-07-12,0,False
2020-07-13,0,False
2020-07-14,73,False
2020-07-15,0,False
2020-07-16,36,False
2020-07-17,0,False
2020-07-18,0,False
2020-07-19,0,False
2020-07-20,54,False
2020-07-21,38,False
2020-07-22,0,False
2020-07-23,0,False
2020-07-24,0,False
2020-07-25,0,False
2020-07-26,0,False
2020-07-27,0,False
2020-07-28,0,False
2020-07-29,0,False
2020-07-30,40,False
2020-07-31,0,False
2020-08-01,0,False
2020-08-02,0,False
2020-08-03,0,False
2020-08-04,0,False
2020-08-05,0,False
2020-08-06,0,False
2020-08-07,0,False
2020-08-08,0,False
2020-08-09,0,False
2020-08-10,0,False
2020-08-11,0,False
2020-08-12,0,False
2020-08-13,0,False
2020-08-14,0,False
2020-08-15,0,False
2020-08-16,0,False
2020-08-17,0,False
2020-08-18,0,False
2020-08-19,0,False
2020-08-20,0,False
2020-08-21,0,False
2020-08-22,0,False
2020-08-23,0,False
2020-08-24,0,False
2020-08-25,0,False
2020-08-26,0,False
2020-08-27,0,False
2020-08-28,0,False
2020-08-29,0,False
2020-08-30,35,False
2020-08-31,0,False
2020-09-01,0,False
2020-09-02,0,False
2020-09-03,34,False
2020-09-04,0,False
2020-09-05,38,False
2020-09-06,0,False
2020-09-07,34,False
2020-09-08,0,False
2020-09-09,0,False
2020-09-10,52,False
2020-09-11,0,False
2020-09-12,0,False
2020-09-13,38,False
2020-09-14,0,False
2020-09-15,0,False
2020-09-16,0,False
2020-09-17,0,False
2020-09-18,0,False
2020-09-19,0,False
2020-09-20,36,False
2020-09-21,0,False
2020-09-22,0,False
2020-09-23,0,False
2020-09-24,35,False
2020-09-25,0,False
2020-09-26,0,False
2020-09-27,0,False
2020-09-28,35,False
2020-09-29,0,False
2020-09-30,0,False
2020-10-01,0,False
2020-10-02,36,False
2020-10-03,0,False
2020-10-04,0,False
2020-10-05,33,False
2020-10-06,0,False
2020-10-07,0,False
2020-10-08,0,False
2020-10-09,0,False
2020-10-10,0,False
2020-10-11,0,False
2020-10-12,0,False
2020-10-13,37,False
2020-10-14,0,False
