date,/g/1213j0cz
2020-03-01,27
2020-03-02,25
2020-03-03,42
2020-03-04,48
2020-03-05,24
2020-03-06,25
2020-03-07,41
2020-03-08,25
2020-03-09,24
2020-03-10,38
2020-03-11,67
2020-03-12,54
2020-03-13,66
2020-03-14,100
2020-03-15,83
2020-03-16,85
2020-03-17,76
2020-03-18,45
2020-03-19,34
2020-03-20,78
2020-03-21,25
2020-03-22,75
2020-03-23,41
2020-03-24,44
2020-03-25,76
2020-03-26,56
2020-03-27,35
2020-03-28,59
2020-03-29,56
2020-03-30,42
2020-03-31,21
2020-04-01,22
2020-04-02,63
2020-04-03,22
2020-04-04,25
2020-04-05,51
2020-04-06,30
2020-04-07,21
2020-04-08,22
2020-04-09,22
2020-04-10,22
2020-04-11,25
2020-04-12,37
2020-04-13,45
2020-04-14,43
2020-04-15,23
2020-04-16,30
2020-04-17,0
2020-04-18,34
2020-04-19,0
2020-04-20,22
2020-04-21,44
2020-04-22,23
2020-04-23,22
2020-04-24,34
2020-04-25,24
2020-04-26,25
2020-04-27,0
2020-04-28,20
2020-04-29,40
2020-04-30,0
2020-05-01,21
2020-05-02,22
2020-05-03,23
2020-05-04,29
2020-05-05,19
2020-05-06,34
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,22
2020-05-11,21
2020-05-12,67
2020-05-13,22
2020-05-14,22
2020-05-15,23
2020-05-16,0
2020-05-17,27
2020-05-18,0
2020-05-19,22
2020-05-20,23
2020-05-21,34
2020-05-22,0
2020-05-23,24
2020-05-24,49
2020-05-25,22
2020-05-26,22
2020-05-27,23
2020-05-28,0
2020-05-29,23
2020-05-30,0
2020-05-31,0
2020-06-01,23
2020-06-02,0
2020-06-03,20
2020-06-04,0
2020-06-05,21
2020-06-06,24
2020-06-07,25
2020-06-08,0
2020-06-09,21
2020-06-10,45
2020-06-11,44
2020-06-12,0
2020-06-13,26
2020-06-14,26
2020-06-15,0
2020-06-16,21
2020-06-17,22
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,25
2020-06-22,24
2020-06-23,0
2020-06-24,33
2020-06-25,25
2020-06-26,0
2020-06-27,38
2020-06-28,0
2020-06-29,22
2020-06-30,23
2020-07-01,22
2020-07-02,24
2020-07-03,0
2020-07-04,25
2020-07-05,25
2020-07-06,0
2020-07-07,25
2020-07-08,24
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,30
2020-07-13,26
2020-07-14,0
2020-07-15,0
2020-07-16,26
2020-07-17,29
2020-07-18,0
2020-07-19,32
2020-07-20,27
2020-07-21,0
2020-07-22,28
2020-07-23,28
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,54
2020-07-28,0
2020-07-29,29
2020-07-30,30
2020-07-31,30
2020-08-01,33
2020-08-02,0
2020-08-03,28
2020-08-04,0
2020-08-05,31
2020-08-06,0
2020-08-07,32
2020-08-08,0
2020-08-09,0
2020-08-10,30
2020-08-11,31
2020-08-12,0
2020-08-13,30
2020-08-14,0
2020-08-15,31
2020-08-16,0
2020-08-17,28
2020-08-18,0
2020-08-19,29
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,0
2020-08-25,27
2020-08-26,29
2020-08-27,0
2020-08-28,28
2020-08-29,30
2020-08-30,0
2020-08-31,27
2020-09-01,40
2020-09-02,0
2020-09-03,28
2020-09-04,41
2020-09-05,30
2020-09-06,44
2020-09-07,0
2020-09-08,25
2020-09-09,25
2020-09-10,26
2020-09-11,26
2020-09-12,28
2020-09-13,27
2020-09-14,33
2020-09-15,25
2020-09-16,25
2020-09-17,25
2020-09-18,26
2020-09-19,27
2020-09-20,26
2020-09-21,24
2020-09-22,0
2020-09-23,0
2020-09-24,26
2020-09-25,26
2020-09-26,55
2020-09-27,26
2020-09-28,100
2020-09-29,0
2020-09-30,25
2020-10-01,25
2020-10-02,50
2020-10-03,26
2020-10-04,25
2020-10-05,0
2020-10-06,0
2020-10-07,23
2020-10-08,24
2020-10-09,29
2020-10-10,90
2020-10-11,56
2020-10-12,27
2020-10-13,27
2020-10-14,38
2020-10-15,26
2020-10-16,0
2020-10-17,0
2020-10-18,28
2020-10-19,0
2020-10-20,26
2020-10-21,25
2020-10-22,26
2020-10-23,39
