date,/m/07mf1
2020-03-01,30
2020-03-02,21
2020-03-03,40
2020-03-04,51
2020-03-05,16
2020-03-06,28
2020-03-07,60
2020-03-08,24
2020-03-09,42
2020-03-10,48
2020-03-11,27
2020-03-12,78
2020-03-13,78
2020-03-14,100
2020-03-15,91
2020-03-16,84
2020-03-17,66
2020-03-18,85
2020-03-19,92
2020-03-20,42
2020-03-21,72
2020-03-22,39
2020-03-23,51
2020-03-24,80
2020-03-25,35
2020-03-26,67
2020-03-27,53
2020-03-28,40
2020-03-29,50
2020-03-30,73
2020-03-31,39
2020-04-01,46
2020-04-02,65
2020-04-03,46
2020-04-04,24
2020-04-05,17
2020-04-06,38
2020-04-07,40
2020-04-08,20
2020-04-09,55
2020-04-10,31
2020-04-11,28
2020-04-12,40
2020-04-13,22
2020-04-14,29
2020-04-15,15
2020-04-16,35
2020-04-17,25
2020-04-18,34
2020-04-19,27
2020-04-20,20
2020-04-21,45
2020-04-22,16
2020-04-23,30
2020-04-24,5
2020-04-25,28
2020-04-26,44
2020-04-27,66
2020-04-28,61
2020-04-29,45
2020-04-30,5
2020-05-01,40
2020-05-02,31
2020-05-03,27
2020-05-04,29
2020-05-05,57
2020-05-06,19
2020-05-07,40
2020-05-08,16
2020-05-09,22
2020-05-10,36
2020-05-11,24
2020-05-12,75
2020-05-13,25
2020-05-14,26
2020-05-15,26
2020-05-16,37
2020-05-17,38
2020-05-18,11
2020-05-19,26
2020-05-20,22
2020-05-21,12
2020-05-22,17
2020-05-23,22
2020-05-24,25
2020-05-25,15
2020-05-26,36
2020-05-27,16
2020-05-28,21
2020-05-29,27
2020-05-30,0
2020-05-31,13
2020-06-01,5
2020-06-02,20
2020-06-03,19
2020-06-04,5
2020-06-05,10
2020-06-06,12
2020-06-07,0
2020-06-08,24
2020-06-09,5
2020-06-10,5
2020-06-11,11
2020-06-12,16
2020-06-13,6
2020-06-14,0
2020-06-15,10
2020-06-16,10
2020-06-17,26
2020-06-18,16
2020-06-19,6
2020-06-20,20
2020-06-21,7
2020-06-22,27
2020-06-23,6
2020-06-24,17
2020-06-25,40
2020-06-26,6
2020-06-27,6
2020-06-28,11
2020-06-29,16
2020-06-30,17
2020-07-01,11
2020-07-02,11
2020-07-03,0
2020-07-04,13
2020-07-05,26
2020-07-06,11
2020-07-07,39
2020-07-08,29
2020-07-09,12
2020-07-10,6
2020-07-11,13
2020-07-12,0
2020-07-13,12
2020-07-14,13
2020-07-15,5
2020-07-16,11
2020-07-17,34
2020-07-18,27
2020-07-19,13
2020-07-20,28
2020-07-21,6
2020-07-22,6
2020-07-23,29
2020-07-24,12
2020-07-25,20
2020-07-26,7
2020-07-27,34
2020-07-28,11
2020-07-29,6
2020-07-30,12
2020-07-31,23
2020-08-01,13
2020-08-02,19
2020-08-03,11
2020-08-04,23
2020-08-05,12
2020-08-06,36
2020-08-07,12
2020-08-08,6
2020-08-09,13
2020-08-10,22
2020-08-11,17
2020-08-12,6
2020-08-13,6
2020-08-14,18
2020-08-15,25
2020-08-16,0
2020-08-17,11
2020-08-18,22
2020-08-19,6
2020-08-20,6
2020-08-21,24
2020-08-22,13
2020-08-23,6
2020-08-24,17
2020-08-25,11
2020-08-26,11
2020-08-27,28
2020-08-28,5
2020-08-29,30
2020-08-30,24
2020-08-31,33
2020-09-01,39
2020-09-02,40
2020-09-03,6
2020-09-04,24
2020-09-05,13
2020-09-06,31
2020-09-07,34
2020-09-08,17
2020-09-09,39
2020-09-10,34
2020-09-11,35
2020-09-12,26
2020-09-13,26
2020-09-14,11
2020-09-15,23
2020-09-16,17
2020-09-17,23
2020-09-18,18
2020-09-19,62
2020-09-20,30
2020-09-21,11
2020-09-22,28
2020-09-23,17
2020-09-24,34
2020-09-25,24
2020-09-26,38
2020-09-27,37
2020-09-28,11
2020-09-29,41
2020-09-30,17
2020-10-01,17
2020-10-02,35
2020-10-03,38
2020-10-04,6
2020-10-05,11
2020-10-06,28
2020-10-07,11
2020-10-08,30
2020-10-09,25
2020-10-10,33
2020-10-11,19
2020-10-12,18
2020-10-13,49
2020-10-14,35
2020-10-15,43
2020-10-16,31
2020-10-17,14
2020-10-18,20
