date,/m/0fd23
2020-02-01,31.0
2020-02-02,24.0
2020-02-03,11.0
2020-02-04,12.0
2020-02-05,12.0
2020-02-06,18.0
2020-02-07,13.0
2020-02-08,19.0
2020-02-09,0.0
2020-02-10,17.0
2020-02-11,0.0
2020-02-12,18.0
2020-02-13,12.0
2020-02-14,18.0
2020-02-15,13.0
2020-02-16,0.0
2020-02-17,6.0
2020-02-18,12.0
2020-02-19,12.0
2020-02-20,12.0
2020-02-21,0.0
2020-02-22,20.0
2020-02-23,6.0
2020-02-24,30.0
2020-02-25,12.0
2020-02-26,18.0
2020-02-27,24.0
2020-02-28,19.0
2020-02-29,20.0
2020-03-01,20.0
2020-03-02,18.0
2020-03-03,19.0
2020-03-04,12.0
2020-03-05,12.0
2020-03-06,6.0
2020-03-07,0.0
2020-03-08,12.0
2020-03-09,12.0
2020-03-10,22.0
2020-03-11,5.0
2020-03-12,0.0
2020-03-13,12.0
2020-03-14,6.0
2020-03-15,0.0
2020-03-16,10.0
2020-03-17,5.0
2020-03-18,11.0
2020-03-19,11.0
2020-03-20,41.0
2020-03-21,24.0
2020-03-22,24.0
2020-03-23,15.0
2020-03-24,21.0
2020-03-25,21.0
2020-03-26,11.0
2020-03-27,25.0
2020-03-28,40.0
2020-03-29,35.0
2020-03-30,31.0
2020-03-31,35.0
2020-04-01,21.0
2020-04-02,15.0
2020-04-03,11.0
2020-04-04,6.0
2020-04-05,19.0
2020-04-06,29.0
2020-04-07,21.0
2020-04-08,43.0
2020-04-09,53.0
2020-04-10,49.0
2020-04-11,65.0
2020-04-12,36.0
2020-04-13,16.0
2020-04-14,25.0
2020-04-15,38.0
2020-04-16,38.0
2020-04-17,27.0
2020-04-18,0.0
2020-04-19,11.0
2020-04-20,26.0
2020-04-21,37.0
2020-04-22,32.0
2020-04-23,42.0
2020-04-24,33.0
2020-04-25,41.0
2020-04-26,30.0
2020-04-27,15.0
2020-04-28,29.0
2020-04-29,10.0
2020-04-30,5.0
2020-05-01,21.0
2020-05-02,37.0
2020-05-03,22.0
2020-05-04,24.0
2020-05-05,9.0
2020-05-06,20.0
2020-05-07,26.0
2020-05-08,6.0
2020-05-09,17.0
2020-05-10,5.0
2020-05-11,15.0
2020-05-12,0.0
2020-05-13,11.0
2020-05-14,11.0
2020-05-15,11.0
2020-05-16,25.0
2020-05-17,78.0
2020-05-18,32.0
2020-05-19,32.0
2020-05-20,22.0
2020-05-21,18.0
2020-05-22,37.0
2020-05-23,6.0
2020-05-24,24.0
2020-05-25,26.0
2020-05-26,16.0
2020-05-27,44.0
2020-05-28,21.0
2020-05-29,44.0
2020-05-30,68.0
2020-05-31,45.0
2020-06-01,100.0
2020-06-02,73.0
2020-06-03,40.0
2020-06-04,29.0
2020-06-05,20.0
2020-06-06,17.0
2020-06-07,18.0
2020-06-08,28.0
2020-06-09,29.0
2020-06-10,21.0
2020-06-11,11.0
2020-06-12,11.0
2020-06-13,25.0
2020-06-14,12.0
2020-06-15,16.0
2020-06-16,10.0
2020-06-17,21.0
2020-06-18,5.0
2020-06-19,11.0
2020-06-20,19.0
2020-06-21,6.0
2020-06-22,11.0
2020-06-23,18.0
2020-06-24,12.0
2020-06-25,18.0
2020-06-26,29.0
2020-06-27,6.0
2020-06-28,11.0
2020-06-29,11.0
2020-06-30,22.0
2020-07-01,0.0
2020-07-02,6.0
2020-07-03,24.0
2020-07-04,25.0
2020-07-05,25.0
2020-07-06,22.0
2020-07-07,0.0
2020-07-08,34.0
2020-07-09,18.0
2020-07-10,18.0
2020-07-11,7.0
2020-07-12,15.0
2020-07-13,19.0
2020-07-14,12.0
2020-07-15,18.0
2020-07-16,19.0
2020-07-17,27.0
2020-07-18,8.0
2020-07-19,0.0
2020-07-20,7.0
2020-07-21,34.0
2020-07-22,34.0
2020-07-23,14.0
2020-07-24,28.0
2020-07-25,30.0
2020-07-26,8.0
2020-07-27,13.0
2020-07-28,26.0
2020-07-29,7.0
2020-07-30,43.0
2020-07-31,22.0
2020-08-01,16.0
2020-08-02,39.0
2020-08-03,7.0
2020-08-04,30.0
2020-08-05,7.0
2020-08-06,0.0
2020-08-07,23.0
2020-08-08,0.0
2020-08-09,16.0
2020-08-10,7.0
2020-08-11,15.0
2020-08-12,14.0
2020-08-13,7.0
