date,/m/07mf1
2020-02-01,22.0
2020-02-02,24.0
2020-02-03,29.0
2020-02-04,24.0
2020-02-05,27.0
2020-02-06,14.0
2020-02-07,41.0
2020-02-08,17.0
2020-02-09,19.0
2020-02-10,30.0
2020-02-11,26.0
2020-02-12,22.0
2020-02-13,25.0
2020-02-14,19.0
2020-02-15,28.0
2020-02-16,30.0
2020-02-17,29.0
2020-02-18,18.0
2020-02-19,27.0
2020-02-20,17.0
2020-02-21,22.0
2020-02-22,25.0
2020-02-23,53.0
2020-02-24,51.0
2020-02-25,43.0
2020-02-26,51.0
2020-02-27,47.0
2020-02-28,21.0
2020-02-29,24.0
2020-03-01,33.0
2020-03-02,40.0
2020-03-03,26.0
2020-03-04,34.0
2020-03-05,40.0
2020-03-06,59.0
2020-03-07,46.0
2020-03-08,61.0
2020-03-09,80.0
2020-03-10,61.0
2020-03-11,70.0
2020-03-12,47.0
2020-03-13,62.0
2020-03-14,76.0
2020-03-15,66.0
2020-03-16,73.0
2020-03-17,81.0
2020-03-18,64.0
2020-03-19,62.0
2020-03-20,57.0
2020-03-21,56.0
2020-03-22,55.0
2020-03-23,54.0
2020-03-24,49.0
2020-03-25,53.0
2020-03-26,61.0
2020-03-27,51.0
2020-03-28,58.0
2020-03-29,38.0
2020-03-30,45.0
2020-03-31,48.0
2020-04-01,43.0
2020-04-02,48.0
2020-04-03,37.0
2020-04-04,41.0
2020-04-05,37.0
2020-04-06,46.0
2020-04-07,39.0
2020-04-08,42.0
2020-04-09,55.0
2020-04-10,38.0
2020-04-11,42.0
2020-04-12,30.0
2020-04-13,32.0
2020-04-14,64.0
2020-04-15,75.0
2020-04-16,53.0
2020-04-17,64.0
2020-04-18,58.0
2020-04-19,47.0
2020-04-20,77.0
2020-04-21,66.0
2020-04-22,85.0
2020-04-23,67.0
2020-04-24,71.0
2020-04-25,36.0
2020-04-26,51.0
2020-04-27,63.0
2020-04-28,100.0
2020-04-29,70.0
2020-04-30,77.0
2020-05-01,58.0
2020-05-02,65.0
2020-05-03,53.0
2020-05-04,93.0
2020-05-05,59.0
2020-05-06,85.0
2020-05-07,71.0
2020-05-08,67.0
2020-05-09,53.0
2020-05-10,45.0
2020-05-11,66.0
2020-05-12,72.0
2020-05-13,56.0
2020-05-14,89.0
2020-05-15,78.0
2020-05-16,92.0
2020-05-17,69.0
2020-05-18,95.0
2020-05-19,69.0
2020-05-20,78.0
2020-05-21,61.0
2020-05-22,48.0
2020-05-23,30.0
2020-05-24,49.0
2020-05-25,49.0
2020-05-26,34.0
2020-05-27,48.0
2020-05-28,33.0
2020-05-29,39.0
2020-05-30,43.0
2020-05-31,22.0
2020-06-01,27.0
2020-06-02,18.0
2020-06-03,30.0
2020-06-04,27.0
2020-06-05,25.0
2020-06-06,22.0
2020-06-07,35.0
2020-06-08,28.0
2020-06-09,18.0
2020-06-10,22.0
2020-06-11,10.0
2020-06-12,36.0
2020-06-13,19.0
2020-06-14,32.0
2020-06-15,21.0
2020-06-16,15.0
2020-06-17,22.0
2020-06-18,15.0
2020-06-19,20.0
2020-06-20,18.0
2020-06-21,25.0
2020-06-22,16.0
2020-06-23,14.0
2020-06-24,21.0
2020-06-25,28.0
2020-06-26,16.0
2020-06-27,23.0
2020-06-28,34.0
2020-06-29,18.0
