date,/g/1213j0cz
2020-03-01,31
2020-03-02,56
2020-03-03,29
2020-03-04,29
2020-03-05,49
2020-03-06,46
2020-03-07,33
2020-03-08,0
2020-03-09,58
2020-03-10,60
2020-03-11,60
2020-03-12,48
2020-03-13,51
2020-03-14,55
2020-03-15,55
2020-03-16,100
2020-03-17,25
2020-03-18,83
2020-03-19,46
2020-03-20,40
2020-03-21,30
2020-03-22,30
2020-03-23,62
2020-03-24,25
2020-03-25,38
2020-03-26,26
2020-03-27,25
2020-03-28,73
2020-03-29,58
2020-03-30,50
2020-03-31,33
2020-04-01,24
2020-04-02,26
2020-04-03,27
2020-04-04,60
2020-04-05,60
2020-04-06,0
2020-04-07,27
2020-04-08,53
2020-04-09,0
2020-04-10,28
2020-04-11,30
2020-04-12,0
2020-04-13,0
2020-04-14,26
2020-04-15,26
2020-04-16,0
2020-04-17,0
2020-04-18,28
2020-04-19,27
2020-04-20,47
2020-04-21,24
2020-04-22,37
2020-04-23,25
2020-04-24,26
2020-04-25,29
2020-04-26,0
2020-04-27,0
2020-04-28,24
2020-04-29,0
2020-04-30,23
2020-05-01,78
2020-05-02,27
2020-05-03,29
2020-05-04,0
2020-05-05,0
2020-05-06,50
2020-05-07,0
2020-05-08,27
2020-05-09,0
2020-05-10,25
2020-05-11,35
2020-05-12,53
2020-05-13,25
2020-05-14,0
2020-05-15,27
2020-05-16,31
2020-05-17,0
2020-05-18,27
2020-05-19,27
2020-05-20,56
2020-05-21,32
2020-05-22,0
2020-05-23,0
2020-05-24,32
2020-05-25,27
2020-05-26,0
2020-05-27,0
2020-05-28,27
2020-05-29,0
2020-05-30,0
2020-05-31,32
2020-06-01,0
2020-06-02,26
2020-06-03,25
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,27
2020-06-11,27
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,28
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,26
2020-06-23,0
2020-06-24,27
2020-06-25,53
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,24
2020-06-30,26
2020-07-01,25
2020-07-02,0
2020-07-03,0
2020-07-04,30
2020-07-05,0
2020-07-06,0
2020-07-07,25
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,29
2020-07-12,0
2020-07-13,0
2020-07-14,26
2020-07-15,24
2020-07-16,24
2020-07-17,26
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,24
2020-07-22,25
2020-07-23,0
2020-07-24,25
2020-07-25,0
2020-07-26,28
2020-07-27,0
2020-07-28,23
2020-07-29,0
2020-07-30,25
2020-07-31,25
2020-08-01,26
2020-08-02,0
2020-08-03,23
2020-08-04,23
2020-08-05,24
2020-08-06,0
2020-08-07,0
2020-08-08,26
2020-08-09,0
2020-08-10,0
2020-08-11,0
2020-08-12,42
2020-08-13,23
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,22
2020-08-18,22
2020-08-19,0
2020-08-20,0
2020-08-21,24
2020-08-22,26
2020-08-23,0
2020-08-24,23
2020-08-25,24
2020-08-26,25
2020-08-27,24
2020-08-28,0
2020-08-29,26
2020-08-30,27
2020-08-31,25
2020-09-01,0
2020-09-02,25
2020-09-03,0
2020-09-04,26
2020-09-05,0
2020-09-06,0
2020-09-07,0
2020-09-08,0
2020-09-09,0
2020-09-10,28
2020-09-11,59
2020-09-12,32
2020-09-13,31
2020-09-14,28
2020-09-15,0
2020-09-16,58
2020-09-17,30
2020-09-18,29
2020-09-19,0
2020-09-20,0
2020-09-21,28
2020-09-22,0
2020-09-23,29
2020-09-24,0
2020-09-25,31
2020-09-26,33
2020-09-27,0
2020-09-28,30
2020-09-29,0
2020-09-30,0
2020-10-01,60
2020-10-02,26
2020-10-03,0
2020-10-04,0
2020-10-05,25
2020-10-06,0
2020-10-07,0
2020-10-08,27
2020-10-09,30
2020-10-10,0
2020-10-11,0
2020-10-12,28
2020-10-13,0
2020-10-14,28
2020-10-15,0
2020-10-16,29
2020-10-17,48
2020-10-18,0
2020-10-19,42
2020-10-20,27
2020-10-21,27
2020-10-22,0
2020-10-23,30
