date,/m/02gy9_
2020-02-01,28.0
2020-02-02,31.0
2020-02-03,27.0
2020-02-04,29.0
2020-02-05,28.0
2020-02-06,25.0
2020-02-07,21.0
2020-02-08,23.0
2020-02-09,33.0
2020-02-10,27.0
2020-02-11,28.0
2020-02-12,27.0
2020-02-13,31.0
2020-02-14,21.0
2020-02-15,23.0
2020-02-16,21.0
2020-02-17,24.0
2020-02-18,22.0
2020-02-19,26.0
2020-02-20,31.0
2020-02-21,26.0
2020-02-22,26.0
2020-02-23,26.0
2020-02-24,31.0
2020-02-25,25.0
2020-02-26,29.0
2020-02-27,30.0
2020-02-28,24.0
2020-02-29,33.0
2020-03-01,36.0
2020-03-02,37.0
2020-03-03,22.0
2020-03-04,32.0
2020-03-05,29.0
2020-03-06,23.0
2020-03-07,24.0
2020-03-08,47.0
2020-03-09,45.0
2020-03-10,39.0
2020-03-11,37.0
2020-03-12,37.0
2020-03-13,39.0
2020-03-14,47.0
2020-03-15,52.0
2020-03-16,63.0
2020-03-17,59.0
2020-03-18,63.0
2020-03-19,67.0
2020-03-20,76.0
2020-03-21,100.0
2020-03-22,80.0
2020-03-23,81.0
2020-03-24,61.0
2020-03-25,74.0
2020-03-26,65.0
2020-03-27,94.0
2020-03-28,95.0
2020-03-29,80.0
2020-03-30,74.0
2020-03-31,68.0
2020-04-01,49.0
2020-04-02,69.0
2020-04-03,68.0
2020-04-04,75.0
2020-04-05,58.0
2020-04-06,56.0
2020-04-07,54.0
2020-04-08,56.0
2020-04-09,49.0
2020-04-10,37.0
2020-04-11,54.0
2020-04-12,57.0
2020-04-13,39.0
2020-04-14,47.0
2020-04-15,47.0
2020-04-16,48.0
2020-04-17,41.0
2020-04-18,55.0
2020-04-19,37.0
2020-04-20,36.0
2020-04-21,34.0
2020-04-22,37.0
2020-04-23,32.0
2020-04-24,38.0
2020-04-25,40.0
2020-04-26,40.0
2020-04-27,34.0
2020-04-28,31.0
2020-04-29,34.0
2020-04-30,36.0
2020-05-01,26.0
2020-05-02,30.0
2020-05-03,33.0
2020-05-04,37.0
2020-05-05,33.0
2020-05-06,27.0
2020-05-07,32.0
2020-05-08,35.0
2020-05-09,32.0
2020-05-10,35.0
2020-05-11,39.0
2020-05-12,32.0
2020-05-13,30.0
2020-05-14,29.0
2020-05-15,30.0
2020-05-16,26.0
2020-05-17,43.0
2020-05-18,32.0
2020-05-19,29.0
2020-05-20,28.0
2020-05-21,29.0
2020-05-22,30.0
2020-05-23,30.0
2020-05-24,29.0
2020-05-25,25.0
2020-05-26,34.0
2020-05-27,28.0
2020-05-28,32.0
2020-05-29,32.0
2020-05-30,24.0
2020-05-31,26.0
2020-06-01,23.0
2020-06-02,28.0
2020-06-03,26.0
2020-06-04,27.0
2020-06-05,27.0
2020-06-06,23.0
2020-06-07,30.0
2020-06-08,28.0
2020-06-09,29.0
2020-06-10,23.0
2020-06-11,24.0
2020-06-12,31.0
2020-06-13,25.0
2020-06-14,29.0
2020-06-15,28.0
2020-06-16,34.0
2020-06-17,16.0
2020-06-18,26.0
2020-06-19,30.0
2020-06-20,22.0
2020-06-21,27.0
2020-06-22,15.0
2020-06-23,23.0
2020-06-24,31.0
2020-06-25,24.0
2020-06-26,21.0
2020-06-27,16.0
2020-06-28,27.0
2020-06-29,14.0
2020-06-30,26.0
2020-07-01,31.0
2020-07-02,21.0
2020-07-03,22.0
2020-07-04,22.0
2020-07-05,26.0
2020-07-06,17.0
2020-07-07,22.0
2020-07-08,20.0
2020-07-09,26.0
2020-07-10,23.0
2020-07-11,15.0
2020-07-12,25.0
2020-07-13,27.0
2020-07-14,20.0
2020-07-15,20.0
2020-07-16,24.0
2020-07-17,21.0
2020-07-18,30.0
2020-07-19,26.0
2020-07-20,31.0
2020-07-21,27.0
2020-07-22,22.0
2020-07-23,21.0
2020-07-24,19.0
2020-07-25,26.0
2020-07-26,38.0
2020-07-27,21.0
2020-07-28,24.0
2020-07-29,21.0
2020-07-30,28.0
2020-07-31,22.0
2020-08-01,18.0
2020-08-02,22.0
2020-08-03,16.0
2020-08-04,19.0
2020-08-05,24.0
2020-08-06,17.0
2020-08-07,22.0
2020-08-08,23.0
2020-08-09,37.0
2020-08-10,19.0
2020-08-11,25.0
2020-08-12,20.0
2020-08-13,22.0
2020-08-14,26.0
2020-08-15,13.0
2020-08-16,25.0
2020-08-17,20.0
2020-08-18,25.0
