date,/m/0405g08
2020-02-01,63.0
2020-02-02,50.0
2020-02-03,41.0
2020-02-04,56.0
2020-02-05,50.0
2020-02-06,44.0
2020-02-07,44.0
2020-02-08,52.0
2020-02-09,50.0
2020-02-10,45.0
2020-02-11,52.0
2020-02-12,52.0
2020-02-13,48.0
2020-02-14,37.0
2020-02-15,45.0
2020-02-16,48.0
2020-02-17,34.0
2020-02-18,41.0
2020-02-19,48.0
2020-02-20,41.0
2020-02-21,42.0
2020-02-22,42.0
2020-02-23,66.0
2020-02-24,57.0
2020-02-25,66.0
2020-02-26,74.0
2020-02-27,54.0
2020-02-28,47.0
2020-02-29,55.0
2020-03-01,47.0
2020-03-02,45.0
2020-03-03,55.0
2020-03-04,48.0
2020-03-05,39.0
2020-03-06,57.0
2020-03-07,52.0
2020-03-08,59.0
2020-03-09,64.0
2020-03-10,71.0
2020-03-11,77.0
2020-03-12,95.0
2020-03-13,100.0
2020-03-14,83.0
2020-03-15,78.0
2020-03-16,57.0
2020-03-17,78.0
2020-03-18,85.0
2020-03-19,59.0
2020-03-20,68.0
2020-03-21,72.0
2020-03-22,71.0
2020-03-23,57.0
2020-03-24,66.0
2020-03-25,64.0
2020-03-26,60.0
2020-03-27,51.0
2020-03-28,62.0
2020-03-29,54.0
2020-03-30,50.0
2020-03-31,47.0
2020-04-01,45.0
2020-04-02,58.0
2020-04-03,53.0
2020-04-04,65.0
2020-04-05,65.0
2020-04-06,56.0
2020-04-07,60.0
2020-04-08,52.0
2020-04-09,50.0
2020-04-10,61.0
2020-04-11,56.0
2020-04-12,59.0
2020-04-13,57.0
2020-04-14,46.0
2020-04-15,54.0
2020-04-16,44.0
2020-04-17,42.0
2020-04-18,67.0
2020-04-19,64.0
2020-04-20,44.0
2020-04-21,43.0
2020-04-22,49.0
2020-04-23,49.0
2020-04-24,43.0
2020-04-25,58.0
2020-04-26,63.0
2020-04-27,50.0
2020-04-28,38.0
2020-04-29,40.0
2020-04-30,39.0
2020-05-01,57.0
2020-05-02,59.0
2020-05-03,57.0
2020-05-04,48.0
2020-05-05,43.0
2020-05-06,44.0
2020-05-07,48.0
2020-05-08,48.0
2020-05-09,51.0
2020-05-10,49.0
2020-05-11,39.0
