date,/g/1213j0cz
2020-03-01,25
2020-03-02,25
2020-03-03,21
2020-03-04,47
2020-03-05,30
2020-03-06,32
2020-03-07,34
2020-03-08,17
2020-03-09,39
2020-03-10,40
2020-03-11,35
2020-03-12,35
2020-03-13,68
2020-03-14,100
2020-03-15,81
2020-03-16,74
2020-03-17,92
2020-03-18,65
2020-03-19,82
2020-03-20,60
2020-03-21,51
2020-03-22,53
2020-03-23,44
2020-03-24,62
2020-03-25,57
2020-03-26,34
2020-03-27,41
2020-03-28,65
2020-03-29,78
2020-03-30,68
2020-03-31,28
2020-04-01,34
2020-04-02,43
2020-04-03,29
2020-04-04,39
2020-04-05,42
2020-04-06,32
2020-04-07,21
2020-04-08,33
2020-04-09,29
2020-04-10,29
2020-04-11,32
2020-04-12,16
2020-04-13,35
2020-04-14,27
2020-04-15,14
2020-04-16,29
2020-04-17,14
2020-04-18,16
2020-04-19,31
2020-04-20,24
2020-04-21,14
2020-04-22,0
2020-04-23,14
2020-04-24,30
2020-04-25,32
2020-04-26,16
2020-04-27,33
2020-04-28,13
2020-04-29,29
2020-04-30,20
2020-05-01,24
2020-05-02,29
2020-05-03,15
2020-05-04,21
2020-05-05,12
2020-05-06,14
2020-05-07,14
2020-05-08,0
2020-05-09,23
2020-05-10,44
2020-05-11,14
2020-05-12,28
2020-05-13,42
2020-05-14,24
2020-05-15,30
2020-05-16,26
2020-05-17,18
2020-05-18,15
2020-05-19,15
2020-05-20,15
2020-05-21,35
2020-05-22,0
2020-05-23,32
2020-05-24,18
2020-05-25,15
2020-05-26,0
2020-05-27,30
2020-05-28,15
2020-05-29,47
2020-05-30,27
2020-05-31,18
2020-06-01,20
2020-06-02,19
2020-06-03,13
2020-06-04,26
2020-06-05,14
2020-06-06,0
2020-06-07,16
2020-06-08,13
2020-06-09,0
2020-06-10,0
2020-06-11,15
2020-06-12,15
2020-06-13,17
2020-06-14,17
2020-06-15,22
2020-06-16,43
2020-06-17,15
2020-06-18,30
2020-06-19,0
2020-06-20,19
2020-06-21,19
2020-06-22,15
2020-06-23,32
2020-06-24,16
2020-06-25,16
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,15
2020-06-30,16
2020-07-01,15
2020-07-02,0
2020-07-03,0
2020-07-04,38
2020-07-05,19
2020-07-06,23
2020-07-07,31
2020-07-08,48
2020-07-09,0
2020-07-10,16
2020-07-11,18
2020-07-12,19
2020-07-13,0
2020-07-14,35
2020-07-15,15
2020-07-16,16
2020-07-17,0
2020-07-18,19
2020-07-19,38
2020-07-20,0
2020-07-21,16
2020-07-22,0
2020-07-23,22
2020-07-24,0
2020-07-25,19
2020-07-26,47
2020-07-27,16
2020-07-28,16
2020-07-29,22
2020-07-30,17
2020-07-31,17
2020-08-01,18
2020-08-02,18
2020-08-03,25
2020-08-04,0
2020-08-05,17
2020-08-06,17
2020-08-07,17
2020-08-08,19
2020-08-09,18
2020-08-10,16
2020-08-11,0
2020-08-12,16
2020-08-13,24
2020-08-14,17
2020-08-15,0
2020-08-16,17
2020-08-17,16
2020-08-18,32
2020-08-19,32
2020-08-20,17
2020-08-21,17
2020-08-22,24
2020-08-23,18
2020-08-24,0
2020-08-25,16
2020-08-26,16
2020-08-27,0
2020-08-28,15
2020-08-29,34
2020-08-30,17
2020-08-31,15
2020-09-01,16
2020-09-02,16
2020-09-03,25
2020-09-04,26
2020-09-05,19
2020-09-06,18
2020-09-07,48
2020-09-08,16
2020-09-09,32
2020-09-10,16
2020-09-11,33
2020-09-12,18
2020-09-13,0
2020-09-14,16
2020-09-15,21
2020-09-16,26
2020-09-17,16
2020-09-18,33
2020-09-19,17
2020-09-20,42
2020-09-21,20
2020-09-22,16
2020-09-23,24
2020-09-24,16
2020-09-25,17
2020-09-26,0
2020-09-27,17
2020-09-28,0
2020-09-29,33
2020-09-30,33
2020-10-01,16
2020-10-02,16
2020-10-03,18
2020-10-04,17
2020-10-05,15
2020-10-06,16
2020-10-07,0
2020-10-08,17
2020-10-09,18
2020-10-10,19
2020-10-11,18
2020-10-12,25
2020-10-13,26
2020-10-14,25
2020-10-15,17
2020-10-16,18
2020-10-17,29
2020-10-18,19
2020-10-19,35
2020-10-20,23
2020-10-21,17
2020-10-22,17
2020-10-23,0
