date,/m/07mf1
2020-03-01,22
2020-03-02,31
2020-03-03,34
2020-03-04,24
2020-03-05,22
2020-03-06,27
2020-03-07,28
2020-03-08,24
2020-03-09,36
2020-03-10,45
2020-03-11,41
2020-03-12,52
2020-03-13,68
2020-03-14,100
2020-03-15,73
2020-03-16,74
2020-03-17,56
2020-03-18,49
2020-03-19,56
2020-03-20,50
2020-03-21,48
2020-03-22,49
2020-03-23,59
2020-03-24,56
2020-03-25,38
2020-03-26,45
2020-03-27,49
2020-03-28,37
2020-03-29,38
2020-03-30,42
2020-03-31,37
2020-04-01,34
2020-04-02,27
2020-04-03,34
2020-04-04,22
2020-04-05,24
2020-04-06,22
2020-04-07,21
2020-04-08,26
2020-04-09,29
2020-04-10,26
2020-04-11,28
2020-04-12,21
2020-04-13,20
2020-04-14,20
2020-04-15,21
2020-04-16,23
2020-04-17,16
2020-04-18,22
2020-04-19,14
2020-04-20,20
2020-04-21,22
2020-04-22,16
2020-04-23,17
2020-04-24,24
2020-04-25,19
2020-04-26,25
2020-04-27,24
2020-04-28,25
2020-04-29,27
2020-04-30,33
2020-05-01,27
2020-05-02,19
2020-05-03,22
2020-05-04,22
2020-05-05,20
2020-05-06,21
2020-05-07,22
2020-05-08,25
2020-05-09,21
2020-05-10,22
2020-05-11,29
2020-05-12,25
2020-05-13,25
2020-05-14,21
2020-05-15,26
2020-05-16,17
2020-05-17,17
2020-05-18,21
2020-05-19,18
2020-05-20,18
2020-05-21,12
2020-05-22,16
2020-05-23,16
2020-05-24,15
2020-05-25,10
2020-05-26,11
2020-05-27,11
2020-05-28,16
2020-05-29,14
2020-05-30,12
2020-05-31,11
2020-06-01,11
2020-06-02,12
2020-06-03,16
2020-06-04,16
2020-06-05,11
2020-06-06,14
2020-06-07,9
2020-06-08,14
2020-06-09,15
2020-06-10,13
2020-06-11,11
2020-06-12,6
2020-06-13,13
2020-06-14,11
2020-06-15,7
2020-06-16,9
2020-06-17,8
2020-06-18,8
2020-06-19,14
2020-06-20,7
2020-06-21,9
2020-06-22,14
2020-06-23,12
2020-06-24,13
2020-06-25,9
2020-06-26,10
2020-06-27,14
2020-06-28,8
2020-06-29,8
2020-06-30,7
2020-07-01,12
2020-07-02,9
2020-07-03,8
2020-07-04,7
2020-07-05,5
2020-07-06,9
2020-07-07,10
2020-07-08,9
2020-07-09,9
2020-07-10,7
2020-07-11,7
2020-07-12,11
2020-07-13,13
2020-07-14,8
2020-07-15,9
2020-07-16,8
2020-07-17,13
2020-07-18,10
2020-07-19,10
2020-07-20,7
2020-07-21,10
2020-07-22,12
2020-07-23,7
2020-07-24,10
2020-07-25,6
2020-07-26,10
2020-07-27,16
2020-07-28,12
2020-07-29,18
2020-07-30,9
2020-07-31,10
2020-08-01,9
2020-08-02,8
2020-08-03,8
2020-08-04,13
2020-08-05,9
2020-08-06,10
2020-08-07,14
2020-08-08,12
2020-08-09,23
2020-08-10,18
2020-08-11,16
2020-08-12,15
2020-08-13,8
2020-08-14,16
2020-08-15,10
2020-08-16,12
2020-08-17,13
2020-08-18,11
2020-08-19,9
2020-08-20,12
2020-08-21,12
2020-08-22,21
2020-08-23,7
2020-08-24,17
2020-08-25,11
2020-08-26,10
2020-08-27,12
2020-08-28,16
2020-08-29,12
2020-08-30,15
2020-08-31,15
2020-09-01,13
2020-09-02,16
2020-09-03,15
2020-09-04,13
2020-09-05,13
2020-09-06,13
2020-09-07,22
2020-09-08,12
2020-09-09,17
2020-09-10,20
2020-09-11,20
2020-09-12,19
2020-09-13,20
2020-09-14,19
2020-09-15,18
2020-09-16,14
2020-09-17,16
2020-09-18,13
2020-09-19,21
2020-09-20,19
2020-09-21,20
2020-09-22,15
2020-09-23,13
2020-09-24,16
2020-09-25,8
2020-09-26,21
2020-09-27,11
2020-09-28,19
2020-09-29,17
2020-09-30,12
2020-10-01,12
2020-10-02,15
2020-10-03,15
2020-10-04,15
2020-10-05,14
2020-10-06,13
2020-10-07,20
2020-10-08,21
2020-10-09,14
2020-10-10,22
2020-10-11,16
2020-10-12,20
2020-10-13,14
2020-10-14,14
2020-10-15,19
2020-10-16,18
2020-10-17,18
2020-10-18,18
2020-10-19,21
2020-10-20,16
2020-10-21,14
2020-10-22,15
2020-10-23,11
