date,/m/01cdt5
2020-03-01,0
2020-03-02,25
2020-03-03,0
2020-03-04,24
2020-03-05,0
2020-03-06,38
2020-03-07,55
2020-03-08,26
2020-03-09,0
2020-03-10,24
2020-03-11,34
2020-03-12,47
2020-03-13,50
2020-03-14,25
2020-03-15,34
2020-03-16,64
2020-03-17,22
2020-03-18,45
2020-03-19,45
2020-03-20,43
2020-03-21,76
2020-03-22,51
2020-03-23,41
2020-03-24,88
2020-03-25,44
2020-03-26,45
2020-03-27,64
2020-03-28,24
2020-03-29,60
2020-03-30,44
2020-03-31,21
2020-04-01,55
2020-04-02,21
2020-04-03,66
2020-04-04,63
2020-04-05,26
2020-04-06,0
2020-04-07,54
2020-04-08,22
2020-04-09,0
2020-04-10,0
2020-04-11,100
2020-04-12,0
2020-04-13,23
2020-04-14,65
2020-04-15,23
2020-04-16,23
2020-04-17,79
2020-04-18,92
2020-04-19,0
2020-04-20,44
2020-04-21,0
2020-04-22,0
2020-04-23,45
2020-04-24,35
2020-04-25,37
2020-04-26,25
2020-04-27,22
2020-04-28,60
2020-04-29,0
2020-04-30,59
2020-05-01,22
2020-05-02,22
2020-05-03,23
2020-05-04,0
2020-05-05,28
2020-05-06,42
2020-05-07,22
2020-05-08,69
2020-05-09,0
2020-05-10,22
2020-05-11,0
2020-05-12,22
2020-05-13,22
2020-05-14,23
2020-05-15,0
2020-05-16,26
2020-05-17,27
2020-05-18,0
2020-05-19,0
2020-05-20,35
2020-05-21,0
2020-05-22,34
2020-05-23,0
2020-05-24,25
2020-05-25,33
2020-05-26,23
2020-05-27,0
2020-05-28,0
2020-05-29,23
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,43
2020-06-03,20
2020-06-04,20
2020-06-05,21
2020-06-06,0
2020-06-07,51
2020-06-08,20
2020-06-09,0
2020-06-10,0
2020-06-11,22
2020-06-12,23
2020-06-13,65
2020-06-14,0
2020-06-15,22
2020-06-16,21
2020-06-17,33
2020-06-18,22
2020-06-19,24
2020-06-20,27
2020-06-21,0
2020-06-22,48
2020-06-23,25
2020-06-24,25
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,23
2020-06-30,0
2020-07-01,23
2020-07-02,24
2020-07-03,25
2020-07-04,78
2020-07-05,26
2020-07-06,0
2020-07-07,24
2020-07-08,24
2020-07-09,25
2020-07-10,25
2020-07-11,0
2020-07-12,0
2020-07-13,27
2020-07-14,52
2020-07-15,0
2020-07-16,0
2020-07-17,29
2020-07-18,0
2020-07-19,32
2020-07-20,27
2020-07-21,0
2020-07-22,0
2020-07-23,29
2020-07-24,29
2020-07-25,0
2020-07-26,32
2020-07-27,41
2020-07-28,28
2020-07-29,30
2020-07-30,30
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,29
2020-08-04,31
2020-08-05,31
2020-08-06,63
2020-08-07,0
2020-08-08,0
2020-08-09,35
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,0
2020-08-16,32
2020-08-17,0
2020-08-18,29
2020-08-19,0
2020-08-20,31
2020-08-21,31
2020-08-22,33
2020-08-23,0
2020-08-24,28
2020-08-25,0
2020-08-26,0
2020-08-27,29
2020-08-28,0
2020-08-29,31
2020-08-30,0
2020-08-31,27
2020-09-01,0
2020-09-02,41
2020-09-03,27
2020-09-04,28
2020-09-05,0
2020-09-06,29
2020-09-07,39
2020-09-08,26
2020-09-09,77
2020-09-10,26
2020-09-11,0
2020-09-12,0
2020-09-13,28
2020-09-14,25
2020-09-15,0
2020-09-16,25
2020-09-17,25
2020-09-18,27
2020-09-19,28
2020-09-20,0
2020-09-21,24
2020-09-22,0
2020-09-23,25
2020-09-24,26
2020-09-25,27
2020-09-26,28
2020-09-27,27
2020-09-28,25
2020-09-29,0
2020-09-30,25
2020-10-01,25
2020-10-02,0
2020-10-03,0
2020-10-04,0
2020-10-05,24
2020-10-06,24
2020-10-07,24
2020-10-08,24
2020-10-09,0
2020-10-10,0
2020-10-11,0
2020-10-12,0
2020-10-13,41
2020-10-14,26
2020-10-15,26
2020-10-16,0
2020-10-17,29
2020-10-18,55
