date,/m/01c751
2020-03-01,21
2020-03-02,27
2020-03-03,31
2020-03-04,32
2020-03-05,24
2020-03-06,15
2020-03-07,17
2020-03-08,16
2020-03-09,20
2020-03-10,23
2020-03-11,16
2020-03-12,44
2020-03-13,62
2020-03-14,84
2020-03-15,100
2020-03-16,87
2020-03-17,58
2020-03-18,39
2020-03-19,56
2020-03-20,47
2020-03-21,93
2020-03-22,68
2020-03-23,48
2020-03-24,47
2020-03-25,43
2020-03-26,42
2020-03-27,36
2020-03-28,49
2020-03-29,69
2020-03-30,26
2020-03-31,34
2020-04-01,33
2020-04-02,37
2020-04-03,22
2020-04-04,25
2020-04-05,33
2020-04-06,27
2020-04-07,19
2020-04-08,16
2020-04-09,13
2020-04-10,22
2020-04-11,33
2020-04-12,48
2020-04-13,30
2020-04-14,20
2020-04-15,18
2020-04-16,17
2020-04-17,14
2020-04-18,15
2020-04-19,24
2020-04-20,37
2020-04-21,31
2020-04-22,12
2020-04-23,15
2020-04-24,13
2020-04-25,12
2020-04-26,14
2020-04-27,16
2020-04-28,10
2020-04-29,10
2020-04-30,16
2020-05-01,11
2020-05-02,15
2020-05-03,20
2020-05-04,12
2020-05-05,12
2020-05-06,10
2020-05-07,7
2020-05-08,13
2020-05-09,14
2020-05-10,21
2020-05-11,12
2020-05-12,15
2020-05-13,12
2020-05-14,11
2020-05-15,9
2020-05-16,8
2020-05-17,6
2020-05-18,5
2020-05-19,5
2020-05-20,6
2020-05-21,13
2020-05-22,12
2020-05-23,7
2020-05-24,7
2020-05-25,8
2020-05-26,11
2020-05-27,0
2020-05-28,11
2020-05-29,5
2020-05-30,10
2020-05-31,7
2020-06-01,6
2020-06-02,0
2020-06-03,0
2020-06-04,5
2020-06-05,0
2020-06-06,7
2020-06-07,6
2020-06-08,5
2020-06-09,5
2020-06-10,5
2020-06-11,0
2020-06-12,6
2020-06-13,12
2020-06-14,0
2020-06-15,6
2020-06-16,5
2020-06-17,0
2020-06-18,0
2020-06-19,6
2020-06-20,7
2020-06-21,0
2020-06-22,0
2020-06-23,6
2020-06-24,6
2020-06-25,6
2020-06-26,13
2020-06-27,7
2020-06-28,0
2020-06-29,6
2020-06-30,12
2020-07-01,0
2020-07-02,6
2020-07-03,12
2020-07-04,7
2020-07-05,7
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,6
2020-07-10,6
2020-07-11,7
2020-07-12,7
2020-07-13,6
2020-07-14,6
2020-07-15,0
2020-07-16,6
2020-07-17,6
2020-07-18,0
2020-07-19,0
2020-07-20,6
2020-07-21,8
2020-07-22,6
2020-07-23,9
2020-07-24,12
2020-07-25,0
2020-07-26,7
2020-07-27,6
2020-07-28,9
2020-07-29,0
2020-07-30,6
2020-07-31,9
2020-08-01,7
2020-08-02,7
2020-08-03,6
2020-08-04,8
2020-08-05,6
2020-08-06,18
2020-08-07,18
2020-08-08,6
2020-08-09,6
2020-08-10,8
2020-08-11,9
2020-08-12,9
2020-08-13,8
2020-08-14,6
2020-08-15,8
2020-08-16,11
2020-08-17,6
2020-08-18,0
2020-08-19,8
2020-08-20,0
2020-08-21,18
2020-08-22,0
2020-08-23,6
2020-08-24,6
2020-08-25,11
2020-08-26,0
2020-08-27,10
2020-08-28,6
2020-08-29,6
2020-08-30,6
2020-08-31,6
2020-09-01,6
2020-09-02,6
2020-09-03,0
2020-09-04,0
2020-09-05,0
2020-09-06,0
2020-09-07,11
2020-09-08,5
2020-09-09,5
2020-09-10,10
2020-09-11,9
2020-09-12,6
2020-09-13,6
2020-09-14,5
2020-09-15,6
2020-09-16,11
2020-09-17,6
2020-09-18,6
2020-09-19,12
2020-09-20,8
2020-09-21,0
2020-09-22,7
2020-09-23,5
2020-09-24,6
2020-09-25,9
2020-09-26,10
2020-09-27,6
2020-09-28,15
2020-09-29,6
2020-09-30,6
2020-10-01,6
2020-10-02,6
2020-10-03,7
2020-10-04,6
2020-10-05,9
2020-10-06,6
2020-10-07,6
2020-10-08,0
2020-10-09,0
2020-10-10,15
2020-10-11,17
2020-10-12,7
2020-10-13,11
2020-10-14,13
2020-10-15,17
2020-10-16,10
2020-10-17,8
2020-10-18,11
2020-10-19,26
2020-10-20,13
2020-10-21,6
2020-10-22,6
2020-10-23,13
