date,/m/01cdt5
2020-03-01,29
2020-03-02,52
2020-03-03,0
2020-03-04,0
2020-03-05,28
2020-03-06,27
2020-03-07,0
2020-03-08,31
2020-03-09,0
2020-03-10,0
2020-03-11,28
2020-03-12,41
2020-03-13,29
2020-03-14,31
2020-03-15,27
2020-03-16,48
2020-03-17,86
2020-03-18,40
2020-03-19,27
2020-03-20,26
2020-03-21,30
2020-03-22,43
2020-03-23,47
2020-03-24,26
2020-03-25,25
2020-03-26,25
2020-03-27,75
2020-03-28,88
2020-03-29,70
2020-03-30,61
2020-03-31,75
2020-04-01,0
2020-04-02,76
2020-04-03,52
2020-04-04,29
2020-04-05,29
2020-04-06,0
2020-04-07,76
2020-04-08,0
2020-04-09,0
2020-04-10,0
2020-04-11,28
2020-04-12,29
2020-04-13,26
2020-04-14,0
2020-04-15,0
2020-04-16,0
2020-04-17,38
2020-04-18,0
2020-04-19,27
2020-04-20,23
2020-04-21,23
2020-04-22,0
2020-04-23,0
2020-04-24,0
2020-04-25,29
2020-04-26,28
2020-04-27,0
2020-04-28,23
2020-04-29,25
2020-04-30,23
2020-05-01,0
2020-05-02,0
2020-05-03,28
2020-05-04,74
2020-05-05,23
2020-05-06,24
2020-05-07,25
2020-05-08,0
2020-05-09,0
2020-05-10,25
2020-05-11,0
2020-05-12,26
2020-05-13,0
2020-05-14,26
2020-05-15,26
2020-05-16,0
2020-05-17,0
2020-05-18,27
2020-05-19,0
2020-05-20,27
2020-05-21,0
2020-05-22,29
2020-05-23,29
2020-05-24,0
2020-05-25,26
2020-05-26,79
2020-05-27,27
2020-05-28,0
2020-05-29,27
2020-05-30,62
2020-05-31,32
2020-06-01,0
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,25
2020-06-06,0
2020-06-07,30
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,26
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,26
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,32
2020-06-20,40
2020-06-21,78
2020-06-22,31
2020-06-23,0
2020-06-24,32
2020-06-25,0
2020-06-26,0
2020-06-27,38
2020-06-28,100
2020-06-29,29
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,32
2020-07-04,40
2020-07-05,0
2020-07-06,30
2020-07-07,0
2020-07-08,33
2020-07-09,0
2020-07-10,35
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,0
2020-07-17,34
2020-07-18,42
2020-07-19,0
2020-07-20,0
2020-07-21,34
2020-07-22,0
2020-07-23,0
2020-07-24,0
2020-07-25,0
2020-07-26,40
2020-07-27,0
2020-07-28,33
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,38
2020-08-03,0
2020-08-04,0
2020-08-05,0
2020-08-06,35
2020-08-07,0
2020-08-08,0
2020-08-09,38
2020-08-10,0
2020-08-11,0
2020-08-12,0
2020-08-13,0
2020-08-14,0
2020-08-15,0
2020-08-16,39
2020-08-17,0
2020-08-18,0
2020-08-19,34
2020-08-20,0
2020-08-21,0
2020-08-22,0
2020-08-23,0
2020-08-24,33
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,32
2020-08-29,0
2020-08-30,35
2020-08-31,0
2020-09-01,0
2020-09-02,0
2020-09-03,34
2020-09-04,0
2020-09-05,38
2020-09-06,0
2020-09-07,0
2020-09-08,33
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,0
2020-09-13,36
2020-09-14,31
2020-09-15,0
2020-09-16,31
2020-09-17,32
2020-09-18,0
2020-09-19,0
2020-09-20,34
2020-09-21,31
2020-09-22,0
2020-09-23,0
2020-09-24,63
2020-09-25,33
2020-09-26,36
2020-09-27,0
2020-09-28,32
2020-09-29,0
2020-09-30,34
2020-10-01,0
2020-10-02,0
2020-10-03,0
2020-10-04,33
2020-10-05,0
2020-10-06,0
2020-10-07,0
2020-10-08,34
2020-10-09,36
2020-10-10,38
2020-10-11,0
2020-10-12,0
2020-10-13,0
2020-10-14,0
2020-10-15,35
2020-10-16,36
2020-10-17,0
2020-10-18,81
2020-10-19,0
2020-10-20,0
2020-10-21,0
2020-10-22,35
2020-10-23,0
