date,/m/01cpyy
2020-03-01,33
2020-03-02,37
2020-03-03,33
2020-03-04,36
2020-03-05,40
2020-03-06,56
2020-03-07,45
2020-03-08,51
2020-03-09,44
2020-03-10,45
2020-03-11,46
2020-03-12,62
2020-03-13,61
2020-03-14,65
2020-03-15,78
2020-03-16,70
2020-03-17,65
2020-03-18,100
2020-03-19,56
2020-03-20,53
2020-03-21,58
2020-03-22,51
2020-03-23,41
2020-03-24,40
2020-03-25,37
2020-03-26,34
2020-03-27,38
2020-03-28,33
2020-03-29,36
2020-03-30,28
2020-03-31,25
2020-04-01,26
2020-04-02,24
2020-04-03,40
2020-04-04,43
2020-04-05,36
2020-04-06,22
2020-04-07,21
2020-04-08,19
2020-04-09,18
2020-04-10,19
2020-04-11,19
2020-04-12,18
2020-04-13,19
2020-04-14,17
2020-04-15,18
2020-04-16,17
2020-04-17,16
2020-04-18,14
2020-04-19,16
2020-04-20,11
2020-04-21,13
2020-04-22,16
2020-04-23,27
2020-04-24,12
2020-04-25,15
2020-04-26,13
2020-04-27,10
2020-04-28,15
2020-04-29,13
2020-04-30,13
2020-05-01,12
2020-05-02,11
2020-05-03,10
2020-05-04,10
2020-05-05,9
2020-05-06,9
2020-05-07,9
2020-05-08,9
2020-05-09,11
2020-05-10,10
2020-05-11,9
2020-05-12,9
2020-05-13,9
2020-05-14,9
2020-05-15,9
2020-05-16,9
2020-05-17,10
2020-05-18,7
2020-05-19,8
2020-05-20,7
2020-05-21,8
2020-05-22,7
2020-05-23,8
2020-05-24,9
2020-05-25,7
2020-05-26,7
2020-05-27,5
2020-05-28,8
2020-05-29,5
2020-05-30,6
2020-05-31,7
2020-06-01,5
2020-06-02,5
2020-06-03,5
2020-06-04,4
2020-06-05,4
2020-06-06,5
2020-06-07,4
2020-06-08,4
2020-06-09,4
2020-06-10,3
2020-06-11,4
2020-06-12,4
2020-06-13,4
2020-06-14,5
2020-06-15,4
2020-06-16,4
2020-06-17,3
2020-06-18,4
2020-06-19,4
2020-06-20,3
2020-06-21,5
2020-06-22,5
2020-06-23,4
2020-06-24,3
2020-06-25,4
2020-06-26,4
2020-06-27,4
2020-06-28,6
2020-06-29,4
2020-06-30,4
2020-07-01,3
2020-07-02,4
2020-07-03,4
2020-07-04,4
2020-07-05,5
2020-07-06,4
2020-07-07,5
2020-07-08,5
2020-07-09,5
2020-07-10,4
2020-07-11,3
2020-07-12,6
2020-07-13,4
2020-07-14,4
2020-07-15,4
2020-07-16,4
2020-07-17,4
2020-07-18,6
2020-07-19,5
2020-07-20,5
2020-07-21,3
2020-07-22,4
2020-07-23,5
2020-07-24,6
2020-07-25,5
2020-07-26,6
2020-07-27,5
2020-07-28,4
2020-07-29,4
2020-07-30,5
2020-07-31,4
2020-08-01,5
2020-08-02,3
2020-08-03,3
2020-08-04,4
2020-08-05,3
2020-08-06,4
2020-08-07,3
2020-08-08,5
2020-08-09,4
2020-08-10,4
2020-08-11,5
2020-08-12,3
2020-08-13,3
2020-08-14,4
2020-08-15,4
2020-08-16,4
2020-08-17,3
2020-08-18,3
2020-08-19,3
2020-08-20,3
2020-08-21,4
2020-08-22,4
2020-08-23,4
2020-08-24,3
2020-08-25,3
2020-08-26,4
2020-08-27,4
2020-08-28,4
2020-08-29,3
2020-08-30,4
2020-08-31,4
2020-09-01,4
2020-09-02,4
2020-09-03,3
2020-09-04,3
2020-09-05,2
2020-09-06,6
2020-09-07,6
2020-09-08,4
2020-09-09,4
2020-09-10,4
2020-09-11,7
2020-09-12,4
2020-09-13,5
2020-09-14,4
2020-09-15,3
2020-09-16,4
2020-09-17,4
2020-09-18,3
2020-09-19,4
2020-09-20,4
2020-09-21,5
2020-09-22,3
2020-09-23,2
2020-09-24,3
2020-09-25,4
2020-09-26,3
2020-09-27,3
2020-09-28,3
2020-09-29,4
2020-09-30,3
2020-10-01,4
2020-10-02,2
2020-10-03,4
2020-10-04,5
2020-10-05,3
2020-10-06,2
2020-10-07,3
2020-10-08,2
2020-10-09,3
2020-10-10,4
2020-10-11,3
2020-10-12,3
2020-10-13,5
2020-10-14,4
2020-10-15,8
2020-10-16,5
2020-10-17,3
2020-10-18,4
