date,/m/02gy9_
2020-03-01,31
2020-03-02,29
2020-03-03,23
2020-03-04,52
2020-03-05,36
2020-03-06,16
2020-03-07,35
2020-03-08,34
2020-03-09,0
2020-03-10,31
2020-03-11,38
2020-03-12,30
2020-03-13,16
2020-03-14,68
2020-03-15,51
2020-03-16,68
2020-03-17,60
2020-03-18,49
2020-03-19,73
2020-03-20,21
2020-03-21,32
2020-03-22,69
2020-03-23,72
2020-03-24,45
2020-03-25,52
2020-03-26,34
2020-03-27,70
2020-03-28,70
2020-03-29,100
2020-03-30,58
2020-03-31,44
2020-04-01,78
2020-04-02,40
2020-04-03,48
2020-04-04,62
2020-04-05,69
2020-04-06,38
2020-04-07,73
2020-04-08,61
2020-04-09,47
2020-04-10,21
2020-04-11,54
2020-04-12,39
2020-04-13,35
2020-04-14,34
2020-04-15,90
2020-04-16,21
2020-04-17,48
2020-04-18,15
2020-04-19,7
2020-04-20,13
2020-04-21,38
2020-04-22,39
2020-04-23,21
2020-04-24,28
2020-04-25,23
2020-04-26,44
2020-04-27,44
2020-04-28,49
2020-04-29,13
2020-04-30,24
2020-05-01,33
2020-05-02,21
2020-05-03,51
2020-05-04,31
2020-05-05,23
2020-05-06,31
2020-05-07,20
2020-05-08,14
2020-05-09,35
2020-05-10,33
2020-05-11,62
2020-05-12,34
2020-05-13,26
2020-05-14,33
2020-05-15,14
2020-05-16,46
2020-05-17,15
2020-05-18,34
2020-05-19,33
2020-05-20,7
2020-05-21,32
2020-05-22,15
2020-05-23,16
2020-05-24,41
2020-05-25,7
2020-05-26,42
2020-05-27,7
2020-05-28,20
2020-05-29,27
2020-05-30,0
2020-05-31,33
2020-06-01,29
2020-06-02,27
2020-06-03,6
2020-06-04,18
2020-06-05,34
2020-06-06,25
2020-06-07,23
2020-06-08,44
2020-06-09,19
2020-06-10,20
2020-06-11,35
2020-06-12,49
2020-06-13,22
2020-06-14,17
2020-06-15,21
2020-06-16,7
2020-06-17,14
2020-06-18,7
2020-06-19,8
2020-06-20,0
2020-06-21,17
2020-06-22,29
2020-06-23,52
2020-06-24,8
2020-06-25,15
2020-06-26,16
2020-06-27,18
2020-06-28,23
2020-06-29,7
2020-06-30,22
2020-07-01,7
2020-07-02,14
2020-07-03,7
2020-07-04,17
2020-07-05,17
2020-07-06,35
2020-07-07,7
2020-07-08,15
2020-07-09,23
2020-07-10,39
2020-07-11,0
2020-07-12,17
2020-07-13,30
2020-07-14,24
2020-07-15,7
2020-07-16,38
2020-07-17,8
2020-07-18,18
2020-07-19,26
2020-07-20,23
2020-07-21,29
2020-07-22,15
2020-07-23,22
2020-07-24,46
2020-07-25,43
2020-07-26,17
2020-07-27,0
2020-07-28,29
2020-07-29,22
2020-07-30,46
2020-07-31,30
2020-08-01,25
2020-08-02,16
2020-08-03,20
2020-08-04,7
2020-08-05,0
2020-08-06,22
2020-08-07,29
2020-08-08,8
2020-08-09,24
2020-08-10,21
2020-08-11,14
2020-08-12,20
2020-08-13,35
2020-08-14,22
2020-08-15,38
2020-08-16,8
2020-08-17,29
2020-08-18,21
2020-08-19,15
2020-08-20,22
2020-08-21,30
2020-08-22,16
2020-08-23,15
2020-08-24,14
2020-08-25,7
2020-08-26,14
2020-08-27,29
2020-08-28,29
2020-08-29,7
2020-08-30,24
2020-08-31,7
2020-09-01,30
2020-09-02,22
2020-09-03,15
2020-09-04,23
2020-09-05,8
2020-09-06,24
2020-09-07,49
2020-09-08,27
2020-09-09,32
2020-09-10,6
2020-09-11,13
2020-09-12,39
2020-09-13,29
2020-09-14,33
2020-09-15,14
2020-09-16,21
2020-09-17,28
2020-09-18,7
2020-09-19,22
2020-09-20,33
2020-09-21,46
2020-09-22,6
2020-09-23,13
2020-09-24,54
2020-09-25,0
2020-09-26,16
2020-09-27,24
2020-09-28,14
2020-09-29,22
2020-09-30,0
2020-10-01,14
2020-10-02,22
2020-10-03,9
2020-10-04,39
2020-10-05,38
2020-10-06,0
2020-10-07,23
2020-10-08,33
2020-10-09,17
2020-10-10,37
2020-10-11,16
2020-10-12,25
2020-10-13,17
2020-10-14,16
2020-10-15,0
2020-10-16,35
2020-10-17,9
2020-10-18,0
