date,/m/01c751
2020-03-01,24
2020-03-02,0
2020-03-03,30
2020-03-04,0
2020-03-05,0
2020-03-06,15
2020-03-07,18
2020-03-08,23
2020-03-09,15
2020-03-10,61
2020-03-11,29
2020-03-12,95
2020-03-13,72
2020-03-14,57
2020-03-15,44
2020-03-16,100
2020-03-17,43
2020-03-18,47
2020-03-19,42
2020-03-20,66
2020-03-21,75
2020-03-22,59
2020-03-23,54
2020-03-24,39
2020-03-25,32
2020-03-26,32
2020-03-27,37
2020-03-28,67
2020-03-29,14
2020-03-30,24
2020-03-31,18
2020-04-01,39
2020-04-02,19
2020-04-03,0
2020-04-04,30
2020-04-05,52
2020-04-06,34
2020-04-07,24
2020-04-08,13
2020-04-09,20
2020-04-10,20
2020-04-11,37
2020-04-12,36
2020-04-13,55
2020-04-14,12
2020-04-15,13
2020-04-16,13
2020-04-17,25
2020-04-18,14
2020-04-19,27
2020-04-20,37
2020-04-21,13
2020-04-22,20
2020-04-23,0
2020-04-24,14
2020-04-25,0
2020-04-26,0
2020-04-27,13
2020-04-28,0
2020-04-29,12
2020-04-30,12
2020-05-01,13
2020-05-02,19
2020-05-03,41
2020-05-04,13
2020-05-05,0
2020-05-06,0
2020-05-07,13
2020-05-08,13
2020-05-09,14
2020-05-10,13
2020-05-11,24
2020-05-12,40
2020-05-13,20
2020-05-14,14
2020-05-15,14
2020-05-16,35
2020-05-17,18
2020-05-18,14
2020-05-19,14
2020-05-20,15
2020-05-21,16
2020-05-22,0
2020-05-23,0
2020-05-24,17
2020-05-25,0
2020-05-26,14
2020-05-27,0
2020-05-28,0
2020-05-29,14
2020-05-30,0
2020-05-31,0
2020-06-01,15
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,13
2020-06-06,0
2020-06-07,32
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,14
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,16
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,14
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-04,0
2020-07-05,16
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,17
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,15
2020-07-17,0
2020-07-18,0
2020-07-19,17
2020-07-20,0
2020-07-21,15
2020-07-22,0
2020-07-23,0
2020-07-24,15
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,14
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,0
2020-08-02,0
2020-08-03,14
2020-08-04,14
2020-08-05,0
2020-08-06,0
2020-08-07,0
2020-08-08,0
2020-08-09,0
2020-08-10,0
2020-08-11,14
2020-08-12,0
2020-08-13,13
2020-08-14,0
2020-08-15,0
2020-08-16,0
2020-08-17,26
2020-08-18,0
2020-08-19,14
2020-08-20,14
2020-08-21,0
2020-08-22,16
2020-08-23,0
2020-08-24,0
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,14
2020-08-29,0
2020-08-30,0
2020-08-31,15
2020-09-01,0
2020-09-02,0
2020-09-03,0
2020-09-04,16
2020-09-05,0
2020-09-06,0
2020-09-07,15
2020-09-08,0
2020-09-09,0
2020-09-10,0
2020-09-11,0
2020-09-12,34
2020-09-13,17
2020-09-14,15
2020-09-15,0
2020-09-16,0
2020-09-17,0
2020-09-18,15
2020-09-19,0
2020-09-20,0
2020-09-21,0
2020-09-22,15
2020-09-23,0
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-09-29,16
2020-09-30,0
2020-10-01,16
2020-10-02,0
2020-10-03,16
2020-10-04,16
2020-10-05,15
2020-10-06,0
2020-10-07,0
2020-10-08,0
2020-10-09,0
2020-10-10,18
2020-10-11,17
2020-10-12,0
2020-10-13,0
2020-10-14,15
2020-10-15,0
2020-10-16,17
2020-10-17,0
2020-10-18,18
2020-10-19,15
2020-10-20,0
