date,/m/0lbt3
2020-02-01,29.0
2020-02-02,24.0
2020-02-03,30.0
2020-02-04,16.0
2020-02-05,23.0
2020-02-06,21.0
2020-02-07,29.0
2020-02-08,24.0
2020-02-09,26.0
2020-02-10,25.0
2020-02-11,24.0
2020-02-12,24.0
2020-02-13,23.0
2020-02-14,21.0
2020-02-15,22.0
2020-02-16,19.0
2020-02-17,13.0
2020-02-18,19.0
2020-02-19,25.0
2020-02-20,22.0
2020-02-21,23.0
2020-02-22,33.0
2020-02-23,25.0
2020-02-24,21.0
2020-02-25,24.0
2020-02-26,23.0
2020-02-27,31.0
2020-02-28,18.0
2020-02-29,25.0
2020-03-01,28.0
2020-03-02,27.0
2020-03-03,33.0
2020-03-04,26.0
2020-03-05,19.0
2020-03-06,26.0
2020-03-07,21.0
2020-03-08,21.0
2020-03-09,24.0
2020-03-10,23.0
2020-03-11,28.0
2020-03-12,42.0
2020-03-13,34.0
2020-03-14,47.0
2020-03-15,100.0
2020-03-16,56.0
2020-03-17,55.0
2020-03-18,66.0
2020-03-19,51.0
2020-03-20,49.0
2020-03-21,58.0
2020-03-22,45.0
2020-03-23,46.0
2020-03-24,33.0
2020-03-25,35.0
2020-03-26,32.0
2020-03-27,28.0
2020-03-28,32.0
2020-03-29,31.0
2020-03-30,27.0
2020-03-31,35.0
2020-04-01,15.0
2020-04-02,22.0
2020-04-03,24.0
2020-04-04,20.0
2020-04-05,25.0
2020-04-06,23.0
2020-04-07,22.0
2020-04-08,22.0
2020-04-09,19.0
2020-04-10,20.0
2020-04-11,24.0
2020-04-12,21.0
2020-04-13,29.0
2020-04-14,20.0
2020-04-15,14.0
2020-04-16,26.0
2020-04-17,16.0
2020-04-18,15.0
2020-04-19,17.0
2020-04-20,17.0
2020-04-21,19.0
2020-04-22,12.0
2020-04-23,15.0
2020-04-24,16.0
2020-04-25,18.0
2020-04-26,18.0
2020-04-27,20.0
2020-04-28,12.0
2020-04-29,13.0
2020-04-30,12.0
2020-05-01,19.0
2020-05-02,13.0
2020-05-03,17.0
2020-05-04,13.0
2020-05-05,15.0
2020-05-06,13.0
2020-05-07,18.0
2020-05-08,19.0
2020-05-09,17.0
2020-05-10,20.0
2020-05-11,14.0
2020-05-12,14.0
2020-05-13,15.0
2020-05-14,13.0
2020-05-15,13.0
2020-05-16,16.0
2020-05-17,13.0
2020-05-18,14.0
2020-05-19,18.0
2020-05-20,10.0
2020-05-21,16.0
2020-05-22,15.0
2020-05-23,22.0
2020-05-24,15.0
2020-05-25,13.0
2020-05-26,15.0
2020-05-27,11.0
2020-05-28,13.0
2020-05-29,8.0
2020-05-30,15.0
2020-05-31,13.0
2020-06-01,15.0
2020-06-02,14.0
2020-06-03,9.0
2020-06-04,12.0
2020-06-05,16.0
2020-06-06,13.0
2020-06-07,10.0
2020-06-08,10.0
2020-06-09,16.0
2020-06-10,10.0
2020-06-11,15.0
2020-06-12,11.0
2020-06-13,15.0
2020-06-14,15.0
2020-06-15,12.0
2020-06-16,10.0
2020-06-17,14.0
2020-06-18,14.0
2020-06-19,17.0
2020-06-20,13.0
2020-06-21,22.0
2020-06-22,12.0
2020-06-23,13.0
2020-06-24,10.0
2020-06-25,12.0
2020-06-26,17.0
2020-06-27,22.0
2020-06-28,20.0
2020-06-29,17.0
2020-06-30,13.0
2020-07-01,10.0
2020-07-02,9.0
2020-07-03,11.0
2020-07-04,17.0
2020-07-05,22.0
2020-07-06,8.0
2020-07-07,8.0
2020-07-08,11.0
2020-07-09,15.0
2020-07-10,11.0
2020-07-11,13.0
2020-07-12,27.0
2020-07-13,13.0
2020-07-14,11.0
2020-07-15,21.0
2020-07-16,15.0
2020-07-17,12.0
2020-07-18,17.0
2020-07-19,13.0
2020-07-20,16.0
2020-07-21,12.0
2020-07-22,15.0
2020-07-23,22.0
2020-07-24,14.0
2020-07-25,15.0
2020-07-26,18.0
2020-07-27,15.0
2020-07-28,14.0
2020-07-29,10.0
2020-07-30,18.0
2020-07-31,14.0
2020-08-01,18.0
2020-08-02,19.0
