date,/m/02f84_
2020-02-01,61.0
2020-02-02,30.0
2020-02-03,75.0
2020-02-04,76.0
2020-02-05,49.0
2020-02-06,80.0
2020-02-07,41.0
2020-02-08,34.0
2020-02-09,57.0
2020-02-10,43.0
2020-02-11,37.0
2020-02-12,100.0
2020-02-13,92.0
2020-02-14,71.0
2020-02-15,69.0
2020-02-16,41.0
2020-02-17,81.0
2020-02-18,48.0
2020-02-19,63.0
2020-02-20,35.0
2020-02-21,62.0
2020-02-22,52.0
2020-02-23,56.0
2020-02-24,53.0
2020-02-25,52.0
2020-02-26,80.0
2020-02-27,57.0
2020-02-28,69.0
2020-02-29,80.0
2020-03-01,76.0
2020-03-02,75.0
2020-03-03,75.0
2020-03-04,66.0
2020-03-05,66.0
2020-03-06,24.0
2020-03-07,21.0
2020-03-08,36.0
2020-03-09,40.0
2020-03-10,83.0
2020-03-11,45.0
2020-03-12,66.0
2020-03-13,61.0
2020-03-14,58.0
2020-03-15,53.0
2020-03-16,68.0
2020-03-17,73.0
2020-03-18,45.0
2020-03-19,86.0
2020-03-20,17.0
2020-03-21,73.0
2020-03-22,33.0
2020-03-23,33.0
2020-03-24,39.0
2020-03-25,18.0
2020-03-26,40.0
2020-03-27,18.0
2020-03-28,10.0
2020-03-29,5.0
2020-03-30,13.0
2020-03-31,26.0
2020-04-01,18.0
2020-04-02,35.0
2020-04-03,18.0
2020-04-04,16.0
2020-04-05,5.0
2020-04-06,5.0
2020-04-07,9.0
2020-04-08,19.0
2020-04-09,34.0
2020-04-10,5.0
2020-04-11,6.0
2020-04-12,16.0
2020-04-13,10.0
2020-04-14,17.0
2020-04-15,9.0
2020-04-16,0.0
2020-04-17,14.0
2020-04-18,5.0
2020-04-19,15.0
2020-04-20,13.0
2020-04-21,17.0
2020-04-22,4.0
2020-04-23,9.0
2020-04-24,9.0
2020-04-25,5.0
2020-04-26,5.0
2020-04-27,9.0
2020-04-28,8.0
2020-04-29,4.0
2020-04-30,13.0
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,8.0
2020-05-05,4.0
2020-05-06,17.0
2020-05-07,0.0
2020-05-08,9.0
2020-05-09,0.0
2020-05-10,10.0
2020-05-11,4.0
2020-05-12,4.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,19.0
2020-05-16,16.0
2020-05-17,5.0
2020-05-18,9.0
2020-05-19,9.0
2020-05-20,5.0
2020-05-21,5.0
2020-05-22,9.0
2020-05-23,5.0
2020-05-24,5.0
2020-05-25,0.0
2020-05-26,4.0
2020-05-27,5.0
2020-05-28,0.0
2020-05-29,5.0
2020-05-30,0.0
2020-05-31,5.0
2020-06-01,5.0
2020-06-02,9.0
2020-06-03,4.0
2020-06-04,4.0
2020-06-05,4.0
2020-06-06,15.0
2020-06-07,0.0
2020-06-08,8.0
2020-06-09,0.0
2020-06-10,18.0
2020-06-11,9.0
2020-06-12,5.0
2020-06-13,0.0
2020-06-14,5.0
2020-06-15,9.0
2020-06-16,0.0
2020-06-17,9.0
2020-06-18,9.0
2020-06-19,5.0
2020-06-20,11.0
2020-06-21,5.0
2020-06-22,0.0
2020-06-23,9.0
2020-06-24,10.0
2020-06-25,14.0
2020-06-26,5.0
2020-06-27,0.0
2020-06-28,10.0
2020-06-29,9.0
2020-06-30,4.0
2020-07-01,4.0
2020-07-02,13.0
2020-07-03,0.0
2020-07-04,5.0
2020-07-05,5.0
2020-07-06,4.0
2020-07-07,0.0
2020-07-08,9.0
2020-07-09,5.0
2020-07-10,10.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,5.0
