date,/g/11j4xt9hdf
2020-02-01,28.0
2020-02-02,24.0
2020-02-03,26.0
2020-02-04,18.0
2020-02-05,16.0
2020-02-06,18.0
2020-02-07,18.0
2020-02-08,24.0
2020-02-09,16.0
2020-02-10,12.0
2020-02-11,13.0
2020-02-12,12.0
2020-02-13,14.0
2020-02-14,12.0
2020-02-15,10.0
2020-02-16,7.0
2020-02-17,12.0
2020-02-18,9.0
2020-02-19,8.0
2020-02-20,9.0
2020-02-21,11.0
2020-02-22,14.0
2020-02-23,25.0
2020-02-24,26.0
2020-02-25,28.0
2020-02-26,41.0
2020-02-27,50.0
2020-02-28,63.0
2020-02-29,40.0
2020-03-01,33.0
2020-03-02,50.0
2020-03-03,43.0
2020-03-04,41.0
2020-03-05,35.0
2020-03-06,30.0
2020-03-07,23.0
2020-03-08,27.0
2020-03-09,45.0
2020-03-10,49.0
2020-03-11,59.0
2020-03-12,86.0
2020-03-13,91.0
2020-03-14,88.0
2020-03-15,100.0
2020-03-16,92.0
2020-03-17,94.0
2020-03-18,76.0
2020-03-19,78.0
2020-03-20,76.0
2020-03-21,72.0
2020-03-22,64.0
2020-03-23,56.0
2020-03-24,43.0
2020-03-25,55.0
2020-03-26,40.0
2020-03-27,35.0
2020-03-28,40.0
2020-03-29,46.0
2020-03-30,45.0
2020-03-31,36.0
2020-04-01,36.0
2020-04-02,39.0
2020-04-03,36.0
2020-04-04,21.0
2020-04-05,28.0
2020-04-06,39.0
2020-04-07,27.0
2020-04-08,28.0
2020-04-09,29.0
2020-04-10,18.0
2020-04-11,14.0
2020-04-12,21.0
2020-04-13,19.0
2020-04-14,25.0
2020-04-15,27.0
2020-04-16,44.0
2020-04-17,35.0
2020-04-18,30.0
2020-04-19,28.0
2020-04-20,31.0
2020-04-21,29.0
2020-04-22,26.0
2020-04-23,24.0
2020-04-24,23.0
2020-04-25,15.0
2020-04-26,19.0
2020-04-27,11.0
2020-04-28,23.0
2020-04-29,18.0
2020-04-30,19.0
2020-05-01,14.0
2020-05-02,22.0
2020-05-03,23.0
2020-05-04,24.0
2020-05-05,22.0
2020-05-06,18.0
2020-05-07,22.0
2020-05-08,20.0
2020-05-09,12.0
2020-05-10,17.0
2020-05-11,24.0
2020-05-12,21.0
2020-05-13,22.0
2020-05-14,19.0
2020-05-15,12.0
2020-05-16,15.0
2020-05-17,14.0
2020-05-18,20.0
2020-05-19,20.0
2020-05-20,14.0
2020-05-21,8.0
2020-05-22,10.0
2020-05-23,12.0
2020-05-24,10.0
2020-05-25,20.0
2020-05-26,15.0
2020-05-27,22.0
2020-05-28,11.0
2020-05-29,12.0
2020-05-30,10.0
2020-05-31,10.0
2020-06-01,11.0
2020-06-02,20.0
2020-06-03,11.0
2020-06-04,8.0
2020-06-05,10.0
2020-06-06,5.0
2020-06-07,6.0
2020-06-08,11.0
