date,/g/11j4xt9hdf
2020-02-01,39.0
2020-02-02,38.0
2020-02-03,22.0
2020-02-04,27.0
2020-02-05,21.0
2020-02-06,15.0
2020-02-07,21.0
2020-02-08,16.0
2020-02-09,21.0
2020-02-10,35.0
2020-02-11,28.0
2020-02-12,17.0
2020-02-13,22.0
2020-02-14,21.0
2020-02-15,23.0
2020-02-16,12.0
2020-02-17,14.0
2020-02-18,10.0
2020-02-19,10.0
2020-02-20,14.0
2020-02-21,54.0
2020-02-22,82.0
2020-02-23,100.0
2020-02-24,67.0
2020-02-25,67.0
2020-02-26,53.0
2020-02-27,50.0
2020-02-28,32.0
2020-02-29,38.0
2020-03-01,47.0
2020-03-02,46.0
2020-03-03,40.0
2020-03-04,48.0
2020-03-05,49.0
2020-03-06,69.0
2020-03-07,70.0
2020-03-08,96.0
2020-03-09,88.0
2020-03-10,71.0
2020-03-11,82.0
2020-03-12,96.0
2020-03-13,68.0
2020-03-14,62.0
2020-03-15,79.0
2020-03-16,79.0
2020-03-17,56.0
2020-03-18,63.0
2020-03-19,76.0
2020-03-20,55.0
2020-03-21,42.0
2020-03-22,47.0
2020-03-23,37.0
2020-03-24,51.0
2020-03-25,43.0
2020-03-26,40.0
2020-03-27,36.0
2020-03-28,26.0
2020-03-29,36.0
2020-03-30,28.0
2020-03-31,27.0
2020-04-01,31.0
2020-04-02,43.0
2020-04-03,49.0
2020-04-04,43.0
2020-04-05,23.0
2020-04-06,29.0
2020-04-07,13.0
2020-04-08,20.0
2020-04-09,25.0
2020-04-10,19.0
2020-04-11,19.0
2020-04-12,21.0
2020-04-13,22.0
2020-04-14,25.0
2020-04-15,17.0
2020-04-16,15.0
2020-04-17,23.0
2020-04-18,19.0
2020-04-19,19.0
2020-04-20,18.0
2020-04-21,22.0
2020-04-22,19.0
2020-04-23,15.0
2020-04-24,17.0
2020-04-25,19.0
2020-04-26,18.0
2020-04-27,16.0
2020-04-28,17.0
2020-04-29,13.0
2020-04-30,12.0
2020-05-01,15.0
2020-05-02,14.0
2020-05-03,20.0
2020-05-04,12.0
2020-05-05,14.0
2020-05-06,11.0
2020-05-07,15.0
2020-05-08,10.0
2020-05-09,13.0
2020-05-10,11.0
2020-05-11,14.0
2020-05-12,14.0
2020-05-13,13.0
2020-05-14,13.0
2020-05-15,18.0
2020-05-16,13.0
2020-05-17,15.0
2020-05-18,13.0
2020-05-19,28.0
2020-05-20,27.0
2020-05-21,16.0
2020-05-22,11.0
2020-05-23,12.0
2020-05-24,8.0
2020-05-25,11.0
2020-05-26,10.0
2020-05-27,7.0
2020-05-28,11.0
2020-05-29,11.0
2020-05-30,10.0
2020-05-31,13.0
2020-06-01,8.0
2020-06-02,11.0
2020-06-03,10.0
2020-06-04,6.0
2020-06-05,9.0
2020-06-06,8.0
2020-06-07,13.0
2020-06-08,9.0
2020-06-09,10.0
2020-06-10,8.0
2020-06-11,6.0
2020-06-12,9.0
2020-06-13,8.0
2020-06-14,9.0
2020-06-15,10.0
2020-06-16,11.0
2020-06-17,12.0
2020-06-18,12.0
2020-06-19,11.0
2020-06-20,7.0
2020-06-21,9.0
2020-06-22,8.0
2020-06-23,7.0
2020-06-24,7.0
2020-06-25,6.0
2020-06-26,5.0
2020-06-27,5.0
2020-06-28,4.0
2020-06-29,7.0
2020-06-30,7.0
2020-07-01,4.0
2020-07-02,3.0
2020-07-03,7.0
2020-07-04,3.0
2020-07-05,3.0
2020-07-06,7.0
2020-07-07,7.0
2020-07-08,10.0
2020-07-09,6.0
2020-07-10,5.0
2020-07-11,6.0
2020-07-12,4.0
2020-07-13,6.0
2020-07-14,6.0
2020-07-15,6.0
2020-07-16,6.0
2020-07-17,5.0
2020-07-18,7.0
2020-07-19,4.0
2020-07-20,7.0
2020-07-21,5.0
2020-07-22,5.0
2020-07-23,5.0
2020-07-24,2.0
2020-07-25,6.0
2020-07-26,8.0
2020-07-27,7.0
2020-07-28,5.0
2020-07-29,7.0
2020-07-30,7.0
2020-07-31,10.0
2020-08-01,4.0
2020-08-02,4.0
2020-08-03,4.0
2020-08-04,3.0
2020-08-05,3.0
2020-08-06,4.0
2020-08-07,2.0
2020-08-08,5.0
2020-08-09,2.0
2020-08-10,3.0
2020-08-11,5.0
2020-08-12,3.0
2020-08-13,6.0
2020-08-14,4.0
2020-08-15,9.0
2020-08-16,7.0
2020-08-17,5.0
2020-08-18,14.0
2020-08-19,9.0
2020-08-20,10.0
2020-08-21,5.0
2020-08-22,8.0
2020-08-23,7.0
2020-08-24,9.0
2020-08-25,5.0
2020-08-26,5.0
2020-08-27,11.0
2020-08-28,5.0
2020-08-29,8.0
2020-08-30,5.0
2020-08-31,5.0
2020-09-01,6.0
2020-09-02,9.0
2020-09-03,8.0
2020-09-04,8.0
2020-09-05,8.0
2020-09-06,9.0
2020-09-07,4.0
2020-09-08,4.0
2020-09-09,6.0
2020-09-10,8.0
2020-09-11,8.0
2020-09-12,4.0
2020-09-13,8.0
2020-09-14,6.0
2020-09-15,9.0
2020-09-16,9.0
2020-09-17,9.0
2020-09-18,9.0
2020-09-19,6.0
2020-09-20,7.0
2020-09-21,6.0
2020-09-22,6.0
2020-09-23,8.0
2020-09-24,3.0
2020-09-25,4.0
2020-09-26,6.0
2020-09-27,5.0
2020-09-28,11.0
2020-09-29,6.0
2020-09-30,13.0
2020-10-01,6.0
2020-10-02,16.0
2020-10-03,8.0
2020-10-04,10.0
2020-10-05,10.0
2020-10-06,9.0
2020-10-07,11.0
2020-10-08,10.0
2020-10-09,9.0
2020-10-10,6.0
2020-10-11,17.0
2020-10-12,16.0
2020-10-13,10.0
2020-10-14,12.0
2020-10-15,13.0
2020-10-16,15.0
2020-10-17,14.0
2020-10-18,11.0
2020-10-19,11.0
2020-10-20,15.0
2020-10-21,14.0
