date,/g/11j2cc_qll
2020-02-01,0.9778218476617482
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.9778218476617482
2020-02-08,0.0
2020-02-09,0.9778218476617482
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.9778218476617482
2020-02-13,0.9778218476617482
2020-02-14,0.9778218476617482
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.9778218476617482
2020-02-18,0.9778218476617482
2020-02-19,0.9778218476617482
2020-02-20,0.9778218476617482
2020-02-21,0.9778218476617482
2020-02-22,0.9778218476617482
2020-02-23,1.9556436953234964
2020-02-24,2.9334655429852448
2020-02-25,7.822574781293985
2020-02-26,6.844752933632237
2020-02-27,8.800396628955733
2020-02-28,6.844752933632237
2020-02-29,5.8669310859704895
2020-03-01,13.689505867264474
2020-03-02,11.733862171940979
2020-03-03,8.800396628955733
2020-03-04,13.689505867264474
2020-03-05,20.534258800896712
2020-03-06,21.51208064855846
2020-03-07,14.667327714926223
2020-03-08,19.556436953234964
2020-03-09,34.22376466816119
2020-03-10,36.17940836348468
2020-03-11,46.935448687763916
2020-03-12,60.62495455502839
2020-03-13,61.60277640269014
2020-03-14,60.62495455502839
2020-03-15,77.24792596527811
2020-03-16,90.93743183254259
2020-03-17,74.31446042229287
2020-03-18,82.13703520358685
2020-03-19,66.49188564099887
2020-03-20,64.53624194567539
2020-03-21,69.42535118398412
2020-03-22,61.60277640269014
2020-03-23,80.18139150826335
2020-03-24,96.80436291851308
2020-03-25,82.13703520358685
2020-03-26,78.22574781293986
2020-03-27,96.80436291851308
2020-03-28,84.09267889891035
2020-03-29,73.33663857463111
2020-03-30,82.13703520358685
2020-03-31,83.11485705124859
2020-04-01,69.42535118398412
2020-04-02,64.53624194567539
2020-04-03,55.73584531671965
2020-04-04,55.73584531671965
2020-04-05,58.66931085970489
2020-04-06,63.558420098013634
2020-04-07,62.58059825035188
2020-04-08,50.846736078410906
2020-04-09,51.82455792607266
2020-04-10,58.66931085970489
2020-04-11,43.02416129711692
2020-04-12,36.17940836348468
2020-04-13,46.935448687763916
2020-04-14,54.758023469057896
2020-04-15,47.91327053542566
2020-04-16,53.78020162139615
2020-04-17,44.979804992440414
2020-04-18,37.157230211146434
2020-04-19,38.13505205880818
2020-04-20,42.046339449455175
2020-04-21,41.068517601793424
2020-04-22,34.22376466816119
2020-04-23,42.046339449455175
2020-04-24,35.20158651582293
2020-04-25,29.334655429852447
2020-04-26,31.29029912517594
2020-04-27,38.13505205880818
2020-04-28,38.13505205880818
2020-04-29,44.00198314477867
2020-04-30,37.157230211146434
2020-05-01,44.00198314477867
2020-05-02,38.13505205880818
2020-05-03,32.26812097283769
2020-05-04,36.17940836348468
2020-05-05,37.157230211146434
2020-05-06,36.17940836348468
2020-05-07,39.11287390646993
2020-05-08,32.26812097283769
2020-05-09,28.3568335821907
2020-05-10,31.29029912517594
2020-05-11,39.11287390646993
2020-05-12,39.11287390646993
2020-05-13,39.11287390646993
2020-05-14,34.22376466816119
2020-05-15,40.09069575413167
2020-05-16,29.334655429852447
2020-05-17,33.24594282049944
2020-05-18,39.11287390646993
2020-05-19,34.22376466816119
2020-05-20,32.26812097283769
2020-05-21,32.26812097283769
2020-05-22,34.22376466816119
2020-05-23,25.423368039205453
2020-05-24,29.334655429852447
2020-05-25,36.17940836348468
2020-05-26,32.26812097283769
2020-05-27,30.312477277514194
2020-05-28,28.3568335821907
2020-05-29,30.312477277514194
2020-05-30,25.423368039205453
2020-05-31,22.489902496220207
2020-06-01,26.4011898868672
2020-06-02,31.29029912517594
2020-06-03,32.26812097283769
2020-06-04,33.24594282049944
2020-06-05,36.17940836348468
2020-06-06,23.467724343881958
2020-06-07,22.489902496220207
2020-06-08,30.312477277514194
2020-06-09,28.3568335821907
2020-06-10,26.4011898868672
2020-06-11,28.3568335821907
2020-06-12,22.489902496220207
2020-06-13,23.467724343881958
2020-06-14,22.489902496220207
2020-06-15,27.379011734528948
2020-06-16,26.4011898868672
2020-06-17,27.379011734528948
2020-06-18,27.379011734528948
2020-06-19,30.312477277514194
2020-06-20,27.379011734528948
2020-06-21,23.467724343881958
2020-06-22,34.22376466816119
2020-06-23,27.379011734528948
2020-06-24,30.312477277514194
2020-06-25,30.312477277514194
2020-06-26,26.4011898868672
2020-06-27,24.445546191543706
2020-06-28,26.4011898868672
2020-06-29,35.20158651582293
2020-06-30,35.20158651582293
2020-07-01,32.26812097283769
2020-07-02,32.26812097283769
2020-07-03,29.334655429852447
2020-07-04,26.4011898868672
2020-07-05,25.423368039205453
2020-07-06,28.3568335821907
2020-07-07,58.66931085970489
2020-07-08,37.157230211146434
2020-07-09,35.20158651582293
2020-07-10,34.22376466816119
2020-07-11,30.312477277514194
2020-07-12,35.20158651582293
2020-07-13,35.20158651582293
2020-07-14,29.334655429852447
2020-07-15,31.29029912517594
2020-07-16,33.24594282049944
2020-07-17,39.11287390646993
2020-07-18,32.26812097283769
2020-07-19,32.26812097283769
2020-07-20,41.068517601793424
2020-07-21,38.13505205880818
2020-07-22,38.13505205880818
2020-07-23,31.29029912517594
2020-07-24,23.467724343881958
2020-07-25,25.423368039205453
2020-07-26,23.467724343881958
2020-07-27,33.24594282049944
2020-07-28,37.157230211146434
2020-07-29,31.29029912517594
2020-07-30,37.157230211146434
2020-07-31,37.157230211146434
2020-08-01,34.22376466816119
2020-08-02,33.24594282049944
2020-08-03,30.312477277514194
2020-08-04,39.11287390646993
2020-08-05,66.49188564099887
2020-08-06,44.979804992440414
2020-08-07,48.89109238308741
2020-08-08,45.957626840102165
2020-08-09,44.00198314477867
2020-08-10,44.00198314477867
2020-08-11,45.957626840102165
2020-08-12,39.11287390646993
2020-08-13,41.068517601793424
2020-08-14,39.11287390646993
2020-08-15,44.979804992440414
2020-08-16,43.02416129711692
2020-08-17,52.8023797737344
2020-08-18,68.44752933632238
2020-08-19,45.957626840102165
2020-08-20,42.046339449455175
2020-08-21,38.13505205880818
2020-08-22,34.22376466816119
2020-08-23,36.17940836348468
2020-08-24,43.02416129711692
2020-08-25,44.00198314477867
2020-08-26,35.20158651582293
2020-08-27,38.13505205880818
2020-08-28,38.13505205880818
2020-08-29,31.29029912517594
2020-08-30,31.29029912517594
2020-08-31,38.13505205880818
2020-09-01,46.935448687763916
2020-09-02,42.046339449455175
2020-09-03,41.068517601793424
2020-09-04,32.26812097283769
2020-09-05,31.29029912517594
2020-09-06,35.20158651582293
2020-09-07,39.11287390646993
2020-09-08,46.935448687763916
2020-09-09,45.957626840102165
2020-09-10,43.02416129711692
2020-09-11,33.24594282049944
2020-09-12,32.26812097283769
2020-09-13,45.957626840102165
2020-09-14,40.09069575413167
2020-09-15,67.46970748866063
2020-09-16,55.73584531671965
2020-09-17,59.64713270736664
2020-09-18,51.82455792607266
2020-09-19,44.979804992440414
2020-09-20,44.00198314477867
2020-09-21,49.868914230749155
2020-09-22,51.82455792607266
2020-09-23,48.89109238308741
2020-09-24,49.868914230749155
2020-09-25,44.00198314477867
2020-09-26,37.157230211146434
2020-09-27,47.91327053542566
2020-09-28,46.0
2020-09-29,43.0
2020-09-30,41.0
2020-10-01,45.0
2020-10-02,56.0
2020-10-03,57.0
2020-10-04,70.0
2020-10-05,96.0
2020-10-06,61.0
2020-10-07,54.0
2020-10-08,52.0
2020-10-09,59.0
2020-10-10,76.0
2020-10-11,56.0
2020-10-12,70.0
2020-10-13,54.0
2020-10-14,70.0
2020-10-15,64.0
2020-10-16,60.0
2020-10-17,52.0
2020-10-18,59.0
2020-10-19,89.0
2020-10-20,53.0
2020-10-21,51.0
2020-10-22,52.0
2020-10-23,40.0
2020-10-24,37.0
2020-10-25,33.0
2020-10-26,35.0
2020-10-27,32.0
2020-10-28,36.0
2020-10-29,39.0
2020-10-30,33.0
2020-10-31,29.0
2020-11-01,27.0
2020-11-02,27.0
2020-11-03,27.0
2020-11-04,27.0
2020-11-05,25.0
2020-11-06,22.0
2020-11-07,19.0
2020-11-08,23.0
2020-11-09,31.0
2020-11-10,28.0
2020-11-11,26.0
2020-11-12,28.0
2020-11-13,23.0
2020-11-14,24.0
2020-11-15,26.0
2020-11-16,30.0
2020-11-17,30.0
2020-11-18,30.0
2020-11-19,29.0
2020-11-20,22.0
2020-11-21,21.0
2020-11-22,23.0
2020-11-23,27.0
2020-11-24,29.0
2020-11-25,28.0
2020-11-26,24.0
2020-11-27,30.0
2020-11-28,22.0
2020-11-29,19.0
2020-11-30,28.0
2020-12-01,28.0
2020-12-02,28.0
