date,/m/0lbt3
2020-03-01,17
2020-03-02,16
2020-03-03,49
2020-03-04,24
2020-03-05,31
2020-03-06,41
2020-03-07,18
2020-03-08,16
2020-03-09,32
2020-03-10,0
2020-03-11,15
2020-03-12,0
2020-03-13,0
2020-03-14,100
2020-03-15,36
2020-03-16,55
2020-03-17,60
2020-03-18,14
2020-03-19,14
2020-03-20,13
2020-03-21,22
2020-03-22,30
2020-03-23,13
2020-03-24,21
2020-03-25,28
2020-03-26,27
2020-03-27,40
2020-03-28,15
2020-03-29,44
2020-03-30,45
2020-03-31,13
2020-04-01,13
2020-04-02,19
2020-04-03,0
2020-04-04,0
2020-04-05,24
2020-04-06,0
2020-04-07,0
2020-04-08,14
2020-04-09,14
2020-04-10,14
2020-04-11,16
2020-04-12,16
2020-04-13,0
2020-04-14,0
2020-04-15,28
2020-04-16,14
2020-04-17,21
2020-04-18,0
2020-04-19,0
2020-04-20,0
2020-04-21,0
2020-04-22,15
2020-04-23,0
2020-04-24,29
2020-04-25,30
2020-04-26,15
2020-04-27,13
2020-04-28,24
2020-04-29,12
2020-04-30,18
2020-05-01,14
2020-05-02,14
2020-05-03,14
2020-05-04,38
2020-05-05,11
2020-05-06,0
2020-05-07,13
2020-05-08,14
2020-05-09,0
2020-05-10,41
2020-05-11,27
2020-05-12,0
2020-05-13,0
2020-05-14,0
2020-05-15,30
2020-05-16,18
2020-05-17,37
2020-05-18,36
2020-05-19,0
2020-05-20,15
2020-05-21,17
2020-05-22,29
2020-05-23,16
2020-05-24,17
2020-05-25,0
2020-05-26,15
2020-05-27,15
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,18
2020-06-01,15
2020-06-02,0
2020-06-03,0
2020-06-04,13
2020-06-05,0
2020-06-06,16
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,14
2020-06-12,29
2020-06-13,32
2020-06-14,16
2020-06-15,14
2020-06-16,0
2020-06-17,15
2020-06-18,30
2020-06-19,46
2020-06-20,17
2020-06-21,16
2020-06-22,0
2020-06-23,16
2020-06-24,32
2020-06-25,16
2020-06-26,0
2020-06-27,0
2020-06-28,30
2020-06-29,14
2020-06-30,30
2020-07-01,0
2020-07-02,0
2020-07-03,24
2020-07-04,24
2020-07-05,0
2020-07-06,29
2020-07-07,16
2020-07-08,0
2020-07-09,16
2020-07-10,16
2020-07-11,19
2020-07-12,18
2020-07-13,16
2020-07-14,23
2020-07-15,15
2020-07-16,32
2020-07-17,17
2020-07-18,18
2020-07-19,0
2020-07-20,24
2020-07-21,16
2020-07-22,0
2020-07-23,32
2020-07-24,24
2020-07-25,0
2020-07-26,17
2020-07-27,23
2020-07-28,31
2020-07-29,41
2020-07-30,0
2020-07-31,17
2020-08-01,18
2020-08-02,17
2020-08-03,23
2020-08-04,16
2020-08-05,24
2020-08-06,0
2020-08-07,16
2020-08-08,17
2020-08-09,17
2020-08-10,15
2020-08-11,15
2020-08-12,0
2020-08-13,0
2020-08-14,15
2020-08-15,0
2020-08-16,16
2020-08-17,0
2020-08-18,15
2020-08-19,0
2020-08-20,33
2020-08-21,0
2020-08-22,25
2020-08-23,17
2020-08-24,15
2020-08-25,15
2020-08-26,47
2020-08-27,0
2020-08-28,15
2020-08-29,16
2020-08-30,17
2020-08-31,33
2020-09-01,17
2020-09-02,0
2020-09-03,25
2020-09-04,35
2020-09-05,18
2020-09-06,17
2020-09-07,0
2020-09-08,17
2020-09-09,16
2020-09-10,0
2020-09-11,34
2020-09-12,0
2020-09-13,17
2020-09-14,33
2020-09-15,33
2020-09-16,24
2020-09-17,16
2020-09-18,17
2020-09-19,17
2020-09-20,17
2020-09-21,16
2020-09-22,0
2020-09-23,31
2020-09-24,17
2020-09-25,36
2020-09-26,18
2020-09-27,25
2020-09-28,17
2020-09-29,17
2020-09-30,32
2020-10-01,17
2020-10-02,0
2020-10-03,0
2020-10-04,16
2020-10-05,16
2020-10-06,0
2020-10-07,16
2020-10-08,0
2020-10-09,36
2020-10-10,0
2020-10-11,0
2020-10-12,18
2020-10-13,34
2020-10-14,17
2020-10-15,27
2020-10-16,28
2020-10-17,0
2020-10-18,55
2020-10-19,17
2020-10-20,0
