date,/m/02gy9_
2020-03-01,20
2020-03-02,19
2020-03-03,40
2020-03-04,19
2020-03-05,29
2020-03-06,33
2020-03-07,22
2020-03-08,20
2020-03-09,26
2020-03-10,28
2020-03-11,36
2020-03-12,19
2020-03-13,0
2020-03-14,20
2020-03-15,53
2020-03-16,17
2020-03-17,50
2020-03-18,40
2020-03-19,41
2020-03-20,65
2020-03-21,43
2020-03-22,36
2020-03-23,36
2020-03-24,17
2020-03-25,28
2020-03-26,28
2020-03-27,69
2020-03-28,54
2020-03-29,30
2020-03-30,48
2020-03-31,31
2020-04-01,28
2020-04-02,37
2020-04-03,49
2020-04-04,39
2020-04-05,66
2020-04-06,25
2020-04-07,31
2020-04-08,100
2020-04-09,17
2020-04-10,29
2020-04-11,19
2020-04-12,58
2020-04-13,34
2020-04-14,0
2020-04-15,70
2020-04-16,43
2020-04-17,40
2020-04-18,18
2020-04-19,54
2020-04-20,33
2020-04-21,51
2020-04-22,18
2020-04-23,43
2020-04-24,26
2020-04-25,27
2020-04-26,29
2020-04-27,21
2020-04-28,15
2020-04-29,15
2020-04-30,15
2020-05-01,27
2020-05-02,26
2020-05-03,34
2020-05-04,15
2020-05-05,18
2020-05-06,16
2020-05-07,25
2020-05-08,24
2020-05-09,18
2020-05-10,0
2020-05-11,24
2020-05-12,17
2020-05-13,34
2020-05-14,52
2020-05-15,18
2020-05-16,0
2020-05-17,88
2020-05-18,0
2020-05-19,36
2020-05-20,18
2020-05-21,20
2020-05-22,0
2020-05-23,0
2020-05-24,21
2020-05-25,18
2020-05-26,63
2020-05-27,0
2020-05-28,23
2020-05-29,37
2020-05-30,0
2020-05-31,21
2020-06-01,19
2020-06-02,18
2020-06-03,24
2020-06-04,32
2020-06-05,16
2020-06-06,0
2020-06-07,0
2020-06-08,48
2020-06-09,22
2020-06-10,17
2020-06-11,35
2020-06-12,36
2020-06-13,29
2020-06-14,20
2020-06-15,17
2020-06-16,17
2020-06-17,36
2020-06-18,18
2020-06-19,36
2020-06-20,21
2020-06-21,20
2020-06-22,0
2020-06-23,39
2020-06-24,45
2020-06-25,20
2020-06-26,0
2020-06-27,0
2020-06-28,18
2020-06-29,35
2020-06-30,36
2020-07-01,0
2020-07-02,28
2020-07-03,19
2020-07-04,20
2020-07-05,58
2020-07-06,18
2020-07-07,0
2020-07-08,19
2020-07-09,20
2020-07-10,0
2020-07-11,0
2020-07-12,22
2020-07-13,29
2020-07-14,37
2020-07-15,18
2020-07-16,20
2020-07-17,20
2020-07-18,23
2020-07-19,0
2020-07-20,20
2020-07-21,20
2020-07-22,20
2020-07-23,19
2020-07-24,40
2020-07-25,20
2020-07-26,21
2020-07-27,18
2020-07-28,29
2020-07-29,0
2020-07-30,21
2020-07-31,20
2020-08-01,0
2020-08-02,21
2020-08-03,29
2020-08-04,19
2020-08-05,19
2020-08-06,19
2020-08-07,20
2020-08-08,21
2020-08-09,0
2020-08-10,18
2020-08-11,0
2020-08-12,29
2020-08-13,18
2020-08-14,18
2020-08-15,40
2020-08-16,19
2020-08-17,0
2020-08-18,18
2020-08-19,17
2020-08-20,0
2020-08-21,20
2020-08-22,20
2020-08-23,21
2020-08-24,19
2020-08-25,18
2020-08-26,29
2020-08-27,31
2020-08-28,19
2020-08-29,40
2020-08-30,21
2020-08-31,0
2020-09-01,30
2020-09-02,63
2020-09-03,31
2020-09-04,0
2020-09-05,0
2020-09-06,0
2020-09-07,19
2020-09-08,20
2020-09-09,20
2020-09-10,41
2020-09-11,62
2020-09-12,22
2020-09-13,22
2020-09-14,0
2020-09-15,27
2020-09-16,19
2020-09-17,47
2020-09-18,28
2020-09-19,20
2020-09-20,34
2020-09-21,20
2020-09-22,0
2020-09-23,19
2020-09-24,20
2020-09-25,21
2020-09-26,0
2020-09-27,21
2020-09-28,21
2020-09-29,42
2020-09-30,50
2020-10-01,21
2020-10-02,21
2020-10-03,0
2020-10-04,20
2020-10-05,38
2020-10-06,41
2020-10-07,20
2020-10-08,31
2020-10-09,22
2020-10-10,23
2020-10-11,22
2020-10-12,21
2020-10-13,43
2020-10-14,28
2020-10-15,0
2020-10-16,45
2020-10-17,23
2020-10-18,46
2020-10-19,21
2020-10-20,20
2020-10-21,20
2020-10-22,31
2020-10-23,28
