date,/m/07mf1
2020-02-01,13.0
2020-02-02,6.0
2020-02-03,16.0
2020-02-04,14.0
2020-02-05,15.0
2020-02-06,18.0
2020-02-07,11.0
2020-02-08,13.0
2020-02-09,10.0
2020-02-10,13.0
2020-02-11,11.0
2020-02-12,12.0
2020-02-13,11.0
2020-02-14,5.0
2020-02-15,14.0
2020-02-16,12.0
2020-02-17,8.0
2020-02-18,6.0
2020-02-19,13.0
2020-02-20,12.0
2020-02-21,7.0
2020-02-22,15.0
2020-02-23,10.0
2020-02-24,16.0
2020-02-25,11.0
2020-02-26,15.0
2020-02-27,26.0
2020-02-28,28.0
2020-02-29,33.0
2020-03-01,25.0
2020-03-02,31.0
2020-03-03,35.0
2020-03-04,40.0
2020-03-05,33.0
2020-03-06,49.0
2020-03-07,37.0
2020-03-08,33.0
2020-03-09,40.0
2020-03-10,51.0
2020-03-11,45.0
2020-03-12,58.0
2020-03-13,86.0
2020-03-14,100.0
2020-03-15,70.0
2020-03-16,83.0
2020-03-17,78.0
2020-03-18,67.0
2020-03-19,65.0
2020-03-20,51.0
2020-03-21,60.0
2020-03-22,53.0
2020-03-23,63.0
2020-03-24,57.0
2020-03-25,51.0
2020-03-26,57.0
2020-03-27,60.0
2020-03-28,56.0
2020-03-29,45.0
2020-03-30,53.0
2020-03-31,39.0
2020-04-01,40.0
2020-04-02,36.0
2020-04-03,34.0
2020-04-04,33.0
2020-04-05,26.0
2020-04-06,31.0
2020-04-07,28.0
2020-04-08,29.0
2020-04-09,31.0
2020-04-10,25.0
2020-04-11,31.0
2020-04-12,22.0
2020-04-13,19.0
2020-04-14,27.0
2020-04-15,30.0
2020-04-16,26.0
2020-04-17,31.0
2020-04-18,26.0
2020-04-19,28.0
2020-04-20,19.0
2020-04-21,23.0
2020-04-22,21.0
2020-04-23,22.0
2020-04-24,18.0
2020-04-25,26.0
2020-04-26,35.0
2020-04-27,31.0
2020-04-28,22.0
2020-04-29,33.0
2020-04-30,35.0
2020-05-01,28.0
2020-05-02,27.0
2020-05-03,27.0
2020-05-04,20.0
2020-05-05,30.0
2020-05-06,40.0
2020-05-07,28.0
2020-05-08,30.0
2020-05-09,38.0
2020-05-10,25.0
2020-05-11,43.0
2020-05-12,31.0
2020-05-13,33.0
2020-05-14,28.0
2020-05-15,39.0
2020-05-16,26.0
2020-05-17,21.0
2020-05-18,30.0
2020-05-19,26.0
2020-05-20,25.0
2020-05-21,16.0
2020-05-22,20.0
2020-05-23,24.0
2020-05-24,18.0
2020-05-25,14.0
2020-05-26,19.0
2020-05-27,19.0
2020-05-28,15.0
2020-05-29,18.0
2020-05-30,17.0
2020-05-31,15.0
2020-06-01,15.0
2020-06-02,15.0
2020-06-03,13.0
2020-06-04,11.0
2020-06-05,15.0
2020-06-06,15.0
2020-06-07,15.0
2020-06-08,12.0
2020-06-09,14.0
2020-06-10,16.0
2020-06-11,13.0
2020-06-12,9.0
2020-06-13,16.0
2020-06-14,8.0
2020-06-15,13.0
2020-06-16,12.0
2020-06-17,12.0
2020-06-18,12.0
2020-06-19,16.0
2020-06-20,17.0
2020-06-21,15.0
