date,/m/02gy9_
2020-03-01,63
2020-03-02,44
2020-03-03,33
2020-03-04,38
2020-03-05,28
2020-03-06,40
2020-03-07,19
2020-03-08,34
2020-03-09,21
2020-03-10,33
2020-03-11,70
2020-03-12,27
2020-03-13,65
2020-03-14,30
2020-03-15,40
2020-03-16,64
2020-03-17,53
2020-03-18,60
2020-03-19,45
2020-03-20,100
2020-03-21,60
2020-03-22,90
2020-03-23,58
2020-03-24,58
2020-03-25,68
2020-03-26,53
2020-03-27,83
2020-03-28,67
2020-03-29,62
2020-03-30,68
2020-03-31,59
2020-04-01,61
2020-04-02,75
2020-04-03,48
2020-04-04,50
2020-04-05,80
2020-04-06,66
2020-04-07,31
2020-04-08,38
2020-04-09,72
2020-04-10,35
2020-04-11,54
2020-04-12,49
2020-04-13,74
2020-04-14,44
2020-04-15,38
2020-04-16,37
2020-04-17,34
2020-04-18,53
2020-04-19,41
2020-04-20,27
2020-04-21,34
2020-04-22,35
2020-04-23,52
2020-04-24,25
2020-04-25,40
2020-04-26,43
2020-04-27,44
2020-04-28,19
2020-04-29,44
2020-04-30,51
2020-05-01,48
2020-05-02,38
2020-05-03,30
2020-05-04,22
2020-05-05,53
2020-05-06,28
2020-05-07,38
2020-05-08,66
2020-05-09,53
2020-05-10,49
2020-05-11,23
2020-05-12,25
2020-05-13,20
2020-05-14,35
2020-05-15,32
2020-05-16,52
2020-05-17,39
2020-05-18,31
2020-05-19,36
2020-05-20,32
2020-05-21,18
2020-05-22,32
2020-05-23,24
2020-05-24,18
2020-05-25,45
2020-05-26,15
2020-05-27,39
2020-05-28,20
2020-05-29,22
2020-05-30,31
2020-05-31,39
2020-06-01,27
2020-06-02,52
2020-06-03,36
2020-06-04,46
2020-06-05,59
2020-06-06,35
2020-06-07,34
2020-06-08,37
2020-06-09,48
2020-06-10,48
2020-06-11,24
2020-06-12,21
2020-06-13,26
2020-06-14,42
2020-06-15,19
2020-06-16,24
2020-06-17,30
2020-06-18,35
2020-06-19,27
2020-06-20,31
2020-06-21,24
2020-06-22,27
2020-06-23,33
2020-06-24,50
2020-06-25,49
2020-06-26,49
2020-06-27,17
2020-06-28,47
2020-06-29,15
2020-06-30,23
2020-07-01,15
2020-07-02,31
2020-07-03,16
2020-07-04,25
2020-07-05,39
2020-07-06,23
2020-07-07,16
2020-07-08,16
2020-07-09,21
2020-07-10,34
2020-07-11,39
2020-07-12,26
2020-07-13,17
2020-07-14,31
2020-07-15,30
2020-07-16,16
2020-07-17,33
2020-07-18,39
2020-07-19,66
2020-07-20,31
2020-07-21,40
2020-07-22,49
2020-07-23,26
2020-07-24,21
2020-07-25,17
2020-07-26,36
2020-07-27,25
2020-07-28,21
2020-07-29,34
2020-07-30,40
2020-07-31,16
2020-08-01,36
2020-08-02,23
2020-08-03,36
2020-08-04,27
2020-08-05,32
2020-08-06,17
2020-08-07,16
2020-08-08,18
2020-08-09,35
2020-08-10,20
2020-08-11,15
2020-08-12,33
2020-08-13,20
2020-08-14,24
2020-08-15,25
2020-08-16,25
2020-08-17,15
2020-08-18,30
2020-08-19,42
2020-08-20,48
2020-08-21,16
2020-08-22,17
2020-08-23,23
2020-08-24,31
2020-08-25,20
2020-08-26,16
2020-08-27,21
2020-08-28,27
2020-08-29,17
2020-08-30,43
2020-08-31,49
2020-09-01,33
2020-09-02,17
2020-09-03,33
2020-09-04,39
2020-09-05,27
2020-09-06,47
2020-09-07,38
2020-09-08,22
2020-09-09,33
2020-09-10,33
2020-09-11,17
2020-09-12,47
2020-09-13,37
2020-09-14,33
2020-09-15,32
2020-09-16,42
2020-09-17,39
2020-09-18,42
2020-09-19,0
2020-09-20,28
2020-09-21,73
2020-09-22,32
2020-09-23,31
2020-09-24,41
2020-09-25,47
2020-09-26,38
2020-09-27,18
2020-09-28,41
2020-09-29,22
2020-09-30,65
2020-10-01,25
2020-10-02,17
2020-10-03,64
2020-10-04,34
2020-10-05,24
2020-10-06,51
2020-10-07,16
2020-10-08,40
2020-10-09,38
2020-10-10,30
2020-10-11,31
2020-10-12,47
2020-10-13,62
2020-10-14,88
2020-10-15,28
2020-10-16,38
2020-10-17,40
2020-10-18,39
2020-10-19,29
2020-10-20,62
2020-10-21,34
2020-10-22,27
2020-10-23,36
