date,/m/01cpyy
2020-03-01,33
2020-03-02,43
2020-03-03,35
2020-03-04,37
2020-03-05,40
2020-03-06,41
2020-03-07,36
2020-03-08,40
2020-03-09,41
2020-03-10,44
2020-03-11,49
2020-03-12,74
2020-03-13,89
2020-03-14,89
2020-03-15,100
2020-03-16,87
2020-03-17,70
2020-03-18,100
2020-03-19,68
2020-03-20,63
2020-03-21,68
2020-03-22,64
2020-03-23,53
2020-03-24,45
2020-03-25,43
2020-03-26,43
2020-03-27,46
2020-03-28,43
2020-03-29,39
2020-03-30,33
2020-03-31,33
2020-04-01,33
2020-04-02,30
2020-04-03,52
2020-04-04,53
2020-04-05,50
2020-04-06,27
2020-04-07,24
2020-04-08,23
2020-04-09,22
2020-04-10,20
2020-04-11,21
2020-04-12,20
2020-04-13,23
2020-04-14,18
2020-04-15,19
2020-04-16,19
2020-04-17,20
2020-04-18,19
2020-04-19,18
2020-04-20,16
2020-04-21,16
2020-04-22,17
2020-04-23,33
2020-04-24,15
2020-04-25,15
2020-04-26,14
2020-04-27,12
2020-04-28,15
2020-04-29,15
2020-04-30,15
2020-05-01,14
2020-05-02,14
2020-05-03,14
2020-05-04,11
2020-05-05,10
2020-05-06,10
2020-05-07,11
2020-05-08,11
2020-05-09,12
2020-05-10,12
2020-05-11,9
2020-05-12,11
2020-05-13,9
2020-05-14,11
2020-05-15,10
2020-05-16,10
2020-05-17,11
2020-05-18,9
2020-05-19,8
2020-05-20,9
2020-05-21,9
2020-05-22,8
2020-05-23,8
2020-05-24,9
2020-05-25,8
2020-05-26,8
2020-05-27,6
2020-05-28,8
2020-05-29,7
2020-05-30,8
2020-05-31,7
2020-06-01,7
2020-06-02,5
2020-06-03,6
2020-06-04,5
2020-06-05,6
2020-06-06,5
2020-06-07,7
2020-06-08,6
2020-06-09,5
2020-06-10,5
2020-06-11,5
2020-06-12,5
2020-06-13,5
2020-06-14,6
2020-06-15,5
2020-06-16,6
2020-06-17,5
2020-06-18,5
2020-06-19,5
2020-06-20,6
2020-06-21,5
2020-06-22,4
2020-06-23,6
2020-06-24,5
2020-06-25,5
2020-06-26,5
2020-06-27,5
2020-06-28,5
2020-06-29,5
2020-06-30,5
2020-07-01,5
2020-07-02,5
2020-07-03,4
2020-07-04,5
2020-07-05,5
2020-07-06,5
2020-07-07,5
2020-07-08,5
2020-07-09,5
2020-07-10,5
2020-07-11,5
2020-07-12,7
2020-07-13,5
2020-07-14,5
2020-07-15,4
2020-07-16,5
2020-07-17,6
2020-07-18,6
2020-07-19,6
2020-07-20,5
2020-07-21,6
2020-07-22,5
2020-07-23,5
2020-07-24,6
2020-07-25,5
2020-07-26,5
2020-07-27,5
2020-07-28,6
2020-07-29,5
2020-07-30,5
2020-07-31,4
2020-08-01,4
2020-08-02,6
2020-08-03,5
2020-08-04,5
2020-08-05,4
2020-08-06,4
2020-08-07,4
2020-08-08,4
2020-08-09,4
2020-08-10,4
2020-08-11,5
2020-08-12,4
2020-08-13,4
2020-08-14,5
2020-08-15,6
2020-08-16,5
2020-08-17,5
2020-08-18,5
2020-08-19,4
2020-08-20,4
2020-08-21,4
2020-08-22,4
2020-08-23,4
2020-08-24,4
2020-08-25,4
2020-08-26,4
2020-08-27,4
2020-08-28,5
2020-08-29,5
2020-08-30,4
2020-08-31,5
2020-09-01,4
2020-09-02,4
2020-09-03,3
2020-09-04,4
2020-09-05,4
2020-09-06,5
2020-09-07,4
2020-09-08,4
2020-09-09,4
2020-09-10,5
2020-09-11,5
2020-09-12,4
2020-09-13,4
2020-09-14,5
2020-09-15,4
2020-09-16,4
2020-09-17,3
2020-09-18,3
2020-09-19,4
2020-09-20,4
2020-09-21,4
2020-09-22,4
2020-09-23,5
2020-09-24,5
2020-09-25,4
2020-09-26,4
2020-09-27,4
2020-09-28,3
2020-09-29,4
2020-09-30,4
2020-10-01,4
2020-10-02,4
2020-10-03,3
2020-10-04,4
2020-10-05,4
2020-10-06,3
2020-10-07,4
2020-10-08,3
2020-10-09,3
2020-10-10,4
2020-10-11,4
2020-10-12,3
2020-10-13,3
2020-10-14,4
2020-10-15,4
2020-10-16,4
2020-10-17,4
2020-10-18,3
2020-10-19,4
2020-10-20,4
