date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,1.0,1.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,1.0,1.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,1.0,1.0,1
2020-02-21,0.0,0.0,1
2020-02-22,1.0,1.0,1
2020-02-23,1.0,1.0,1
2020-02-24,1.0,1.0,1
2020-02-25,3.0,3.0,1
2020-02-26,3.0,3.0,1
2020-02-27,3.0,3.0,1
2020-02-28,3.0,3.0,1
2020-02-29,5.0,5.0,1
2020-03-01,7.0,7.0,1
2020-03-02,6.0,6.0,1
2020-03-03,3.0,3.0,1
2020-03-04,7.0,7.0,1
2020-03-05,6.0,6.0,1
2020-03-06,6.0,6.0,1
2020-03-07,7.0,7.0,1
2020-03-08,7.0,7.0,1
2020-03-09,7.0,7.0,1
2020-03-10,6.0,6.0,1
2020-03-11,9.0,9.0,1
2020-03-12,20.0,20.0,1
2020-03-13,26.0,26.0,1
2020-03-14,29.0,29.0,1
2020-03-15,36.0,36.0,1
2020-03-16,42.0,42.0,1
2020-03-17,50.0,50.0,1
2020-03-18,42.0,42.0,1
2020-03-19,38.0,38.0,1
2020-03-20,39.0,39.0,1
2020-03-21,40.0,40.0,1
2020-03-22,44.0,44.0,1
2020-03-23,43.0,43.0,1
2020-03-24,36.0,36.0,1
2020-03-25,40.0,40.0,1
2020-03-26,41.0,41.0,1
2020-03-27,44.0,44.0,1
2020-03-28,42.0,42.0,1
2020-03-29,34.0,34.0,1
2020-03-30,35.0,35.0,1
2020-03-31,35.0,35.0,1
2020-04-01,38.0,38.0,1
2020-04-02,35.0,35.0,1
2020-04-03,36.0,36.0,1
2020-04-04,36.0,36.0,1
2020-04-05,33.0,33.0,1
2020-04-06,40.0,40.0,1
2020-04-07,36.0,36.0,1
2020-04-08,36.0,36.0,1
2020-04-09,30.0,30.0,1
2020-04-10,33.0,33.0,1
2020-04-11,33.0,33.0,1
2020-04-12,30.0,30.0,1
2020-04-13,32.0,32.0,1
2020-04-14,40.0,40.0,1
2020-04-15,34.0,34.0,1
2020-04-16,35.0,35.0,1
2020-04-17,33.0,33.0,1
2020-04-18,28.0,28.0,1
2020-04-19,32.0,32.0,1
2020-04-20,25.0,25.0,1
2020-04-21,27.0,27.0,1
2020-04-22,34.0,34.0,1
2020-04-23,27.0,27.0,1
2020-04-24,31.0,31.0,1
2020-04-25,30.0,30.0,1
