date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,25.0,25.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,0.0,0.0,1
2020-02-25,56.0,56.0,1
2020-02-26,28.0,28.0,1
2020-02-27,0.0,0.0,1
2020-02-28,28.0,28.0,1
2020-02-29,0.0,0.0,1
2020-03-01,0.0,0.0,1
2020-03-02,53.0,53.0,1
2020-03-03,28.0,28.0,1
2020-03-04,0.0,0.0,1
2020-03-05,0.0,0.0,1
2020-03-06,56.0,56.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,0.0,0.0,1
2020-03-10,0.0,0.0,1
2020-03-11,0.0,0.0,1
2020-03-12,27.0,27.0,1
2020-03-13,57.0,57.0,1
2020-03-14,56.0,56.0,1
2020-03-15,52.0,52.0,1
2020-03-16,23.0,23.0,1
2020-03-17,22.0,22.0,1
2020-03-18,0.0,0.0,1
2020-03-19,48.0,48.0,1
2020-03-20,24.0,24.0,1
2020-03-21,25.0,25.0,1
2020-03-22,100.0,100.0,1
2020-03-23,0.0,0.0,1
2020-03-24,22.0,22.0,1
2020-03-25,0.0,0.0,1
2020-03-26,0.0,0.0,1
2020-03-27,0.0,0.0,1
2020-03-28,50.0,50.0,1
2020-03-29,0.0,0.0,1
2020-03-30,42.0,42.0,1
2020-03-31,0.0,0.0,1
2020-04-01,22.0,22.0,1
2020-04-02,22.0,22.0,1
2020-04-03,0.0,0.0,1
2020-04-04,78.0,78.0,1
2020-04-05,0.0,0.0,1
2020-04-06,0.0,0.0,1
2020-04-07,65.0,65.0,1
2020-04-08,0.0,0.0,1
2020-04-09,23.0,23.0,1
2020-04-10,46.0,46.0,1
2020-04-11,75.0,75.0,1
2020-04-12,0.0,0.0,1
2020-04-13,47.0,47.0,1
2020-04-14,0.0,0.0,1
2020-04-15,23.0,23.0,1
2020-04-16,24.0,24.0,1
2020-04-17,23.0,23.0,1
2020-04-18,25.0,25.0,1
2020-04-19,71.0,71.0,1
2020-04-20,0.0,0.0,1
2020-04-21,23.0,23.0,1
2020-04-22,0.0,0.0,1
2020-04-23,23.0,23.0,1
2020-04-24,23.0,23.0,1
2020-04-25,0.0,0.0,1
