date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,19.0,19.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,19.0,19.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,0.0,0.0,1
2020-02-25,17.0,17.0,1
2020-02-26,0.0,0.0,1
2020-02-27,0.0,0.0,1
2020-02-28,0.0,0.0,1
2020-02-29,55.0,55.0,1
2020-03-01,17.0,17.0,1
2020-03-02,0.0,0.0,1
2020-03-03,18.0,18.0,1
2020-03-04,0.0,0.0,1
2020-03-05,0.0,0.0,1
2020-03-06,0.0,0.0,1
2020-03-07,19.0,19.0,1
2020-03-08,35.0,35.0,1
2020-03-09,0.0,0.0,1
2020-03-10,0.0,0.0,1
2020-03-11,0.0,0.0,1
2020-03-12,17.0,17.0,1
2020-03-13,38.0,38.0,1
2020-03-14,19.0,19.0,1
2020-03-15,34.0,34.0,1
2020-03-16,15.0,15.0,1
2020-03-17,59.0,59.0,1
2020-03-18,46.0,46.0,1
2020-03-19,16.0,16.0,1
2020-03-20,63.0,63.0,1
2020-03-21,33.0,33.0,1
2020-03-22,17.0,17.0,1
2020-03-23,28.0,28.0,1
2020-03-24,15.0,15.0,1
2020-03-25,29.0,29.0,1
2020-03-26,0.0,0.0,1
2020-03-27,0.0,0.0,1
2020-03-28,33.0,33.0,1
2020-03-29,16.0,16.0,1
2020-03-30,0.0,0.0,1
2020-03-31,0.0,0.0,1
2020-04-01,44.0,44.0,1
2020-04-02,15.0,15.0,1
2020-04-03,15.0,15.0,1
2020-04-04,0.0,0.0,1
2020-04-05,0.0,0.0,1
2020-04-06,14.0,14.0,1
2020-04-07,30.0,30.0,1
2020-04-08,0.0,0.0,1
