date,/m/0fd23_0,/m/0fd23,batch_id
2020-02-01,31.0,31.0,1
2020-02-02,24.0,24.0,1
2020-02-03,11.0,11.0,1
2020-02-04,12.0,12.0,1
2020-02-05,12.0,12.0,1
2020-02-06,18.0,18.0,1
2020-02-07,13.0,13.0,1
2020-02-08,19.0,19.0,1
2020-02-09,0.0,0.0,1
2020-02-10,17.0,17.0,1
2020-02-11,0.0,0.0,1
2020-02-12,18.0,18.0,1
2020-02-13,12.0,12.0,1
2020-02-14,18.0,18.0,1
2020-02-15,13.0,13.0,1
2020-02-16,0.0,0.0,1
2020-02-17,6.0,6.0,1
2020-02-18,12.0,12.0,1
2020-02-19,12.0,12.0,1
2020-02-20,12.0,12.0,1
2020-02-21,0.0,0.0,1
2020-02-22,20.0,20.0,1
2020-02-23,6.0,6.0,1
2020-02-24,30.0,30.0,1
2020-02-25,12.0,12.0,1
2020-02-26,18.0,18.0,1
2020-02-27,24.0,24.0,1
2020-02-28,19.0,19.0,1
2020-02-29,20.0,20.0,1
2020-03-01,20.0,20.0,1
2020-03-02,18.0,18.0,1
2020-03-03,19.0,19.0,1
2020-03-04,12.0,12.0,1
2020-03-05,12.0,12.0,1
2020-03-06,6.0,6.0,1
2020-03-07,0.0,0.0,1
2020-03-08,12.0,12.0,1
2020-03-09,12.0,12.0,1
2020-03-10,22.0,22.0,1
2020-03-11,5.0,5.0,1
2020-03-12,0.0,0.0,1
2020-03-13,12.0,12.0,1
2020-03-14,6.0,6.0,1
2020-03-15,0.0,0.0,1
2020-03-16,10.0,10.0,1
2020-03-17,5.0,5.0,1
2020-03-18,11.0,11.0,1
2020-03-19,11.0,11.0,1
2020-03-20,41.0,41.0,1
2020-03-21,24.0,24.0,1
2020-03-22,24.0,24.0,1
2020-03-23,15.0,15.0,1
2020-03-24,21.0,21.0,1
2020-03-25,21.0,21.0,1
2020-03-26,11.0,11.0,1
2020-03-27,25.0,25.0,1
2020-03-28,40.0,40.0,1
2020-03-29,35.0,35.0,1
2020-03-30,31.0,31.0,1
2020-03-31,35.0,35.0,1
2020-04-01,21.0,21.0,1
2020-04-02,15.0,15.0,1
2020-04-03,11.0,11.0,1
2020-04-04,6.0,6.0,1
2020-04-05,19.0,19.0,1
2020-04-06,29.0,29.0,1
2020-04-07,21.0,21.0,1
2020-04-08,43.0,43.0,1
2020-04-09,53.0,53.0,1
2020-04-10,49.0,49.0,1
2020-04-11,65.0,65.0,1
2020-04-12,36.0,36.0,1
2020-04-13,16.0,16.0,1
2020-04-14,25.0,25.0,1
2020-04-15,38.0,38.0,1
2020-04-16,38.0,38.0,1
2020-04-17,27.0,27.0,1
2020-04-18,0.0,0.0,1
2020-04-19,11.0,11.0,1
2020-04-20,26.0,26.0,1
2020-04-21,37.0,37.0,1
2020-04-22,32.0,32.0,1
2020-04-23,42.0,42.0,1
2020-04-24,33.0,33.0,1
2020-04-25,41.0,41.0,1
2020-04-26,30.0,30.0,1
2020-04-27,15.0,15.0,1
2020-04-28,29.0,29.0,1
2020-04-29,10.0,10.0,1
2020-04-30,5.0,5.0,1
2020-05-01,21.0,21.0,1
2020-05-02,37.0,37.0,1
2020-05-03,22.0,22.0,1
2020-05-04,24.0,24.0,1
2020-05-05,9.0,9.0,1
2020-05-06,20.0,20.0,1
2020-05-07,26.0,26.0,1
2020-05-08,6.0,6.0,1
2020-05-09,17.0,17.0,1
2020-05-10,5.0,5.0,1
2020-05-11,15.0,15.0,1
2020-05-12,0.0,0.0,1
2020-05-13,11.0,11.0,1
2020-05-14,11.0,11.0,1
2020-05-15,11.0,11.0,1
2020-05-16,25.0,25.0,1
2020-05-17,78.0,78.0,1
2020-05-18,32.0,32.0,1
2020-05-19,32.0,32.0,1
2020-05-20,22.0,22.0,1
