date,/m/02gy9__0,/m/02gy9_,batch_id
2020-02-01,39.0,39.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,67.0,67.0,1
2020-02-10,0.0,0.0,1
2020-02-11,100.0,100.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,37.0,37.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,35.0,35.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,37.0,37.0,1
2020-02-24,34.0,34.0,1
2020-02-25,33.0,33.0,1
2020-02-26,67.0,67.0,1
2020-02-27,0.0,0.0,1
2020-02-28,35.0,35.0,1
2020-02-29,36.0,36.0,1
2020-03-01,0.0,0.0,1
2020-03-02,0.0,0.0,1
2020-03-03,68.0,68.0,1
2020-03-04,34.0,34.0,1
2020-03-05,34.0,34.0,1
2020-03-06,35.0,35.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,32.0,32.0,1
2020-03-10,32.0,32.0,1
2020-03-11,32.0,32.0,1
2020-03-12,0.0,0.0,1
2020-03-13,0.0,0.0,1
2020-03-14,0.0,0.0,1
2020-03-15,0.0,0.0,1
2020-03-16,32.0,32.0,1
2020-03-17,0.0,0.0,1
2020-03-18,0.0,0.0,1
2020-03-19,0.0,0.0,1
2020-03-20,96.0,96.0,1
2020-03-21,0.0,0.0,1
2020-03-22,37.0,37.0,1
2020-03-23,87.0,87.0,1
2020-03-24,61.0,61.0,1
2020-03-25,32.0,32.0,1
2020-03-26,64.0,64.0,1
2020-03-27,29.0,29.0,1
2020-03-28,67.0,67.0,1
2020-03-29,34.0,34.0,1
2020-03-30,30.0,30.0,1
2020-03-31,0.0,0.0,1
2020-04-01,62.0,62.0,1
2020-04-02,60.0,60.0,1
2020-04-03,31.0,31.0,1
2020-04-04,34.0,34.0,1
2020-04-05,0.0,0.0,1
2020-04-06,0.0,0.0,1
2020-04-07,0.0,0.0,1
2020-04-08,33.0,33.0,1
2020-04-09,0.0,0.0,1
2020-04-10,0.0,0.0,1
2020-04-11,0.0,0.0,1
2020-04-12,0.0,0.0,1
2020-04-13,0.0,0.0,1
2020-04-14,33.0,33.0,1
2020-04-15,33.0,33.0,1
2020-04-16,32.0,32.0,1
2020-04-17,0.0,0.0,1
2020-04-18,0.0,0.0,1
2020-04-19,0.0,0.0,1
2020-04-20,61.0,61.0,1
2020-04-21,61.0,61.0,1
2020-04-22,31.0,31.0,1
2020-04-23,0.0,0.0,1
2020-04-24,96.0,96.0,1
