date,/m/0405g08_0,/m/0405g08,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,74.0,74.0,1
2020-02-03,25.0,25.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,57.0,57.0,1
2020-02-07,29.0,29.0,1
2020-02-08,15.0,15.0,1
2020-02-09,29.0,29.0,1
2020-02-10,56.0,56.0,1
2020-02-11,14.0,14.0,1
2020-02-12,0.0,0.0,1
2020-02-13,42.0,42.0,1
2020-02-14,15.0,15.0,1
2020-02-15,16.0,16.0,1
2020-02-16,28.0,28.0,1
2020-02-17,13.0,13.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,14.0,14.0,1
2020-02-21,14.0,14.0,1
2020-02-22,15.0,15.0,1
2020-02-23,57.0,57.0,1
2020-02-24,13.0,13.0,1
2020-02-25,0.0,0.0,1
2020-02-26,36.0,36.0,1
2020-02-27,25.0,25.0,1
2020-02-28,26.0,26.0,1
2020-02-29,13.0,13.0,1
2020-03-01,26.0,26.0,1
2020-03-02,36.0,36.0,1
2020-03-03,13.0,13.0,1
2020-03-04,25.0,25.0,1
2020-03-05,0.0,0.0,1
2020-03-06,0.0,0.0,1
2020-03-07,28.0,28.0,1
2020-03-08,42.0,42.0,1
2020-03-09,12.0,12.0,1
2020-03-10,13.0,13.0,1
2020-03-11,26.0,26.0,1
2020-03-12,12.0,12.0,1
2020-03-13,66.0,66.0,1
2020-03-14,42.0,42.0,1
2020-03-15,12.0,12.0,1
2020-03-16,43.0,43.0,1
2020-03-17,44.0,44.0,1
2020-03-18,47.0,47.0,1
2020-03-19,24.0,24.0,1
2020-03-20,0.0,0.0,1
2020-03-21,26.0,26.0,1
2020-03-22,64.0,64.0,1
2020-03-23,100.0,100.0,1
2020-03-24,32.0,32.0,1
2020-03-25,11.0,11.0,1
2020-03-26,22.0,22.0,1
2020-03-27,42.0,42.0,1
2020-03-28,50.0,50.0,1
2020-03-29,12.0,12.0,1
2020-03-30,32.0,32.0,1
2020-03-31,11.0,11.0,1
2020-04-01,31.0,31.0,1
2020-04-02,11.0,11.0,1
2020-04-03,45.0,45.0,1
2020-04-04,26.0,26.0,1
2020-04-05,13.0,13.0,1
2020-04-06,0.0,0.0,1
2020-04-07,0.0,0.0,1
2020-04-08,23.0,23.0,1
2020-04-09,35.0,35.0,1
2020-04-10,12.0,12.0,1
2020-04-11,50.0,50.0,1
2020-04-12,13.0,13.0,1
2020-04-13,35.0,35.0,1
2020-04-14,22.0,22.0,1
2020-04-15,11.0,11.0,1
2020-04-16,33.0,33.0,1
2020-04-17,22.0,22.0,1
2020-04-18,36.0,36.0,1
2020-04-19,11.0,11.0,1
2020-04-20,20.0,20.0,1
2020-04-21,20.0,20.0,1
2020-04-22,32.0,32.0,1
2020-04-23,11.0,11.0,1
2020-04-24,33.0,33.0,1
2020-04-25,25.0,25.0,1
2020-04-26,63.0,63.0,1
2020-04-27,0.0,0.0,1
2020-04-28,10.0,10.0,1
2020-04-29,11.0,11.0,1
2020-04-30,41.0,41.0,1
2020-05-01,45.0,45.0,1
2020-05-02,0.0,0.0,1
2020-05-03,37.0,37.0,1
2020-05-04,0.0,0.0,1
2020-05-05,19.0,19.0,1
2020-05-06,21.0,21.0,1
2020-05-07,0.0,0.0,1
2020-05-08,0.0,0.0,1
2020-05-09,23.0,23.0,1
2020-05-10,11.0,11.0,1
2020-05-11,20.0,20.0,1
2020-05-12,34.0,34.0,1
2020-05-13,22.0,22.0,1
2020-05-14,0.0,0.0,1
2020-05-15,12.0,12.0,1
2020-05-16,0.0,0.0,1
2020-05-17,28.0,28.0,1
2020-05-18,24.0,24.0,1
2020-05-19,11.0,11.0,1
2020-05-20,12.0,12.0,1
2020-05-21,14.0,14.0,1
2020-05-22,64.0,64.0,1
2020-05-23,27.0,27.0,1
2020-05-24,28.0,28.0,1
2020-05-25,23.0,23.0,1
2020-05-26,0.0,0.0,1
2020-05-27,24.0,24.0,1
2020-05-28,0.0,0.0,1
2020-05-29,36.0,36.0,1
2020-05-30,14.0,14.0,1
2020-05-31,27.0,27.0,1
2020-06-01,12.0,12.0,1
2020-06-02,0.0,0.0,1
2020-06-03,0.0,0.0,1
2020-06-04,0.0,0.0,1
2020-06-05,34.0,34.0,1
2020-06-06,14.0,14.0,1
2020-06-07,13.0,13.0,1
2020-06-08,0.0,0.0,1
2020-06-09,11.0,11.0,1
2020-06-10,24.0,24.0,1
2020-06-11,47.0,47.0,1
2020-06-12,23.0,23.0,1
2020-06-13,0.0,0.0,1
2020-06-14,14.0,14.0,1
2020-06-15,0.0,0.0,1
2020-06-16,34.0,34.0,1
2020-06-17,0.0,0.0,1
2020-06-18,12.0,12.0,1
2020-06-19,11.0,11.0,1
2020-06-20,13.0,13.0,1
2020-06-21,13.0,13.0,1
2020-06-22,33.0,33.0,1
2020-06-23,11.0,11.0,1
2020-06-24,34.0,34.0,1
2020-06-25,23.0,23.0,1
2020-06-26,0.0,0.0,1
2020-06-27,40.0,40.0,1
2020-06-28,34.0,34.0,1
2020-06-29,32.0,32.0,1
2020-06-30,11.0,11.0,1
2020-07-01,22.0,22.0,1
2020-07-02,0.0,0.0,1
2020-07-03,11.0,11.0,1
2020-07-04,13.0,13.0,1
2020-07-05,38.0,38.0,1
2020-07-06,21.0,21.0,1
2020-07-07,0.0,0.0,1
2020-07-08,11.0,11.0,1
2020-07-09,23.0,23.0,1
2020-07-10,11.0,11.0,1
2020-07-11,0.0,0.0,1
2020-07-12,24.0,24.0,1
2020-07-13,44.0,44.0,1
2020-07-14,22.0,22.0,1
2020-07-15,10.0,10.0,1
2020-07-16,43.0,43.0,1
2020-07-17,0.0,0.0,1
2020-07-18,24.0,24.0,1
2020-07-19,0.0,0.0,1
2020-07-20,10.0,10.0,1
2020-07-21,21.0,21.0,1
2020-07-22,21.0,21.0,1
2020-07-23,0.0,0.0,1
2020-07-24,22.0,22.0,1
2020-07-25,12.0,12.0,1
2020-07-26,12.0,12.0,1
2020-07-27,32.0,32.0,1
2020-07-28,10.0,10.0,1
2020-07-29,0.0,0.0,1
2020-07-30,32.0,32.0,1
2020-07-31,11.0,11.0,1
2020-08-01,11.0,11.0,1
2020-08-02,0.0,0.0,1
2020-08-03,0.0,0.0,1
2020-08-04,19.0,19.0,1
2020-08-05,10.0,10.0,1
2020-08-06,41.0,41.0,1
2020-08-07,30.0,30.0,1
2020-08-08,11.0,11.0,1
2020-08-09,21.0,21.0,1
2020-08-10,10.0,10.0,1
2020-08-11,10.0,10.0,1
2020-08-12,46.0,46.0,1
2020-08-13,10.0,10.0,1
2020-08-14,30.0,30.0,1
2020-08-15,52.0,52.0,1
2020-08-16,21.0,21.0,1
2020-08-17,19.0,19.0,1
2020-08-18,19.0,19.0,1
2020-08-19,20.0,20.0,1
2020-08-20,20.0,20.0,1
2020-08-21,20.0,20.0,1
2020-08-22,0.0,0.0,1
2020-08-23,0.0,0.0,1
2020-08-24,20.0,20.0,1
2020-08-25,10.0,10.0,1
2020-08-26,0.0,0.0,1
2020-08-27,21.0,21.0,1
2020-08-28,0.0,0.0,1
2020-08-29,22.0,22.0,1
2020-08-30,11.0,11.0,1
2020-08-31,32.0,32.0,1
2020-09-01,11.0,11.0,1
2020-09-02,0.0,0.0,1
2020-09-03,11.0,11.0,1
2020-09-04,44.0,44.0,1
2020-09-05,23.0,23.0,1
2020-09-06,0.0,0.0,1
2020-09-07,0.0,0.0,1
2020-09-08,12.0,12.0,1
2020-09-09,47.0,47.0,1
2020-09-10,49.0,49.0,1
2020-09-11,38.0,38.0,1
2020-09-12,0.0,0.0,1
2020-09-13,0.0,0.0,1
2020-09-14,0.0,0.0,1
2020-09-15,25.0,25.0,1
2020-09-16,0.0,0.0,1
2020-09-17,13.0,13.0,1
2020-09-18,0.0,0.0,1
2020-09-19,13.0,13.0,1
2020-09-20,13.0,13.0,1
2020-09-21,25.0,25.0,1
2020-09-22,0.0,0.0,1
2020-09-23,12.0,12.0,1
2020-09-24,0.0,0.0,1
2020-09-25,0.0,0.0,1
2020-09-26,14.0,14.0,1
2020-09-27,13.0,13.0,1
2020-09-28,0.0,0.0,1
2020-09-29,54.0,54.0,1
2020-09-30,39.0,39.0,1
2020-10-01,26.0,26.0,1
2020-10-02,34.0,34.0,1
2020-10-03,25.0,25.0,1
2020-10-04,0.0,0.0,1
2020-10-05,0.0,0.0,1
2020-10-06,32.0,32.0,1
2020-10-07,22.0,22.0,1
2020-10-08,12.0,12.0,1
2020-10-09,13.0,13.0,1
2020-10-10,27.0,27.0,1
2020-10-11,13.0,13.0,1
2020-10-12,36.0,36.0,1
2020-10-13,23.0,23.0,1
2020-10-14,35.0,35.0,1
2020-10-15,25.0,25.0,1
2020-10-16,38.0,38.0,1
2020-10-17,14.0,14.0,1
2020-10-18,28.0,28.0,1
2020-10-19,12.0,12.0,1
2020-10-20,12.0,12.0,1
2020-10-21,11.0,11.0,1
2020-10-22,0.0,0.0,1
2020-10-23,0.0,0.0,1
2020-10-24,14.0,14.0,1
2020-10-25,26.0,26.0,1
2020-10-26,0.0,0.0,1
2020-10-27,25.0,25.0,1
2020-09-28,21.0,21.0,2
2020-09-29,44.0,44.0,2
2020-09-30,65.0,65.0,2
2020-10-01,21.0,21.0,2
2020-10-02,19.0,19.0,2
2020-10-03,41.0,41.0,2
2020-10-04,0.0,0.0,2
2020-10-05,0.0,0.0,2
2020-10-06,54.0,54.0,2
2020-10-07,36.0,36.0,2
2020-10-08,20.0,20.0,2
2020-10-09,62.0,62.0,2
2020-10-10,45.0,45.0,2
2020-10-11,21.0,21.0,2
2020-10-12,40.0,40.0,2
2020-10-13,0.0,0.0,2
2020-10-14,19.0,19.0,2
2020-10-15,80.0,80.0,2
2020-10-16,21.0,21.0,2
2020-10-17,22.0,22.0,2
2020-10-18,69.0,69.0,2
2020-10-19,0.0,0.0,2
2020-10-20,38.0,38.0,2
2020-10-21,19.0,19.0,2
2020-10-22,0.0,0.0,2
2020-10-23,21.0,21.0,2
2020-10-24,0.0,0.0,2
2020-10-25,21.0,21.0,2
2020-10-26,79.0,79.0,2
2020-10-27,21.0,21.0,2
2020-10-28,0.0,0.0,2
2020-10-29,20.0,20.0,2
2020-10-30,55.0,55.0,2
2020-10-31,39.0,39.0,2
2020-11-01,40.0,40.0,2
2020-11-02,38.0,38.0,2
2020-11-03,0.0,0.0,2
2020-11-04,35.0,35.0,2
2020-11-05,18.0,18.0,2
2020-11-06,18.0,18.0,2
2020-11-07,18.0,18.0,2
2020-11-08,19.0,19.0,2
2020-11-09,0.0,0.0,2
2020-11-10,39.0,39.0,2
2020-11-11,0.0,0.0,2
2020-11-12,20.0,20.0,2
2020-11-13,0.0,0.0,2
2020-11-14,58.0,58.0,2
2020-11-15,20.0,20.0,2
2020-11-16,38.0,38.0,2
2020-11-17,0.0,0.0,2
2020-11-18,39.0,39.0,2
2020-11-19,79.0,79.0,2
2020-11-20,20.0,20.0,2
2020-11-21,0.0,0.0,2
2020-11-22,0.0,0.0,2
2020-11-23,0.0,0.0,2
2020-11-24,73.0,73.0,2
2020-11-25,17.0,17.0,2
2020-11-26,18.0,18.0,2
2020-11-27,18.0,18.0,2
2020-11-28,17.0,17.0,2
2020-11-29,19.0,19.0,2
2020-11-30,0.0,0.0,2
2020-12-01,0.0,0.0,2
2020-12-02,0.0,0.0,2
2020-12-03,0.0,0.0,2
2020-12-04,20.0,20.0,2
2020-12-05,21.0,21.0,2
2020-12-06,21.0,21.0,2
2020-12-07,20.0,20.0,2
2020-12-08,19.0,19.0,2
2020-12-09,0.0,0.0,2
2020-12-10,19.0,19.0,2
2020-12-11,0.0,0.0,2
2020-12-12,40.0,40.0,2
2020-12-13,0.0,0.0,2
2020-12-14,37.0,37.0,2
2020-12-15,0.0,0.0,2
2020-12-16,0.0,0.0,2
2020-12-17,0.0,0.0,2
2020-12-18,83.0,83.0,2
2020-12-19,0.0,0.0,2
2020-12-20,0.0,0.0,2
2020-12-21,0.0,0.0,2
2020-12-22,63.0,63.0,2
2020-12-23,21.0,21.0,2
2020-12-24,25.0,25.0,2
2020-12-25,50.0,50.0,2
2020-12-26,0.0,0.0,2
2020-12-27,22.0,22.0,2
2020-12-28,20.0,20.0,2
2020-12-29,21.0,21.0,2
2020-12-30,21.0,21.0,2
2020-12-31,23.0,23.0,2
2021-01-01,23.0,23.0,2
2021-01-02,0.0,0.0,2
2021-01-03,42.0,42.0,2
2021-01-04,19.0,19.0,2
2021-01-05,0.0,0.0,2
2021-01-06,20.0,20.0,2
2021-01-07,20.0,20.0,2
2021-01-08,20.0,20.0,2
2021-01-09,43.0,43.0,2
2021-01-10,41.0,41.0,2
2021-01-11,40.0,40.0,2
2021-01-12,40.0,40.0,2
2021-01-13,20.0,20.0,2
2021-01-14,40.0,40.0,2
2021-01-15,20.0,20.0,2
2021-01-16,43.0,43.0,2
2021-01-17,0.0,0.0,2
2021-01-18,0.0,0.0,2
2021-01-19,0.0,0.0,2
2021-01-20,36.0,36.0,2
2021-01-21,0.0,0.0,2
2021-01-22,20.0,20.0,2
2021-01-23,0.0,0.0,2
2021-01-24,0.0,0.0,2
2021-01-25,20.0,20.0,2
2021-01-26,19.0,19.0,2
2021-01-27,19.0,19.0,2
2021-01-28,39.0,39.0,2
2021-01-29,0.0,0.0,2
2021-01-30,21.0,21.0,2
2021-01-31,42.0,42.0,2
2021-02-01,19.0,19.0,2
2021-02-02,0.0,0.0,2
2021-02-03,38.0,38.0,2
2021-02-04,19.0,19.0,2
2021-02-05,20.0,20.0,2
2021-02-06,21.0,21.0,2
2021-02-07,41.0,41.0,2
2021-02-08,0.0,0.0,2
2021-02-09,39.0,39.0,2
2021-02-10,19.0,19.0,2
2021-02-11,20.0,20.0,2
2021-02-12,39.0,39.0,2
2021-02-13,44.0,44.0,2
2021-02-14,0.0,0.0,2
2021-02-15,0.0,0.0,2
2021-02-16,39.0,39.0,2
2021-02-17,41.0,41.0,2
2021-02-18,19.0,19.0,2
2021-02-19,40.0,40.0,2
2021-02-20,0.0,0.0,2
2021-02-21,0.0,0.0,2
2021-02-22,35.0,35.0,2
2021-02-23,20.0,20.0,2
2021-02-24,41.0,41.0,2
2021-02-25,20.0,20.0,2
2021-02-26,20.0,20.0,2
2021-02-27,23.0,23.0,2
2021-02-28,62.0,62.0,2
2021-03-01,0.0,0.0,2
2021-03-02,20.0,20.0,2
2021-03-03,19.0,19.0,2
2021-03-04,40.0,40.0,2
2021-03-05,41.0,41.0,2
2021-03-06,66.0,66.0,2
2021-03-07,62.0,62.0,2
2021-03-08,100.0,100.0,2
2021-03-09,21.0,21.0,2
2021-03-10,40.0,40.0,2
2021-03-11,0.0,0.0,2
2021-03-12,0.0,0.0,2
2021-03-13,0.0,0.0,2
2021-03-14,0.0,0.0,2
2021-03-15,0.0,0.0,2
2021-03-16,17.0,17.0,2
2021-03-17,0.0,0.0,2
2021-03-18,0.0,0.0,2
2021-03-19,40.0,40.0,2
2021-03-20,0.0,0.0,2
2021-03-21,42.0,42.0,2
2021-03-22,0.0,0.0,2
2021-03-23,40.0,40.0,2
2021-03-24,0.0,0.0,2
2021-03-25,21.0,21.0,2
2021-03-26,0.0,0.0,2
2021-03-27,0.0,0.0,2
2021-03-28,96.0,96.0,2
2021-03-29,0.0,0.0,2
2021-03-30,21.0,21.0,2
2021-03-31,60.0,60.0,2
2021-04-01,0.0,0.0,2
2021-04-02,22.0,22.0,2
2021-04-03,23.0,23.0,2
2021-04-04,46.0,46.0,2
2021-04-05,22.0,22.0,2
2021-04-06,17.0,17.0,2
2021-04-07,17.0,17.0,2
2021-04-08,37.0,37.0,2
2021-04-09,36.0,36.0,2
2021-04-10,19.0,19.0,2
2021-04-11,19.0,19.0,2
2021-04-12,18.0,18.0,2
2021-04-13,37.0,37.0,2
2021-04-14,0.0,0.0,2
2021-04-15,0.0,0.0,2
2021-04-16,39.0,39.0,2
2021-04-17,20.0,20.0,2
2021-04-18,0.0,0.0,2
2021-04-19,58.0,58.0,2
2021-04-20,19.0,19.0,2
2021-04-21,19.0,19.0,2
2021-04-22,20.0,20.0,2
2021-04-23,0.0,0.0,2
2021-04-24,64.0,64.0,2
2021-04-25,40.0,40.0,2
2021-04-26,0.0,0.0,2
2021-04-27,36.0,36.0,2
2021-04-28,17.0,17.0,2
2021-04-29,36.0,36.0,2
2021-04-30,18.0,18.0,2
2021-05-01,18.0,18.0,2
2021-05-02,21.0,21.0,2
2021-05-03,19.0,19.0,2
2021-05-04,19.0,19.0,2
2021-05-05,0.0,0.0,2
2021-05-06,19.0,19.0,2
2021-05-07,20.0,20.0,2
2021-05-08,44.0,44.0,2
2021-05-09,20.0,20.0,2
2021-05-10,17.0,17.0,2
2021-05-11,18.0,18.0,2
2021-05-12,38.0,38.0,2
2021-05-13,0.0,0.0,2
2021-05-14,0.0,0.0,2
2021-05-15,76.0,76.0,2
2021-05-16,0.0,0.0,2
2021-05-17,18.0,18.0,2
2021-05-18,36.0,36.0,2
2021-05-19,19.0,19.0,2
2021-05-20,79.0,79.0,2
2021-05-21,55.0,55.0,2
2021-05-22,19.0,19.0,2
2021-05-23,57.0,57.0,2
2021-05-24,18.0,18.0,2
2021-05-25,18.0,18.0,2
2021-05-26,74.0,74.0,2
2021-05-27,0.0,0.0,2
2021-05-28,43.0,43.0,2
2021-05-29,0.0,0.0,2
