date,/m/0fd23_0,/m/0fd23,batch_id
2020-02-01,33.0,33.0,1
2020-02-02,0.0,0.0,1
2020-02-03,29.0,29.0,1
2020-02-04,31.0,31.0,1
2020-02-05,31.0,31.0,1
2020-02-06,22.0,22.0,1
2020-02-07,22.0,22.0,1
2020-02-08,12.0,12.0,1
2020-02-09,12.0,12.0,1
2020-02-10,10.0,10.0,1
2020-02-11,40.0,40.0,1
2020-02-12,0.0,0.0,1
2020-02-13,42.0,42.0,1
2020-02-14,44.0,44.0,1
2020-02-15,24.0,24.0,1
2020-02-16,24.0,24.0,1
2020-02-17,0.0,0.0,1
2020-02-18,20.0,20.0,1
2020-02-19,42.0,42.0,1
2020-02-20,65.0,65.0,1
2020-02-21,11.0,11.0,1
2020-02-22,0.0,0.0,1
2020-02-23,11.0,11.0,1
2020-02-24,20.0,20.0,1
2020-02-25,29.0,29.0,1
2020-02-26,27.0,27.0,1
2020-02-27,9.0,9.0,1
2020-02-28,10.0,10.0,1
2020-02-29,52.0,52.0,1
2020-03-01,10.0,10.0,1
2020-03-02,9.0,9.0,1
2020-03-03,0.0,0.0,1
2020-03-04,19.0,19.0,1
2020-03-05,0.0,0.0,1
2020-03-06,0.0,0.0,1
2020-03-07,0.0,0.0,1
2020-03-08,32.0,32.0,1
2020-03-09,9.0,9.0,1
2020-03-10,10.0,10.0,1
2020-03-11,19.0,19.0,1
2020-03-12,19.0,19.0,1
2020-03-13,0.0,0.0,1
2020-03-14,65.0,65.0,1
2020-03-15,19.0,19.0,1
2020-03-16,17.0,17.0,1
2020-03-17,0.0,0.0,1
2020-03-18,56.0,56.0,1
2020-03-19,10.0,10.0,1
2020-03-20,9.0,9.0,1
2020-03-21,53.0,53.0,1
2020-03-22,20.0,20.0,1
2020-03-23,17.0,17.0,1
2020-03-24,27.0,27.0,1
2020-03-25,35.0,35.0,1
2020-03-26,27.0,27.0,1
2020-03-27,44.0,44.0,1
2020-03-28,41.0,41.0,1
2020-03-29,20.0,20.0,1
2020-03-30,34.0,34.0,1
2020-03-31,35.0,35.0,1
2020-04-01,26.0,26.0,1
2020-04-02,26.0,26.0,1
2020-04-03,37.0,37.0,1
2020-04-04,31.0,31.0,1
2020-04-05,62.0,62.0,1
2020-04-06,17.0,17.0,1
2020-04-07,27.0,27.0,1
2020-04-08,45.0,45.0,1
2020-04-09,56.0,56.0,1
2020-04-10,48.0,48.0,1
2020-04-11,10.0,10.0,1
2020-04-12,40.0,40.0,1
2020-04-13,19.0,19.0,1
2020-04-14,37.0,37.0,1
2020-04-15,72.0,72.0,1
2020-04-16,27.0,27.0,1
2020-04-17,90.0,90.0,1
2020-04-18,29.0,29.0,1
2020-04-19,28.0,28.0,1
2020-04-20,17.0,17.0,1
2020-04-21,33.0,33.0,1
2020-04-22,8.0,8.0,1
2020-04-23,34.0,34.0,1
2020-04-24,56.0,56.0,1
2020-04-25,30.0,30.0,1
2020-04-26,10.0,10.0,1
2020-04-27,66.0,66.0,1
2020-04-28,41.0,41.0,1
2020-04-29,18.0,18.0,1
2020-04-30,48.0,48.0,1
2020-05-01,0.0,0.0,1
2020-05-02,27.0,27.0,1
2020-05-03,10.0,10.0,1
2020-05-04,52.0,52.0,1
2020-05-05,32.0,32.0,1
2020-05-06,26.0,26.0,1
2020-05-07,17.0,17.0,1
2020-05-08,47.0,47.0,1
2020-05-09,47.0,47.0,1
2020-05-10,18.0,18.0,1
2020-05-11,8.0,8.0,1
2020-05-12,27.0,27.0,1
2020-05-13,18.0,18.0,1
2020-05-14,9.0,9.0,1
2020-05-15,9.0,9.0,1
2020-05-16,74.0,74.0,1
2020-05-17,100.0,100.0,1
2020-05-18,57.0,57.0,1
2020-05-19,66.0,66.0,1
2020-05-20,38.0,38.0,1
2020-05-21,86.0,86.0,1
2020-05-22,30.0,30.0,1
2020-05-23,41.0,41.0,1
2020-05-24,68.0,68.0,1
2020-05-25,46.0,46.0,1
2020-05-26,38.0,38.0,1
2020-05-27,38.0,38.0,1
2020-05-28,18.0,18.0,1
2020-05-29,67.0,67.0,1
2020-05-30,54.0,54.0,1
2020-05-31,44.0,44.0,1
2020-06-01,19.0,19.0,1
2020-06-02,54.0,54.0,1
2020-06-03,33.0,33.0,1
2020-06-04,17.0,17.0,1
