date,/g/11j4xt9hdf_0,/g/11j4xt9hdf,batch_id
2020-02-01,25.0,25.0,1
2020-02-02,22.0,22.0,1
2020-02-03,16.0,16.0,1
2020-02-04,17.0,17.0,1
2020-02-05,12.0,12.0,1
2020-02-06,13.0,13.0,1
2020-02-07,13.0,13.0,1
2020-02-08,16.0,16.0,1
2020-02-09,11.0,11.0,1
2020-02-10,10.0,10.0,1
2020-02-11,13.0,13.0,1
2020-02-12,11.0,11.0,1
2020-02-13,12.0,12.0,1
2020-02-14,14.0,14.0,1
2020-02-15,11.0,11.0,1
2020-02-16,11.0,11.0,1
2020-02-17,6.0,6.0,1
2020-02-18,5.0,5.0,1
2020-02-19,3.0,3.0,1
2020-02-20,6.0,6.0,1
2020-02-21,4.0,4.0,1
2020-02-22,8.0,8.0,1
2020-02-23,15.0,15.0,1
2020-02-24,30.0,30.0,1
2020-02-25,34.0,34.0,1
2020-02-26,33.0,33.0,1
2020-02-27,44.0,44.0,1
2020-02-28,32.0,32.0,1
2020-02-29,32.0,32.0,1
2020-03-01,16.0,16.0,1
2020-03-02,26.0,26.0,1
2020-03-03,19.0,19.0,1
2020-03-04,42.0,42.0,1
2020-03-05,28.0,28.0,1
2020-03-06,22.0,22.0,1
2020-03-07,25.0,25.0,1
2020-03-08,25.0,25.0,1
2020-03-09,50.0,50.0,1
2020-03-10,74.0,74.0,1
2020-03-11,83.0,83.0,1
2020-03-12,100.0,100.0,1
2020-03-13,82.0,82.0,1
2020-03-14,68.0,68.0,1
2020-03-15,56.0,56.0,1
2020-03-16,48.0,48.0,1
2020-03-17,47.0,47.0,1
2020-03-18,35.0,35.0,1
2020-03-19,39.0,39.0,1
2020-03-20,30.0,30.0,1
2020-03-21,26.0,26.0,1
2020-03-22,28.0,28.0,1
2020-03-23,24.0,24.0,1
2020-03-24,23.0,23.0,1
2020-03-25,27.0,27.0,1
2020-03-26,20.0,20.0,1
2020-03-27,24.0,24.0,1
2020-03-28,24.0,24.0,1
2020-03-29,23.0,23.0,1
2020-03-30,21.0,21.0,1
2020-03-31,22.0,22.0,1
2020-04-01,12.0,12.0,1
2020-04-02,17.0,17.0,1
2020-04-03,17.0,17.0,1
2020-04-04,12.0,12.0,1
2020-04-05,14.0,14.0,1
2020-04-06,16.0,16.0,1
2020-04-07,15.0,15.0,1
2020-04-08,11.0,11.0,1
2020-04-09,8.0,8.0,1
2020-04-10,9.0,9.0,1
2020-04-11,12.0,12.0,1
2020-04-12,11.0,11.0,1
2020-04-13,10.0,10.0,1
2020-04-14,9.0,9.0,1
2020-04-15,10.0,10.0,1
2020-04-16,11.0,11.0,1
2020-04-17,10.0,10.0,1
2020-04-18,9.0,9.0,1
2020-04-19,6.0,6.0,1
2020-04-20,11.0,11.0,1
2020-04-21,8.0,8.0,1
2020-04-22,10.0,10.0,1
2020-04-23,7.0,7.0,1
2020-04-24,11.0,11.0,1
2020-04-25,6.0,6.0,1
2020-04-26,6.0,6.0,1
2020-04-27,6.0,6.0,1
2020-04-28,7.0,7.0,1
2020-04-29,7.0,7.0,1
2020-04-30,8.0,8.0,1
2020-05-01,5.0,5.0,1
2020-05-02,5.0,5.0,1
2020-05-03,6.0,6.0,1
2020-05-04,8.0,8.0,1
2020-05-05,7.0,7.0,1
2020-05-06,3.0,3.0,1
2020-05-07,4.0,4.0,1
2020-05-08,5.0,5.0,1
2020-05-09,4.0,4.0,1
2020-05-10,5.0,5.0,1
2020-05-11,5.0,5.0,1
2020-05-12,10.0,10.0,1
2020-05-13,6.0,6.0,1
2020-05-14,6.0,6.0,1
2020-05-15,5.0,5.0,1
2020-05-16,3.0,3.0,1
2020-05-17,3.0,3.0,1
2020-05-18,5.0,5.0,1
2020-05-19,8.0,8.0,1
2020-05-20,3.0,3.0,1
2020-05-21,9.0,9.0,1
2020-05-22,6.0,6.0,1
2020-05-23,3.0,3.0,1
2020-05-24,5.0,5.0,1
2020-05-25,4.0,4.0,1
2020-05-26,6.0,6.0,1
2020-05-27,3.0,3.0,1
2020-05-28,5.0,5.0,1
2020-05-29,7.0,7.0,1
2020-05-30,3.0,3.0,1
2020-05-31,3.0,3.0,1
2020-06-01,5.0,5.0,1
2020-06-02,3.0,3.0,1
2020-06-03,3.0,3.0,1
2020-06-04,2.0,2.0,1
2020-06-05,3.0,3.0,1
2020-06-06,2.0,2.0,1
2020-06-07,3.0,3.0,1
2020-06-08,6.0,6.0,1
2020-06-09,2.0,2.0,1
2020-06-10,6.0,6.0,1
2020-06-11,4.0,4.0,1
2020-06-12,4.0,4.0,1
2020-06-13,2.0,2.0,1
2020-06-14,6.0,6.0,1
2020-06-15,5.0,5.0,1
2020-06-16,3.0,3.0,1
2020-06-17,5.0,5.0,1
2020-06-18,4.0,4.0,1
2020-06-19,4.0,4.0,1
2020-06-20,4.0,4.0,1
2020-06-21,3.0,3.0,1
2020-06-22,6.0,6.0,1
2020-06-23,3.0,3.0,1
2020-06-24,4.0,4.0,1
2020-06-25,3.0,3.0,1
2020-06-26,4.0,4.0,1
2020-06-27,4.0,4.0,1
2020-06-28,6.0,6.0,1
2020-06-29,1.0,1.0,1
2020-06-30,4.0,4.0,1
2020-07-01,7.0,7.0,1
2020-07-02,4.0,4.0,1
2020-07-03,4.0,4.0,1
2020-07-04,5.0,5.0,1
2020-07-05,3.0,3.0,1
2020-07-06,4.0,4.0,1
2020-07-07,2.0,2.0,1
2020-07-08,2.0,2.0,1
2020-07-09,2.0,2.0,1
2020-07-10,4.0,4.0,1
2020-07-11,1.0,1.0,1
2020-07-12,1.0,1.0,1
2020-07-13,4.0,4.0,1
2020-07-14,2.0,2.0,1
2020-07-15,6.0,6.0,1
2020-07-16,3.0,3.0,1
2020-07-17,3.0,3.0,1
2020-07-18,7.0,7.0,1
2020-07-19,6.0,6.0,1
2020-07-20,5.0,5.0,1
2020-07-21,8.0,8.0,1
2020-07-22,5.0,5.0,1
2020-07-23,4.0,4.0,1
2020-07-24,2.0,2.0,1
2020-07-25,7.0,7.0,1
2020-07-26,8.0,8.0,1
2020-07-27,5.0,5.0,1
2020-07-28,4.0,4.0,1
2020-07-29,6.0,6.0,1
2020-07-30,8.0,8.0,1
2020-07-31,3.0,3.0,1
2020-08-01,5.0,5.0,1
2020-08-02,5.0,5.0,1
2020-08-03,7.0,7.0,1
2020-08-04,7.0,7.0,1
2020-08-05,9.0,9.0,1
2020-08-06,12.0,12.0,1
2020-08-07,4.0,4.0,1
2020-08-08,7.0,7.0,1
2020-08-09,7.0,7.0,1
2020-08-10,8.0,8.0,1
2020-08-11,5.0,5.0,1
2020-08-12,8.0,8.0,1
2020-08-13,12.0,12.0,1
2020-08-14,7.0,7.0,1
2020-08-15,6.0,6.0,1
2020-08-16,6.0,6.0,1
2020-08-17,5.0,5.0,1
2020-08-18,6.0,6.0,1
2020-08-19,5.0,5.0,1
2020-08-20,6.0,6.0,1
2020-08-21,5.0,5.0,1
2020-08-22,9.0,9.0,1
2020-08-23,10.0,10.0,1
2020-08-24,10.0,10.0,1
2020-08-25,8.0,8.0,1
2020-08-26,9.0,9.0,1
2020-08-27,6.0,6.0,1
2020-08-28,8.0,8.0,1
2020-08-29,4.0,4.0,1
2020-08-30,5.0,5.0,1
2020-08-31,5.0,5.0,1
2020-09-01,5.0,5.0,1
2020-09-02,6.0,6.0,1
2020-09-03,6.0,6.0,1
2020-09-04,6.0,6.0,1
2020-09-05,7.0,7.0,1
2020-09-06,7.0,7.0,1
2020-09-07,6.0,6.0,1
2020-09-08,7.0,7.0,1
2020-09-09,7.0,7.0,1
2020-09-10,9.0,9.0,1
2020-09-11,6.0,6.0,1
2020-09-12,5.0,5.0,1
2020-09-13,8.0,8.0,1
2020-09-14,6.0,6.0,1
2020-09-15,4.0,4.0,1
2020-09-16,3.0,3.0,1
2020-09-17,3.0,3.0,1
2020-09-18,7.0,7.0,1
2020-09-19,5.0,5.0,1
2020-09-20,8.0,8.0,1
2020-09-21,5.0,5.0,1
2020-09-22,4.0,4.0,1
2020-09-23,8.0,8.0,1
2020-09-24,4.0,4.0,1
2020-09-25,8.0,8.0,1
2020-09-26,2.0,2.0,1
2020-09-27,3.0,3.0,1
2020-09-28,8.0,8.0,1
2020-09-29,7.0,7.0,1
2020-09-30,4.0,4.0,1
2020-10-01,8.0,8.0,1
2020-10-02,8.0,8.0,1
2020-10-03,6.0,6.0,1
2020-10-04,9.0,9.0,1
2020-10-05,8.0,8.0,1
2020-10-06,13.0,13.0,1
2020-10-07,7.0,7.0,1
2020-10-08,9.0,9.0,1
2020-10-09,14.0,14.0,1
2020-10-10,12.0,12.0,1
2020-10-11,18.0,18.0,1
2020-10-12,18.0,18.0,1
2020-10-13,13.0,13.0,1
2020-10-14,14.0,14.0,1
2020-10-15,17.0,17.0,1
2020-10-16,11.0,11.0,1
2020-10-17,16.0,16.0,1
2020-10-18,13.0,13.0,1
2020-10-19,15.0,15.0,1
2020-10-20,12.0,12.0,1
2020-10-21,15.0,15.0,1
2020-10-22,13.0,13.0,1
2020-10-23,19.0,19.0,1
2020-10-24,19.0,19.0,1
2020-10-25,17.0,17.0,1
2020-10-26,17.0,17.0,1
2020-10-27,15.0,15.0,1
2020-09-28,17.0,17.0,2
2020-09-29,16.0,16.0,2
2020-09-30,18.0,18.0,2
2020-10-01,12.0,12.0,2
2020-10-02,15.0,15.0,2
2020-10-03,20.0,20.0,2
2020-10-04,21.0,21.0,2
2020-10-05,28.0,28.0,2
2020-10-06,23.0,23.0,2
2020-10-07,21.0,21.0,2
2020-10-08,31.0,31.0,2
2020-10-09,24.0,24.0,2
2020-10-10,28.0,28.0,2
2020-10-11,34.0,34.0,2
2020-10-12,39.0,39.0,2
2020-10-13,42.0,42.0,2
2020-10-14,47.0,47.0,2
2020-10-15,39.0,39.0,2
2020-10-16,34.0,34.0,2
2020-10-17,32.0,32.0,2
2020-10-18,44.0,44.0,2
2020-10-19,59.0,59.0,2
2020-10-20,39.0,39.0,2
2020-10-21,48.0,48.0,2
2020-10-22,34.0,34.0,2
2020-10-23,42.0,42.0,2
2020-10-24,42.0,42.0,2
2020-10-25,44.0,44.0,2
2020-10-26,40.0,40.0,2
2020-10-27,37.0,37.0,2
2020-10-28,38.0,38.0,2
2020-10-29,40.0,40.0,2
2020-10-30,35.0,35.0,2
2020-10-31,40.0,40.0,2
2020-11-01,28.0,28.0,2
2020-11-02,30.0,30.0,2
2020-11-03,36.0,36.0,2
2020-11-04,24.0,24.0,2
2020-11-05,43.0,43.0,2
2020-11-06,27.0,27.0,2
2020-11-07,29.0,29.0,2
2020-11-08,26.0,26.0,2
2020-11-09,23.0,23.0,2
2020-11-10,30.0,30.0,2
2020-11-11,24.0,24.0,2
2020-11-12,17.0,17.0,2
2020-11-13,29.0,29.0,2
2020-11-14,21.0,21.0,2
2020-11-15,21.0,21.0,2
2020-11-16,27.0,27.0,2
2020-11-17,30.0,30.0,2
2020-11-18,21.0,21.0,2
2020-11-19,24.0,24.0,2
2020-11-20,26.0,26.0,2
2020-11-21,14.0,14.0,2
2020-11-22,20.0,20.0,2
2020-11-23,14.0,14.0,2
2020-11-24,22.0,22.0,2
2020-11-25,16.0,16.0,2
2020-11-26,15.0,15.0,2
2020-11-27,19.0,19.0,2
2020-11-28,11.0,11.0,2
2020-11-29,9.0,9.0,2
2020-11-30,12.0,12.0,2
2020-12-01,21.0,21.0,2
2020-12-02,17.0,17.0,2
2020-12-03,23.0,23.0,2
2020-12-04,22.0,22.0,2
2020-12-05,16.0,16.0,2
2020-12-06,19.0,19.0,2
2020-12-07,19.0,19.0,2
2020-12-08,18.0,18.0,2
2020-12-09,27.0,27.0,2
2020-12-10,21.0,21.0,2
2020-12-11,22.0,22.0,2
2020-12-12,9.0,9.0,2
2020-12-13,17.0,17.0,2
2020-12-14,14.0,14.0,2
2020-12-15,19.0,19.0,2
2020-12-16,18.0,18.0,2
2020-12-17,18.0,18.0,2
2020-12-18,19.0,19.0,2
2020-12-19,28.0,28.0,2
2020-12-20,100.0,100.0,2
2020-12-21,70.0,70.0,2
2020-12-22,28.0,28.0,2
2020-12-23,33.0,33.0,2
2020-12-24,14.0,14.0,2
2020-12-25,17.0,17.0,2
2020-12-26,17.0,17.0,2
2020-12-27,23.0,23.0,2
2020-12-28,17.0,17.0,2
2020-12-29,21.0,21.0,2
2020-12-30,25.0,25.0,2
2020-12-31,16.0,16.0,2
2021-01-01,32.0,32.0,2
2021-01-02,8.0,8.0,2
2021-01-03,20.0,20.0,2
2021-01-04,23.0,23.0,2
2021-01-05,27.0,27.0,2
2021-01-06,22.0,22.0,2
2021-01-07,17.0,17.0,2
2021-01-08,22.0,22.0,2
2021-01-09,14.0,14.0,2
2021-01-10,7.0,7.0,2
2021-01-11,19.0,19.0,2
2021-01-12,17.0,17.0,2
2021-01-13,14.0,14.0,2
2021-01-14,20.0,20.0,2
2021-01-15,18.0,18.0,2
2021-01-16,6.0,6.0,2
2021-01-17,16.0,16.0,2
2021-01-18,17.0,17.0,2
2021-01-19,14.0,14.0,2
2021-01-20,11.0,11.0,2
2021-01-21,22.0,22.0,2
2021-01-22,14.0,14.0,2
2021-01-23,15.0,15.0,2
2021-01-24,7.0,7.0,2
2021-01-25,18.0,18.0,2
2021-01-26,12.0,12.0,2
2021-01-27,12.0,12.0,2
2021-01-28,10.0,10.0,2
2021-01-29,14.0,14.0,2
2021-01-30,6.0,6.0,2
2021-01-31,7.0,7.0,2
2021-02-01,10.0,10.0,2
2021-02-02,22.0,22.0,2
2021-02-03,20.0,20.0,2
2021-02-04,11.0,11.0,2
2021-02-05,18.0,18.0,2
2021-02-06,14.0,14.0,2
2021-02-07,10.0,10.0,2
2021-02-08,11.0,11.0,2
2021-02-09,9.0,9.0,2
2021-02-10,15.0,15.0,2
2021-02-11,11.0,11.0,2
2021-02-12,8.0,8.0,2
2021-02-13,11.0,11.0,2
2021-02-14,9.0,9.0,2
2021-02-15,6.0,6.0,2
2021-02-16,15.0,15.0,2
2021-02-17,6.0,6.0,2
2021-02-18,9.0,9.0,2
2021-02-19,12.0,12.0,2
2021-02-20,8.0,8.0,2
2021-02-21,7.0,7.0,2
2021-02-22,12.0,12.0,2
2021-02-23,14.0,14.0,2
2021-02-24,15.0,15.0,2
2021-02-25,14.0,14.0,2
2021-02-26,9.0,9.0,2
2021-02-27,11.0,11.0,2
2021-02-28,14.0,14.0,2
2021-03-01,16.0,16.0,2
2021-03-02,19.0,19.0,2
2021-03-03,19.0,19.0,2
2021-03-04,12.0,12.0,2
2021-03-05,19.0,19.0,2
2021-03-06,19.0,19.0,2
2021-03-07,6.0,6.0,2
2021-03-08,13.0,13.0,2
2021-03-09,16.0,16.0,2
2021-03-10,20.0,20.0,2
2021-03-11,15.0,15.0,2
2021-03-12,16.0,16.0,2
2021-03-13,19.0,19.0,2
2021-03-14,20.0,20.0,2
2021-03-15,16.0,16.0,2
2021-03-16,24.0,24.0,2
2021-03-17,30.0,30.0,2
2021-03-18,27.0,27.0,2
2021-03-19,32.0,32.0,2
2021-03-20,12.0,12.0,2
2021-03-21,15.0,15.0,2
2021-03-22,17.0,17.0,2
2021-03-23,18.0,18.0,2
2021-03-24,19.0,19.0,2
2021-03-25,35.0,35.0,2
2021-03-26,30.0,30.0,2
2021-03-27,24.0,24.0,2
2021-03-28,16.0,16.0,2
2021-03-29,22.0,22.0,2
2021-03-30,18.0,18.0,2
2021-03-31,17.0,17.0,2
2021-04-01,27.0,27.0,2
2021-04-02,21.0,21.0,2
2021-04-03,14.0,14.0,2
2021-04-04,21.0,21.0,2
2021-04-05,17.0,17.0,2
2021-04-06,16.0,16.0,2
2021-04-07,22.0,22.0,2
2021-04-08,13.0,13.0,2
2021-04-09,14.0,14.0,2
2021-04-10,16.0,16.0,2
2021-04-11,11.0,11.0,2
2021-04-12,13.0,13.0,2
2021-04-13,22.0,22.0,2
2021-04-14,21.0,21.0,2
2021-04-15,15.0,15.0,2
2021-04-16,14.0,14.0,2
2021-04-17,17.0,17.0,2
2021-04-18,16.0,16.0,2
2021-04-19,21.0,21.0,2
2021-04-20,13.0,13.0,2
2021-04-21,19.0,19.0,2
2021-04-22,17.0,17.0,2
2021-04-23,15.0,15.0,2
2021-04-24,13.0,13.0,2
2021-04-25,11.0,11.0,2
2021-04-26,16.0,16.0,2
2021-04-27,16.0,16.0,2
2021-04-28,14.0,14.0,2
2021-04-29,14.0,14.0,2
