date,/m/01c751_0,/m/01c751,batch_id
2020-02-01,8.0,8.0,1
2020-02-02,0.0,0.0,1
2020-02-03,6.0,6.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,8.0,8.0,1
2020-02-09,8.0,8.0,1
2020-02-10,14.0,14.0,1
2020-02-11,0.0,0.0,1
2020-02-12,21.0,21.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,7.0,7.0,1
2020-02-23,7.0,7.0,1
2020-02-24,34.0,34.0,1
2020-02-25,14.0,14.0,1
2020-02-26,20.0,20.0,1
2020-02-27,26.0,26.0,1
2020-02-28,21.0,21.0,1
2020-02-29,24.0,24.0,1
2020-03-01,8.0,8.0,1
2020-03-02,8.0,8.0,1
2020-03-03,0.0,0.0,1
2020-03-04,0.0,0.0,1
2020-03-05,0.0,0.0,1
2020-03-06,21.0,21.0,1
2020-03-07,45.0,45.0,1
2020-03-08,7.0,7.0,1
2020-03-09,19.0,19.0,1
2020-03-10,65.0,65.0,1
2020-03-11,100.0,100.0,1
2020-03-12,91.0,91.0,1
2020-03-13,75.0,75.0,1
2020-03-14,91.0,91.0,1
2020-03-15,80.0,80.0,1
2020-03-16,85.0,85.0,1
2020-03-17,47.0,47.0,1
2020-03-18,55.0,55.0,1
2020-03-19,55.0,55.0,1
2020-03-20,60.0,60.0,1
2020-03-21,65.0,65.0,1
2020-03-22,59.0,59.0,1
2020-03-23,60.0,60.0,1
2020-03-24,36.0,36.0,1
2020-03-25,71.0,71.0,1
2020-03-26,53.0,53.0,1
2020-03-27,28.0,28.0,1
2020-03-28,46.0,46.0,1
2020-03-29,53.0,53.0,1
2020-03-30,30.0,30.0,1
2020-03-31,35.0,35.0,1
2020-04-01,29.0,29.0,1
2020-04-02,18.0,18.0,1
2020-04-03,24.0,24.0,1
2020-04-04,13.0,13.0,1
2020-04-05,6.0,6.0,1
2020-04-06,17.0,17.0,1
2020-04-07,24.0,24.0,1
