date,/m/0g9pc_0,/m/0g9pc,batch_id
2020-02-01,23.0,23.0,1
2020-02-02,21.0,21.0,1
2020-02-03,20.0,20.0,1
2020-02-04,13.0,13.0,1
2020-02-05,9.0,9.0,1
2020-02-06,10.0,10.0,1
2020-02-07,8.0,8.0,1
2020-02-08,10.0,10.0,1
2020-02-09,11.0,11.0,1
2020-02-10,6.0,6.0,1
2020-02-11,10.0,10.0,1
2020-02-12,8.0,8.0,1
2020-02-13,9.0,9.0,1
2020-02-14,5.0,5.0,1
2020-02-15,7.0,7.0,1
2020-02-16,5.0,5.0,1
2020-02-17,5.0,5.0,1
2020-02-18,2.0,2.0,1
2020-02-19,5.0,5.0,1
2020-02-20,2.0,2.0,1
2020-02-21,6.0,6.0,1
2020-02-22,19.0,19.0,1
2020-02-23,37.0,37.0,1
2020-02-24,56.0,56.0,1
2020-02-25,100.0,100.0,1
2020-02-26,46.0,46.0,1
2020-02-27,33.0,33.0,1
2020-02-28,27.0,27.0,1
2020-02-29,20.0,20.0,1
2020-03-01,19.0,19.0,1
2020-03-02,19.0,19.0,1
2020-03-03,25.0,25.0,1
2020-03-04,17.0,17.0,1
2020-03-05,23.0,23.0,1
2020-03-06,21.0,21.0,1
2020-03-07,17.0,17.0,1
2020-03-08,21.0,21.0,1
2020-03-09,29.0,29.0,1
2020-03-10,36.0,36.0,1
2020-03-11,62.0,62.0,1
2020-03-12,82.0,82.0,1
2020-03-13,74.0,74.0,1
2020-03-14,69.0,69.0,1
2020-03-15,66.0,66.0,1
2020-03-16,61.0,61.0,1
2020-03-17,61.0,61.0,1
2020-03-18,59.0,59.0,1
2020-03-19,56.0,56.0,1
2020-03-20,58.0,58.0,1
2020-03-21,89.0,89.0,1
2020-03-22,48.0,48.0,1
2020-03-23,52.0,52.0,1
2020-03-24,49.0,49.0,1
2020-03-25,37.0,37.0,1
2020-03-26,34.0,34.0,1
2020-03-27,40.0,40.0,1
2020-03-28,43.0,43.0,1
2020-03-29,43.0,43.0,1
2020-03-30,31.0,31.0,1
2020-03-31,30.0,30.0,1
2020-04-01,29.0,29.0,1
2020-04-02,18.0,18.0,1
2020-04-03,18.0,18.0,1
2020-04-04,25.0,25.0,1
2020-04-05,19.0,19.0,1
2020-04-06,22.0,22.0,1
2020-04-07,16.0,16.0,1
2020-04-08,20.0,20.0,1
2020-04-09,22.0,22.0,1
2020-04-10,16.0,16.0,1
2020-04-11,19.0,19.0,1
2020-04-12,18.0,18.0,1
2020-04-13,18.0,18.0,1
2020-04-14,16.0,16.0,1
2020-04-15,11.0,11.0,1
2020-04-16,14.0,14.0,1
2020-04-17,13.0,13.0,1
2020-04-18,10.0,10.0,1
2020-04-19,13.0,13.0,1
2020-04-20,9.0,9.0,1
2020-04-21,6.0,6.0,1
2020-04-22,16.0,16.0,1
2020-04-23,11.0,11.0,1
2020-04-24,7.0,7.0,1
2020-04-25,7.0,7.0,1
2020-04-26,7.0,7.0,1
2020-04-27,8.0,8.0,1
2020-04-28,7.0,7.0,1
2020-04-29,7.0,7.0,1
2020-04-30,7.0,7.0,1
2020-05-01,10.0,10.0,1
2020-05-02,7.0,7.0,1
2020-05-03,9.0,9.0,1
2020-05-04,8.0,8.0,1
2020-05-05,9.0,9.0,1
2020-05-06,6.0,6.0,1
2020-05-07,7.0,7.0,1
2020-05-08,6.0,6.0,1
2020-05-09,6.0,6.0,1
2020-05-10,8.0,8.0,1
2020-05-11,5.0,5.0,1
2020-05-12,8.0,8.0,1
2020-05-13,6.0,6.0,1
2020-05-14,5.0,5.0,1
2020-05-15,3.0,3.0,1
2020-05-16,7.0,7.0,1
2020-05-17,5.0,5.0,1
2020-05-18,7.0,7.0,1
2020-05-19,4.0,4.0,1
2020-05-20,7.0,7.0,1
2020-05-21,2.0,2.0,1
2020-05-22,4.0,4.0,1
2020-05-23,5.0,5.0,1
2020-05-24,4.0,4.0,1
2020-05-25,3.0,3.0,1
2020-05-26,7.0,7.0,1
2020-05-27,5.0,5.0,1
2020-05-28,2.0,2.0,1
2020-05-29,4.0,4.0,1
2020-05-30,3.0,3.0,1
2020-05-31,1.0,1.0,1
2020-06-01,5.0,5.0,1
2020-06-02,4.0,4.0,1
2020-06-03,3.0,3.0,1
2020-06-04,4.0,4.0,1
2020-06-05,4.0,4.0,1
2020-06-06,3.0,3.0,1
2020-06-07,2.0,2.0,1
2020-06-08,3.0,3.0,1
2020-06-09,2.0,2.0,1
2020-06-10,4.0,4.0,1
2020-06-11,4.0,4.0,1
2020-06-12,6.0,6.0,1
2020-06-13,5.0,5.0,1
2020-06-14,4.0,4.0,1
2020-06-15,4.0,4.0,1
2020-06-16,3.0,3.0,1
2020-06-17,4.0,4.0,1
2020-06-18,5.0,5.0,1
2020-06-19,6.0,6.0,1
2020-06-20,5.0,5.0,1
2020-06-21,7.0,7.0,1
2020-06-22,10.0,10.0,1
2020-06-23,5.0,5.0,1
2020-06-24,9.0,9.0,1
2020-06-25,12.0,12.0,1
2020-06-26,8.0,8.0,1
2020-06-27,10.0,10.0,1
2020-06-28,7.0,7.0,1
2020-06-29,4.0,4.0,1
2020-06-30,6.0,6.0,1
2020-07-01,5.0,5.0,1
2020-07-02,7.0,7.0,1
2020-07-03,5.0,5.0,1
2020-07-04,7.0,7.0,1
2020-07-05,6.0,6.0,1
2020-07-06,5.0,5.0,1
2020-07-07,4.0,4.0,1
2020-07-08,5.0,5.0,1
2020-07-09,4.0,4.0,1
2020-07-10,8.0,8.0,1
2020-07-11,6.0,6.0,1
2020-07-12,8.0,8.0,1
2020-07-13,3.0,3.0,1
