date,/m/02gy9__0,/m/02gy9_,batch_id
2020-02-01,33.0,33.0,1
2020-02-02,43.0,43.0,1
2020-02-03,31.0,31.0,1
2020-02-04,55.0,55.0,1
2020-02-05,28.0,28.0,1
2020-02-06,35.0,35.0,1
2020-02-07,18.0,18.0,1
2020-02-08,7.0,7.0,1
2020-02-09,48.0,48.0,1
2020-02-10,46.0,46.0,1
2020-02-11,57.0,57.0,1
2020-02-12,44.0,44.0,1
2020-02-13,37.0,37.0,1
2020-02-14,38.0,38.0,1
2020-02-15,17.0,17.0,1
2020-02-16,24.0,24.0,1
2020-02-17,23.0,23.0,1
2020-02-18,16.0,16.0,1
2020-02-19,7.0,7.0,1
2020-02-20,43.0,43.0,1
2020-02-21,27.0,27.0,1
2020-02-22,21.0,21.0,1
2020-02-23,34.0,34.0,1
2020-02-24,45.0,45.0,1
2020-02-25,52.0,52.0,1
2020-02-26,65.0,65.0,1
2020-02-27,43.0,43.0,1
2020-02-28,20.0,20.0,1
2020-02-29,21.0,21.0,1
2020-03-01,45.0,45.0,1
2020-03-02,29.0,29.0,1
2020-03-03,74.0,74.0,1
2020-03-04,29.0,29.0,1
2020-03-05,59.0,59.0,1
2020-03-06,27.0,27.0,1
2020-03-07,18.0,18.0,1
2020-03-08,31.0,31.0,1
2020-03-09,53.0,53.0,1
2020-03-10,28.0,28.0,1
2020-03-11,22.0,22.0,1
2020-03-12,37.0,37.0,1
2020-03-13,52.0,52.0,1
2020-03-14,11.0,11.0,1
2020-03-15,44.0,44.0,1
2020-03-16,28.0,28.0,1
2020-03-17,47.0,47.0,1
2020-03-18,47.0,47.0,1
2020-03-19,39.0,39.0,1
2020-03-20,47.0,47.0,1
2020-03-21,21.0,21.0,1
2020-03-22,39.0,39.0,1
2020-03-23,71.0,71.0,1
2020-03-24,100.0,100.0,1
2020-03-25,91.0,91.0,1
2020-03-26,62.0,62.0,1
2020-03-27,29.0,29.0,1
2020-03-28,20.0,20.0,1
2020-03-29,46.0,46.0,1
2020-03-30,59.0,59.0,1
2020-03-31,44.0,44.0,1
2020-04-01,50.0,50.0,1
2020-04-02,77.0,77.0,1
2020-04-03,48.0,48.0,1
2020-04-04,20.0,20.0,1
2020-04-05,20.0,20.0,1
2020-04-06,26.0,26.0,1
2020-04-07,18.0,18.0,1
2020-04-08,19.0,19.0,1
2020-04-09,36.0,36.0,1
2020-04-10,20.0,20.0,1
2020-04-11,10.0,10.0,1
2020-04-12,20.0,20.0,1
2020-04-13,32.0,32.0,1
2020-04-14,40.0,40.0,1
2020-04-15,19.0,19.0,1
2020-04-16,25.0,25.0,1
2020-04-17,15.0,15.0,1
2020-04-18,13.0,13.0,1
2020-04-19,27.0,27.0,1
2020-04-20,93.0,93.0,1
2020-04-21,75.0,75.0,1
2020-04-22,64.0,64.0,1
2020-04-23,38.0,38.0,1
2020-04-24,97.0,97.0,1
2020-04-25,23.0,23.0,1
2020-04-26,23.0,23.0,1
2020-04-27,73.0,73.0,1
2020-04-28,89.0,89.0,1
2020-04-29,60.0,60.0,1
2020-04-30,49.0,49.0,1
2020-05-01,41.0,41.0,1
2020-05-02,22.0,22.0,1
2020-05-03,26.0,26.0,1
2020-05-04,61.0,61.0,1
2020-05-05,52.0,52.0,1
2020-05-06,60.0,60.0,1
2020-05-07,77.0,77.0,1
2020-05-08,39.0,39.0,1
2020-05-09,17.0,17.0,1
2020-05-10,31.0,31.0,1
2020-05-11,54.0,54.0,1
2020-05-12,56.0,56.0,1
2020-05-13,58.0,58.0,1
2020-05-14,44.0,44.0,1
2020-05-15,36.0,36.0,1
2020-05-16,26.0,26.0,1
2020-05-17,20.0,20.0,1
2020-05-18,59.0,59.0,1
2020-05-19,51.0,51.0,1
2020-05-20,46.0,46.0,1
2020-05-21,43.0,43.0,1
2020-05-22,29.0,29.0,1
2020-05-23,9.0,9.0,1
2020-05-24,26.0,26.0,1
2020-05-25,14.0,14.0,1
2020-05-26,25.0,25.0,1
2020-05-27,25.0,25.0,1
2020-05-28,22.0,22.0,1
2020-05-29,19.0,19.0,1
2020-05-30,10.0,10.0,1
2020-05-31,21.0,21.0,1
2020-06-01,39.0,39.0,1
2020-06-02,39.0,39.0,1
2020-06-03,24.0,24.0,1
2020-06-04,55.0,55.0,1
2020-06-05,60.0,60.0,1
2020-06-06,28.0,28.0,1
2020-06-07,10.0,10.0,1
2020-06-08,61.0,61.0,1
2020-06-09,51.0,51.0,1
2020-06-10,46.0,46.0,1
2020-06-11,59.0,59.0,1
2020-06-12,59.0,59.0,1
2020-06-13,34.0,34.0,1
2020-06-14,23.0,23.0,1
2020-06-15,58.0,58.0,1
2020-06-16,37.0,37.0,1
2020-06-17,32.0,32.0,1
2020-06-18,29.0,29.0,1
2020-06-19,47.0,47.0,1
2020-06-20,20.0,20.0,1
2020-06-21,10.0,10.0,1
2020-06-22,34.0,34.0,1
2020-06-23,37.0,37.0,1
2020-06-24,37.0,37.0,1
2020-06-25,19.0,19.0,1
2020-06-26,45.0,45.0,1
2020-06-27,18.0,18.0,1
2020-06-28,21.0,21.0,1
2020-06-29,50.0,50.0,1
2020-06-30,57.0,57.0,1
2020-07-01,36.0,36.0,1
2020-07-02,23.0,23.0,1
2020-07-03,24.0,24.0,1
2020-07-04,10.0,10.0,1
2020-07-05,20.0,20.0,1
2020-07-06,33.0,33.0,1
2020-07-07,27.0,27.0,1
2020-07-08,21.0,21.0,1
2020-07-09,27.0,27.0,1
2020-07-10,39.0,39.0,1
2020-07-11,18.0,18.0,1
2020-07-12,11.0,11.0,1
2020-07-13,25.0,25.0,1
2020-07-14,40.0,40.0,1
2020-07-15,31.0,31.0,1
2020-07-16,23.0,23.0,1
2020-07-17,27.0,27.0,1
2020-07-18,11.0,11.0,1
2020-07-19,25.0,25.0,1
2020-07-20,10.0,10.0,1
2020-07-21,44.0,44.0,1
2020-07-22,7.0,7.0,1
2020-07-23,13.0,13.0,1
2020-07-24,14.0,14.0,1
2020-07-25,0.0,0.0,1
2020-07-26,14.0,14.0,1
2020-07-27,16.0,16.0,1
2020-07-28,7.0,7.0,1
2020-07-29,10.0,10.0,1
2020-07-30,7.0,7.0,1
2020-07-31,14.0,14.0,1
2020-08-01,7.0,7.0,1
2020-08-02,18.0,18.0,1
2020-08-03,16.0,16.0,1
2020-08-04,16.0,16.0,1
2020-08-05,23.0,23.0,1
2020-08-06,13.0,13.0,1
2020-08-07,11.0,11.0,1
2020-08-08,8.0,8.0,1
2020-08-09,22.0,22.0,1
2020-08-10,16.0,16.0,1
2020-08-11,6.0,6.0,1
2020-08-12,13.0,13.0,1
2020-08-13,16.0,16.0,1
2020-08-14,7.0,7.0,1
2020-08-15,14.0,14.0,1
2020-08-16,10.0,10.0,1
2020-08-17,22.0,22.0,1
2020-08-18,13.0,13.0,1
2020-08-19,22.0,22.0,1
2020-08-20,10.0,10.0,1
2020-08-21,23.0,23.0,1
2020-08-22,7.0,7.0,1
2020-08-23,14.0,14.0,1
2020-08-24,6.0,6.0,1
2020-08-25,19.0,19.0,1
2020-08-26,17.0,17.0,1
2020-08-27,10.0,10.0,1
2020-08-28,13.0,13.0,1
2020-08-29,11.0,11.0,1
2020-08-30,26.0,26.0,1
2020-08-31,28.0,28.0,1
2020-09-01,7.0,7.0,1
2020-09-02,26.0,26.0,1
2020-09-03,36.0,36.0,1
2020-09-04,31.0,31.0,1
2020-09-05,22.0,22.0,1
2020-09-06,18.0,18.0,1
2020-09-07,35.0,35.0,1
2020-09-08,29.0,29.0,1
2020-09-09,51.0,51.0,1
2020-09-10,37.0,37.0,1
2020-09-11,27.0,27.0,1
2020-09-12,28.0,28.0,1
2020-09-13,33.0,33.0,1
2020-09-14,50.0,50.0,1
2020-09-15,33.0,33.0,1
2020-09-16,42.0,42.0,1
2020-09-17,40.0,40.0,1
2020-09-18,31.0,31.0,1
2020-09-19,22.0,22.0,1
2020-09-20,32.0,32.0,1
2020-09-21,49.0,49.0,1
2020-09-22,32.0,32.0,1
2020-09-23,57.0,57.0,1
2020-09-24,44.0,44.0,1
2020-09-25,41.0,41.0,1
2020-09-26,40.0,40.0,1
2020-09-27,29.0,29.0,1
2020-09-28,50.0,50.0,1
2020-09-29,44.0,44.0,1
2020-09-30,39.0,39.0,1
2020-10-01,39.0,39.0,1
2020-10-02,33.0,33.0,1
2020-10-03,10.0,10.0,1
2020-10-04,47.0,47.0,1
2020-10-05,87.0,87.0,1
2020-10-06,65.0,65.0,1
2020-10-07,34.0,34.0,1
2020-10-08,59.0,59.0,1
2020-10-09,33.0,33.0,1
2020-10-10,34.0,34.0,1
2020-10-11,23.0,23.0,1
2020-10-12,57.0,57.0,1
2020-10-13,66.0,66.0,1
2020-10-14,70.0,70.0,1
2020-10-15,25.0,25.0,1
2020-10-16,22.0,22.0,1
2020-10-17,19.0,19.0,1
2020-10-18,38.0,38.0,1
2020-10-19,56.0,56.0,1
2020-10-20,52.0,52.0,1
2020-10-21,38.0,38.0,1
2020-10-22,33.0,33.0,1
2020-10-23,21.0,21.0,1
2020-10-24,25.0,25.0,1
2020-10-25,36.0,36.0,1
2020-10-26,38.0,38.0,1
2020-10-27,51.0,51.0,1
2020-09-28,59.0,59.0,2
2020-09-29,35.0,35.0,2
2020-09-30,26.0,26.0,2
2020-10-01,53.0,53.0,2
2020-10-02,27.0,27.0,2
2020-10-03,22.0,22.0,2
2020-10-04,54.0,54.0,2
2020-10-05,26.0,26.0,2
2020-10-06,39.0,39.0,2
2020-10-07,41.0,41.0,2
2020-10-08,56.0,56.0,2
2020-10-09,29.0,29.0,2
2020-10-10,12.0,12.0,2
2020-10-11,21.0,21.0,2
2020-10-12,41.0,41.0,2
2020-10-13,39.0,39.0,2
2020-10-14,66.0,66.0,2
2020-10-15,20.0,20.0,2
2020-10-16,32.0,32.0,2
2020-10-17,12.0,12.0,2
2020-10-18,33.0,33.0,2
2020-10-19,56.0,56.0,2
2020-10-20,37.0,37.0,2
2020-10-21,19.0,19.0,2
2020-10-22,52.0,52.0,2
2020-10-23,26.0,26.0,2
2020-10-24,28.0,28.0,2
2020-10-25,32.0,32.0,2
2020-10-26,22.0,22.0,2
2020-10-27,33.0,33.0,2
2020-10-28,45.0,45.0,2
2020-10-29,19.0,19.0,2
2020-10-30,25.0,25.0,2
2020-10-31,14.0,14.0,2
2020-11-01,37.0,37.0,2
2020-11-02,30.0,30.0,2
2020-11-03,36.0,36.0,2
2020-11-04,37.0,37.0,2
2020-11-05,41.0,41.0,2
2020-11-06,47.0,47.0,2
2020-11-07,21.0,21.0,2
2020-11-08,33.0,33.0,2
2020-11-09,51.0,51.0,2
2020-11-10,38.0,38.0,2
2020-11-11,38.0,38.0,2
2020-11-12,38.0,38.0,2
2020-11-13,11.0,11.0,2
2020-11-14,24.0,24.0,2
2020-11-15,30.0,30.0,2
2020-11-16,24.0,24.0,2
2020-11-17,30.0,30.0,2
2020-11-18,38.0,38.0,2
2020-11-19,35.0,35.0,2
2020-11-20,78.0,78.0,2
2020-11-21,25.0,25.0,2
2020-11-22,28.0,28.0,2
2020-11-23,46.0,46.0,2
2020-11-24,24.0,24.0,2
2020-11-25,50.0,50.0,2
2020-11-26,31.0,31.0,2
2020-11-27,23.0,23.0,2
2020-11-28,8.0,8.0,2
2020-11-29,27.0,27.0,2
2020-11-30,26.0,26.0,2
2020-12-01,30.0,30.0,2
2020-12-02,48.0,48.0,2
2020-12-03,30.0,30.0,2
2020-12-04,22.0,22.0,2
2020-12-05,23.0,23.0,2
2020-12-06,23.0,23.0,2
2020-12-07,22.0,22.0,2
2020-12-08,33.0,33.0,2
2020-12-09,31.0,31.0,2
2020-12-10,34.0,34.0,2
2020-12-11,23.0,23.0,2
2020-12-12,14.0,14.0,2
2020-12-13,20.0,20.0,2
2020-12-14,49.0,49.0,2
2020-12-15,14.0,14.0,2
2020-12-16,28.0,28.0,2
2020-12-17,46.0,46.0,2
2020-12-18,15.0,15.0,2
2020-12-19,12.0,12.0,2
2020-12-20,27.0,27.0,2
2020-12-21,3.0,3.0,2
2020-12-22,12.0,12.0,2
2020-12-23,6.0,6.0,2
2020-12-24,10.0,10.0,2
2020-12-25,12.0,12.0,2
2020-12-26,6.0,6.0,2
2020-12-27,14.0,14.0,2
2020-12-28,22.0,22.0,2
2020-12-29,14.0,14.0,2
2020-12-30,11.0,11.0,2
2020-12-31,18.0,18.0,2
2021-01-01,18.0,18.0,2
2021-01-02,23.0,23.0,2
2021-01-03,11.0,11.0,2
2021-01-04,46.0,46.0,2
2021-01-05,42.0,42.0,2
2021-01-06,56.0,56.0,2
2021-01-07,58.0,58.0,2
2021-01-08,68.0,68.0,2
2021-01-09,28.0,28.0,2
2021-01-10,26.0,26.0,2
2021-01-11,72.0,72.0,2
2021-01-12,71.0,71.0,2
2021-01-13,71.0,71.0,2
2021-01-14,99.0,99.0,2
2021-01-15,61.0,61.0,2
2021-01-16,31.0,31.0,2
2021-01-17,31.0,31.0,2
2021-01-18,89.0,89.0,2
2021-01-19,85.0,85.0,2
2021-01-20,78.0,78.0,2
2021-01-21,53.0,53.0,2
2021-01-22,75.0,75.0,2
2021-01-23,8.0,8.0,2
2021-01-24,14.0,14.0,2
2021-01-25,79.0,79.0,2
2021-01-26,62.0,62.0,2
2021-01-27,70.0,70.0,2
2021-01-28,61.0,61.0,2
2021-01-29,77.0,77.0,2
2021-01-30,28.0,28.0,2
2021-01-31,40.0,40.0,2
2021-02-01,70.0,70.0,2
2021-02-02,85.0,85.0,2
2021-02-03,100.0,100.0,2
2021-02-04,71.0,71.0,2
2021-02-05,80.0,80.0,2
2021-02-06,8.0,8.0,2
2021-02-07,20.0,20.0,2
2021-02-08,60.0,60.0,2
2021-02-09,72.0,72.0,2
2021-02-10,69.0,69.0,2
2021-02-11,65.0,65.0,2
2021-02-12,55.0,55.0,2
2021-02-13,20.0,20.0,2
2021-02-14,15.0,15.0,2
2021-02-15,31.0,31.0,2
2021-02-16,25.0,25.0,2
2021-02-17,25.0,25.0,2
2021-02-18,25.0,25.0,2
2021-02-19,28.0,28.0,2
2021-02-20,17.0,17.0,2
2021-02-21,21.0,21.0,2
2021-02-22,83.0,83.0,2
2021-02-23,69.0,69.0,2
