date,/m/0b76bty_0,/m/0b76bty,batch_id
2020-02-01,51.0,51.0,1
2020-02-02,61.0,61.0,1
2020-02-03,17.0,17.0,1
2020-02-04,47.0,47.0,1
2020-02-05,56.0,56.0,1
2020-02-06,9.0,9.0,1
2020-02-07,19.0,19.0,1
2020-02-08,31.0,31.0,1
2020-02-09,20.0,20.0,1
2020-02-10,9.0,9.0,1
2020-02-11,27.0,27.0,1
2020-02-12,36.0,36.0,1
2020-02-13,38.0,38.0,1
2020-02-14,48.0,48.0,1
2020-02-15,42.0,42.0,1
2020-02-16,30.0,30.0,1
2020-02-17,37.0,37.0,1
2020-02-18,46.0,46.0,1
2020-02-19,0.0,0.0,1
2020-02-20,28.0,28.0,1
2020-02-21,37.0,37.0,1
2020-02-22,40.0,40.0,1
2020-02-23,62.0,62.0,1
2020-02-24,27.0,27.0,1
2020-02-25,55.0,55.0,1
2020-02-26,9.0,9.0,1
2020-02-27,37.0,37.0,1
2020-02-28,9.0,9.0,1
2020-02-29,52.0,52.0,1
2020-03-01,40.0,40.0,1
2020-03-02,27.0,27.0,1
2020-03-03,18.0,18.0,1
2020-03-04,36.0,36.0,1
2020-03-05,46.0,46.0,1
2020-03-06,28.0,28.0,1
2020-03-07,31.0,31.0,1
2020-03-08,20.0,20.0,1
2020-03-09,35.0,35.0,1
2020-03-10,43.0,43.0,1
2020-03-11,35.0,35.0,1
2020-03-12,25.0,25.0,1
2020-03-13,69.0,69.0,1
2020-03-14,30.0,30.0,1
2020-03-15,57.0,57.0,1
2020-03-16,83.0,83.0,1
2020-03-17,50.0,50.0,1
2020-03-18,34.0,34.0,1
2020-03-19,78.0,78.0,1
2020-03-20,34.0,34.0,1
2020-03-21,20.0,20.0,1
2020-03-22,40.0,40.0,1
2020-03-23,32.0,32.0,1
2020-03-24,41.0,41.0,1
2020-03-25,74.0,74.0,1
2020-03-26,17.0,17.0,1
2020-03-27,73.0,73.0,1
2020-03-28,58.0,58.0,1
2020-03-29,38.0,38.0,1
2020-03-30,16.0,16.0,1
2020-03-31,39.0,39.0,1
2020-04-01,40.0,40.0,1
2020-04-02,8.0,8.0,1
2020-04-03,25.0,25.0,1
2020-04-04,10.0,10.0,1
2020-04-05,28.0,28.0,1
2020-04-06,47.0,47.0,1
2020-04-07,24.0,24.0,1
