date,/m/05w_j_0,/m/05w_j,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,17.0,17.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,17.0,17.0,1
2020-02-15,0.0,0.0,1
2020-02-16,17.0,17.0,1
2020-02-17,16.0,16.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,16.0,16.0,1
2020-02-21,17.0,17.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,16.0,16.0,1
2020-02-25,0.0,0.0,1
2020-02-26,0.0,0.0,1
2020-02-27,16.0,16.0,1
2020-02-28,0.0,0.0,1
2020-02-29,0.0,0.0,1
2020-03-01,34.0,34.0,1
2020-03-02,0.0,0.0,1
2020-03-03,16.0,16.0,1
2020-03-04,32.0,32.0,1
2020-03-05,48.0,48.0,1
2020-03-06,0.0,0.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,15.0,15.0,1
2020-03-10,45.0,45.0,1
2020-03-11,0.0,0.0,1
2020-03-12,0.0,0.0,1
2020-03-13,16.0,16.0,1
2020-03-14,0.0,0.0,1
2020-03-15,0.0,0.0,1
2020-03-16,15.0,15.0,1
2020-03-17,32.0,32.0,1
2020-03-18,0.0,0.0,1
2020-03-19,16.0,16.0,1
2020-03-20,0.0,0.0,1
2020-03-21,33.0,33.0,1
2020-03-22,17.0,17.0,1
2020-03-23,0.0,0.0,1
2020-03-24,14.0,14.0,1
2020-03-25,15.0,15.0,1
2020-03-26,0.0,0.0,1
2020-03-27,0.0,0.0,1
2020-03-28,31.0,31.0,1
2020-03-29,16.0,16.0,1
2020-03-30,43.0,43.0,1
2020-03-31,14.0,14.0,1
2020-04-01,0.0,0.0,1
2020-04-02,0.0,0.0,1
2020-04-03,0.0,0.0,1
2020-04-04,16.0,16.0,1
2020-04-05,15.0,15.0,1
2020-04-06,14.0,14.0,1
2020-04-07,15.0,15.0,1
2020-04-08,0.0,0.0,1
2020-04-09,15.0,15.0,1
2020-04-10,31.0,31.0,1
2020-04-11,17.0,17.0,1
2020-04-12,16.0,16.0,1
2020-04-13,0.0,0.0,1
2020-04-14,0.0,0.0,1
2020-04-15,0.0,0.0,1
2020-04-16,30.0,30.0,1
2020-04-17,14.0,14.0,1
2020-04-18,0.0,0.0,1
2020-04-19,0.0,0.0,1
2020-04-20,0.0,0.0,1
2020-04-21,0.0,0.0,1
2020-04-22,0.0,0.0,1
2020-04-23,0.0,0.0,1
2020-04-24,15.0,15.0,1
2020-04-25,0.0,0.0,1
