date,/m/05w_j_0,/m/05w_j,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,48.0,48.0,1
2020-02-06,0.0,0.0,1
2020-02-07,25.0,25.0,1
2020-02-08,29.0,29.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,50.0,50.0,1
2020-02-13,50.0,50.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,24.0,24.0,1
2020-02-22,0.0,0.0,1
2020-02-23,52.0,52.0,1
2020-02-24,0.0,0.0,1
2020-02-25,22.0,22.0,1
2020-02-26,23.0,23.0,1
2020-02-27,0.0,0.0,1
2020-02-28,0.0,0.0,1
2020-02-29,0.0,0.0,1
2020-03-01,0.0,0.0,1
2020-03-02,0.0,0.0,1
2020-03-03,0.0,0.0,1
2020-03-04,68.0,68.0,1
2020-03-05,23.0,23.0,1
2020-03-06,22.0,22.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,0.0,0.0,1
2020-03-10,21.0,21.0,1
2020-03-11,0.0,0.0,1
2020-03-12,0.0,0.0,1
2020-03-13,23.0,23.0,1
2020-03-14,0.0,0.0,1
2020-03-15,0.0,0.0,1
2020-03-16,21.0,21.0,1
2020-03-17,21.0,21.0,1
2020-03-18,64.0,64.0,1
2020-03-19,22.0,22.0,1
2020-03-20,22.0,22.0,1
2020-03-21,53.0,53.0,1
2020-03-22,100.0,100.0,1
2020-03-23,0.0,0.0,1
2020-03-24,0.0,0.0,1
2020-03-25,43.0,43.0,1
2020-03-26,44.0,44.0,1
2020-03-27,43.0,43.0,1
2020-03-28,0.0,0.0,1
2020-03-29,0.0,0.0,1
2020-03-30,41.0,41.0,1
2020-03-31,20.0,20.0,1
2020-04-01,0.0,0.0,1
2020-04-02,0.0,0.0,1
2020-04-03,0.0,0.0,1
2020-04-04,0.0,0.0,1
2020-04-05,0.0,0.0,1
2020-04-06,0.0,0.0,1
2020-04-07,0.0,0.0,1
2020-04-08,0.0,0.0,1
2020-04-09,0.0,0.0,1
2020-04-10,25.0,25.0,1
2020-04-11,0.0,0.0,1
2020-04-12,26.0,26.0,1
2020-04-13,0.0,0.0,1
2020-04-14,21.0,21.0,1
2020-04-15,0.0,0.0,1
2020-04-16,0.0,0.0,1
2020-04-17,0.0,0.0,1
2020-04-18,0.0,0.0,1
2020-04-19,0.0,0.0,1
2020-04-20,21.0,21.0,1
2020-04-21,0.0,0.0,1
2020-04-22,22.0,22.0,1
2020-04-23,22.0,22.0,1
2020-04-24,22.0,22.0,1
2020-04-25,26.0,26.0,1
