date,/m/0lbt3_0,/m/0lbt3,batch_id
2020-02-01,11.0,11.0,1
2020-02-02,10.0,10.0,1
2020-02-03,16.0,16.0,1
2020-02-04,21.0,21.0,1
2020-02-05,4.0,4.0,1
2020-02-06,11.0,11.0,1
2020-02-07,26.0,26.0,1
2020-02-08,12.0,12.0,1
2020-02-09,29.0,29.0,1
2020-02-10,17.0,17.0,1
2020-02-11,27.0,27.0,1
2020-02-12,20.0,20.0,1
2020-02-13,37.0,37.0,1
2020-02-14,25.0,25.0,1
2020-02-15,8.0,8.0,1
2020-02-16,14.0,14.0,1
2020-02-17,16.0,16.0,1
2020-02-18,26.0,26.0,1
2020-02-19,35.0,35.0,1
2020-02-20,14.0,14.0,1
2020-02-21,14.0,14.0,1
2020-02-22,23.0,23.0,1
2020-02-23,19.0,19.0,1
2020-02-24,28.0,28.0,1
2020-02-25,23.0,23.0,1
2020-02-26,9.0,9.0,1
2020-02-27,19.0,19.0,1
2020-02-28,18.0,18.0,1
2020-02-29,22.0,22.0,1
2020-03-01,11.0,11.0,1
2020-03-02,16.0,16.0,1
2020-03-03,21.0,21.0,1
2020-03-04,28.0,28.0,1
2020-03-05,20.0,20.0,1
2020-03-06,11.0,11.0,1
2020-03-07,26.0,26.0,1
2020-03-08,7.0,7.0,1
2020-03-09,13.0,13.0,1
2020-03-10,26.0,26.0,1
2020-03-11,7.0,7.0,1
2020-03-12,20.0,20.0,1
2020-03-13,28.0,28.0,1
2020-03-14,100.0,100.0,1
2020-03-15,76.0,76.0,1
2020-03-16,79.0,79.0,1
2020-03-17,83.0,83.0,1
2020-03-18,59.0,59.0,1
2020-03-19,30.0,30.0,1
2020-03-20,33.0,33.0,1
2020-03-21,23.0,23.0,1
2020-03-22,25.0,25.0,1
2020-03-23,29.0,29.0,1
2020-03-24,28.0,28.0,1
2020-03-25,25.0,25.0,1
2020-03-26,28.0,28.0,1
2020-03-27,21.0,21.0,1
2020-03-28,36.0,36.0,1
2020-03-29,17.0,17.0,1
2020-03-30,18.0,18.0,1
2020-03-31,21.0,21.0,1
2020-04-01,25.0,25.0,1
2020-04-02,13.0,13.0,1
2020-04-03,10.0,10.0,1
2020-04-04,15.0,15.0,1
2020-04-05,11.0,11.0,1
2020-04-06,15.0,15.0,1
2020-04-07,18.0,18.0,1
2020-04-08,25.0,25.0,1
2020-04-09,6.0,6.0,1
2020-04-10,16.0,16.0,1
2020-04-11,11.0,11.0,1
2020-04-12,14.0,14.0,1
2020-04-13,13.0,13.0,1
2020-04-14,12.0,12.0,1
2020-04-15,19.0,19.0,1
2020-04-16,6.0,6.0,1
2020-04-17,9.0,9.0,1
2020-04-18,11.0,11.0,1
2020-04-19,17.0,17.0,1
2020-04-20,0.0,0.0,1
2020-04-21,19.0,19.0,1
2020-04-22,7.0,7.0,1
2020-04-23,10.0,10.0,1
2020-04-24,20.0,20.0,1
2020-04-25,32.0,32.0,1
2020-04-26,3.0,3.0,1
2020-04-27,22.0,22.0,1
2020-04-28,9.0,9.0,1
2020-04-29,16.0,16.0,1
2020-04-30,9.0,9.0,1
2020-05-01,31.0,31.0,1
2020-05-02,6.0,6.0,1
2020-05-03,0.0,0.0,1
2020-05-04,21.0,21.0,1
2020-05-05,17.0,17.0,1
2020-05-06,12.0,12.0,1
2020-05-07,0.0,0.0,1
2020-05-08,17.0,17.0,1
2020-05-09,14.0,14.0,1
2020-05-10,13.0,13.0,1
2020-05-11,9.0,9.0,1
2020-05-12,6.0,6.0,1
2020-05-13,12.0,12.0,1
2020-05-14,13.0,13.0,1
2020-05-15,23.0,23.0,1
2020-05-16,8.0,8.0,1
2020-05-17,20.0,20.0,1
2020-05-18,6.0,6.0,1
2020-05-19,10.0,10.0,1
2020-05-20,10.0,10.0,1
