date,/m/07mf1_0,/m/07mf1,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,5.0,5.0,1
2020-02-03,9.0,9.0,1
2020-02-04,15.0,15.0,1
2020-02-05,0.0,0.0,1
2020-02-06,5.0,5.0,1
2020-02-07,5.0,5.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,5.0,5.0,1
2020-02-11,0.0,0.0,1
2020-02-12,5.0,5.0,1
2020-02-13,0.0,0.0,1
2020-02-14,5.0,5.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,5.0,5.0,1
2020-02-18,5.0,5.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,5.0,5.0,1
2020-02-24,5.0,5.0,1
2020-02-25,24.0,24.0,1
2020-02-26,0.0,0.0,1
2020-02-27,0.0,0.0,1
2020-02-28,5.0,5.0,1
2020-02-29,10.0,10.0,1
2020-03-01,5.0,5.0,1
2020-03-02,19.0,19.0,1
2020-03-03,5.0,5.0,1
2020-03-04,15.0,15.0,1
2020-03-05,10.0,10.0,1
2020-03-06,10.0,10.0,1
2020-03-07,11.0,11.0,1
2020-03-08,21.0,21.0,1
2020-03-09,23.0,23.0,1
2020-03-10,28.0,28.0,1
2020-03-11,46.0,46.0,1
2020-03-12,34.0,34.0,1
2020-03-13,58.0,58.0,1
2020-03-14,78.0,78.0,1
2020-03-15,64.0,64.0,1
2020-03-16,83.0,83.0,1
2020-03-17,49.0,49.0,1
2020-03-18,100.0,100.0,1
2020-03-19,58.0,58.0,1
2020-03-20,65.0,65.0,1
2020-03-21,46.0,46.0,1
2020-03-22,43.0,43.0,1
2020-03-23,88.0,88.0,1
2020-03-24,39.0,39.0,1
2020-03-25,51.0,51.0,1
2020-03-26,75.0,75.0,1
2020-03-27,67.0,67.0,1
2020-03-28,24.0,24.0,1
2020-03-29,15.0,15.0,1
2020-03-30,35.0,35.0,1
2020-03-31,35.0,35.0,1
2020-04-01,45.0,45.0,1
2020-04-02,26.0,26.0,1
2020-04-03,27.0,27.0,1
2020-04-04,29.0,29.0,1
2020-04-05,24.0,24.0,1
2020-04-06,26.0,26.0,1
2020-04-07,23.0,23.0,1
2020-04-08,19.0,19.0,1
2020-04-09,42.0,42.0,1
2020-04-10,14.0,14.0,1
2020-04-11,21.0,21.0,1
2020-04-12,24.0,24.0,1
2020-04-13,50.0,50.0,1
2020-04-14,14.0,14.0,1
2020-04-15,38.0,38.0,1
2020-04-16,9.0,9.0,1
2020-04-17,31.0,31.0,1
2020-04-18,24.0,24.0,1
2020-04-19,10.0,10.0,1
2020-04-20,13.0,13.0,1
2020-04-21,4.0,4.0,1
2020-04-22,4.0,4.0,1
2020-04-23,17.0,17.0,1
2020-04-24,28.0,28.0,1
2020-04-25,10.0,10.0,1
2020-04-26,24.0,24.0,1
2020-04-27,22.0,22.0,1
2020-04-28,9.0,9.0,1
2020-04-29,29.0,29.0,1
2020-04-30,25.0,25.0,1
2020-05-01,26.0,26.0,1
2020-05-02,15.0,15.0,1
2020-05-03,21.0,21.0,1
2020-05-04,10.0,10.0,1
2020-05-05,24.0,24.0,1
2020-05-06,22.0,22.0,1
2020-05-07,35.0,35.0,1
2020-05-08,28.0,28.0,1
2020-05-09,16.0,16.0,1
2020-05-10,14.0,14.0,1
2020-05-11,17.0,17.0,1
2020-05-12,31.0,31.0,1
2020-05-13,27.0,27.0,1
2020-05-14,23.0,23.0,1
2020-05-15,5.0,5.0,1
2020-05-16,10.0,10.0,1
2020-05-17,10.0,10.0,1
2020-05-18,26.0,26.0,1
2020-05-19,28.0,28.0,1
2020-05-20,18.0,18.0,1
2020-05-21,13.0,13.0,1
2020-05-22,30.0,30.0,1
2020-05-23,24.0,24.0,1
2020-05-24,11.0,11.0,1
2020-05-25,23.0,23.0,1
2020-05-26,19.0,19.0,1
2020-05-27,19.0,19.0,1
2020-05-28,5.0,5.0,1
2020-05-29,20.0,20.0,1
2020-05-30,17.0,17.0,1
2020-05-31,29.0,29.0,1
2020-06-01,16.0,16.0,1
2020-06-02,23.0,23.0,1
2020-06-03,0.0,0.0,1
2020-06-04,8.0,8.0,1
2020-06-05,22.0,22.0,1
2020-06-06,10.0,10.0,1
2020-06-07,35.0,35.0,1
2020-06-08,9.0,9.0,1
2020-06-09,26.0,26.0,1
2020-06-10,13.0,13.0,1
2020-06-11,34.0,34.0,1
2020-06-12,9.0,9.0,1
2020-06-13,21.0,21.0,1
2020-06-14,21.0,21.0,1
2020-06-15,0.0,0.0,1
2020-06-16,9.0,9.0,1
2020-06-17,9.0,9.0,1
2020-06-18,9.0,9.0,1
2020-06-19,9.0,9.0,1
2020-06-20,5.0,5.0,1
2020-06-21,10.0,10.0,1
2020-06-22,4.0,4.0,1
2020-06-23,22.0,22.0,1
2020-06-24,19.0,19.0,1
2020-06-25,29.0,29.0,1
2020-06-26,14.0,14.0,1
2020-06-27,5.0,5.0,1
2020-06-28,28.0,28.0,1
2020-06-29,9.0,9.0,1
2020-06-30,23.0,23.0,1
2020-07-01,23.0,23.0,1
2020-07-02,10.0,10.0,1
2020-07-03,23.0,23.0,1
2020-07-04,16.0,16.0,1
2020-07-05,5.0,5.0,1
2020-07-06,10.0,10.0,1
2020-07-07,13.0,13.0,1
2020-07-08,18.0,18.0,1
2020-07-09,0.0,0.0,1
2020-07-10,5.0,5.0,1
2020-07-11,6.0,6.0,1
2020-07-12,0.0,0.0,1
2020-07-13,10.0,10.0,1
2020-07-14,9.0,9.0,1
2020-07-15,5.0,5.0,1
2020-07-16,10.0,10.0,1
2020-07-17,20.0,20.0,1
2020-07-18,23.0,23.0,1
2020-07-19,18.0,18.0,1
2020-07-20,15.0,15.0,1
2020-07-21,10.0,10.0,1
2020-07-22,0.0,0.0,1
2020-07-23,15.0,15.0,1
2020-07-24,0.0,0.0,1
2020-07-25,0.0,0.0,1
2020-07-26,11.0,11.0,1
2020-07-27,14.0,14.0,1
2020-07-28,20.0,20.0,1
2020-07-29,5.0,5.0,1
2020-07-30,5.0,5.0,1
2020-07-31,10.0,10.0,1
2020-08-01,17.0,17.0,1
2020-08-02,11.0,11.0,1
2020-08-03,17.0,17.0,1
2020-08-04,10.0,10.0,1
2020-08-05,5.0,5.0,1
2020-08-06,0.0,0.0,1
2020-08-07,31.0,31.0,1
2020-08-08,6.0,6.0,1
2020-08-09,12.0,12.0,1
2020-08-10,10.0,10.0,1
2020-08-11,25.0,25.0,1
2020-08-12,5.0,5.0,1
2020-08-13,35.0,35.0,1
2020-08-14,10.0,10.0,1
2020-08-15,6.0,6.0,1
2020-08-16,10.0,10.0,1
2020-08-17,9.0,9.0,1
2020-08-18,20.0,20.0,1
2020-08-19,19.0,19.0,1
2020-08-20,19.0,19.0,1
2020-08-21,10.0,10.0,1
2020-08-22,16.0,16.0,1
2020-08-23,5.0,5.0,1
2020-08-24,5.0,5.0,1
2020-08-25,41.0,41.0,1
2020-08-26,30.0,30.0,1
2020-08-27,14.0,14.0,1
2020-08-28,15.0,15.0,1
2020-08-29,5.0,5.0,1
2020-08-30,23.0,23.0,1
2020-08-31,15.0,15.0,1
2020-09-01,20.0,20.0,1
2020-09-02,14.0,14.0,1
2020-09-03,15.0,15.0,1
2020-09-04,25.0,25.0,1
2020-09-05,32.0,32.0,1
2020-09-06,39.0,39.0,1
2020-09-07,47.0,47.0,1
2020-09-08,10.0,10.0,1
2020-09-09,20.0,20.0,1
2020-09-10,39.0,39.0,1
2020-09-11,15.0,15.0,1
2020-09-12,22.0,22.0,1
2020-09-13,28.0,28.0,1
2020-09-14,42.0,42.0,1
2020-09-15,29.0,29.0,1
2020-09-16,34.0,34.0,1
2020-09-17,10.0,10.0,1
2020-09-18,15.0,15.0,1
2020-09-19,5.0,5.0,1
2020-09-20,0.0,0.0,1
2020-09-21,14.0,14.0,1
2020-09-22,28.0,28.0,1
2020-09-23,14.0,14.0,1
2020-09-24,28.0,28.0,1
2020-09-25,0.0,0.0,1
2020-09-26,23.0,23.0,1
2020-09-27,11.0,11.0,1
2020-09-28,14.0,14.0,1
2020-09-29,15.0,15.0,1
2020-09-30,14.0,14.0,1
2020-10-01,5.0,5.0,1
2020-10-02,10.0,10.0,1
2020-10-03,11.0,11.0,1
2020-10-04,0.0,0.0,1
2020-10-05,23.0,23.0,1
2020-10-06,5.0,5.0,1
2020-10-07,10.0,10.0,1
2020-10-08,24.0,24.0,1
2020-10-09,21.0,21.0,1
2020-10-10,11.0,11.0,1
2020-10-11,22.0,22.0,1
2020-10-12,21.0,21.0,1
2020-10-13,5.0,5.0,1
2020-10-14,20.0,20.0,1
2020-10-15,32.0,32.0,1
2020-10-16,26.0,26.0,1
2020-10-17,27.0,27.0,1
2020-10-18,16.0,16.0,1
2020-10-19,19.0,19.0,1
2020-10-20,10.0,10.0,1
2020-10-21,10.0,10.0,1
2020-10-22,5.0,5.0,1
2020-10-23,10.0,10.0,1
2020-10-24,5.0,5.0,1
2020-10-25,16.0,16.0,1
2020-10-26,10.0,10.0,1
2020-10-27,10.0,10.0,1
2020-09-28,58.0,58.0,2
2020-09-29,44.0,44.0,2
2020-09-30,29.0,29.0,2
2020-10-01,29.0,29.0,2
2020-10-02,46.0,46.0,2
