date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,12.0,12.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,22.0,22.0,1
2020-02-06,0.0,0.0,1
2020-02-07,11.0,11.0,1
2020-02-08,12.0,12.0,1
2020-02-09,12.0,12.0,1
2020-02-10,11.0,11.0,1
2020-02-11,21.0,21.0,1
2020-02-12,22.0,22.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,11.0,11.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,12.0,12.0,1
2020-02-23,0.0,0.0,1
2020-02-24,11.0,11.0,1
2020-02-25,0.0,0.0,1
2020-02-26,32.0,32.0,1
2020-02-27,54.0,54.0,1
2020-02-28,22.0,22.0,1
2020-02-29,58.0,58.0,1
2020-03-01,35.0,35.0,1
2020-03-02,31.0,31.0,1
2020-03-03,21.0,21.0,1
2020-03-04,11.0,11.0,1
2020-03-05,42.0,42.0,1
2020-03-06,33.0,33.0,1
2020-03-07,36.0,36.0,1
2020-03-08,23.0,23.0,1
2020-03-09,50.0,50.0,1
2020-03-10,61.0,61.0,1
2020-03-11,59.0,59.0,1
2020-03-12,59.0,59.0,1
2020-03-13,63.0,63.0,1
2020-03-14,71.0,71.0,1
2020-03-15,45.0,45.0,1
2020-03-16,81.0,81.0,1
2020-03-17,90.0,90.0,1
2020-03-18,71.0,71.0,1
2020-03-19,83.0,83.0,1
2020-03-20,100.0,100.0,1
2020-03-21,24.0,24.0,1
2020-03-22,23.0,23.0,1
2020-03-23,19.0,19.0,1
2020-03-24,20.0,20.0,1
2020-03-25,29.0,29.0,1
2020-03-26,31.0,31.0,1
2020-03-27,30.0,30.0,1
2020-03-28,34.0,34.0,1
2020-03-29,34.0,34.0,1
2020-03-30,29.0,29.0,1
2020-03-31,38.0,38.0,1
2020-04-01,10.0,10.0,1
2020-04-02,10.0,10.0,1
2020-04-03,30.0,30.0,1
2020-04-04,46.0,46.0,1
2020-04-05,23.0,23.0,1
2020-04-06,20.0,20.0,1
2020-04-07,10.0,10.0,1
2020-04-08,10.0,10.0,1
2020-04-09,11.0,11.0,1
2020-04-10,36.0,36.0,1
2020-04-11,0.0,0.0,1
2020-04-12,11.0,11.0,1
2020-04-13,32.0,32.0,1
2020-04-14,29.0,29.0,1
2020-04-15,29.0,29.0,1
2020-04-16,29.0,29.0,1
2020-04-17,20.0,20.0,1
2020-04-18,12.0,12.0,1
2020-04-19,12.0,12.0,1
2020-04-20,20.0,20.0,1
2020-04-21,20.0,20.0,1
2020-04-22,31.0,31.0,1
2020-04-23,20.0,20.0,1
2020-04-24,40.0,40.0,1
2020-04-25,45.0,45.0,1
2020-04-26,34.0,34.0,1
2020-04-27,38.0,38.0,1
2020-04-28,19.0,19.0,1
2020-04-29,0.0,0.0,1
2020-04-30,10.0,10.0,1
2020-05-01,0.0,0.0,1
2020-05-02,33.0,33.0,1
2020-05-03,34.0,34.0,1
2020-05-04,9.0,9.0,1
2020-05-05,27.0,27.0,1
2020-05-06,29.0,29.0,1
2020-05-07,20.0,20.0,1
2020-05-08,10.0,10.0,1
2020-05-09,36.0,36.0,1
2020-05-10,11.0,11.0,1
2020-05-11,10.0,10.0,1
2020-05-12,19.0,19.0,1
2020-05-13,0.0,0.0,1
2020-05-14,10.0,10.0,1
2020-05-15,0.0,0.0,1
2020-05-16,22.0,22.0,1
2020-05-17,43.0,43.0,1
