date,/m/05w_j_0,/m/05w_j,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,28.0,28.0,1
2020-02-05,29.0,29.0,1
2020-02-06,44.0,44.0,1
2020-02-07,30.0,30.0,1
2020-02-08,17.0,17.0,1
2020-02-09,62.0,62.0,1
2020-02-10,13.0,13.0,1
2020-02-11,28.0,28.0,1
2020-02-12,28.0,28.0,1
2020-02-13,0.0,0.0,1
2020-02-14,15.0,15.0,1
2020-02-15,17.0,17.0,1
2020-02-16,0.0,0.0,1
2020-02-17,27.0,27.0,1
2020-02-18,14.0,14.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,29.0,29.0,1
2020-02-22,17.0,17.0,1
2020-02-23,0.0,0.0,1
2020-02-24,27.0,27.0,1
2020-02-25,14.0,14.0,1
2020-02-26,14.0,14.0,1
2020-02-27,28.0,28.0,1
2020-02-28,29.0,29.0,1
2020-02-29,16.0,16.0,1
2020-03-01,0.0,0.0,1
2020-03-02,14.0,14.0,1
2020-03-03,13.0,13.0,1
2020-03-04,14.0,14.0,1
2020-03-05,14.0,14.0,1
2020-03-06,14.0,14.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,40.0,40.0,1
2020-03-10,26.0,26.0,1
2020-03-11,25.0,25.0,1
2020-03-12,38.0,38.0,1
2020-03-13,13.0,13.0,1
2020-03-14,0.0,0.0,1
2020-03-15,14.0,14.0,1
2020-03-16,25.0,25.0,1
2020-03-17,0.0,0.0,1
2020-03-18,41.0,41.0,1
2020-03-19,0.0,0.0,1
2020-03-20,13.0,13.0,1
2020-03-21,27.0,27.0,1
2020-03-22,14.0,14.0,1
2020-03-23,35.0,35.0,1
2020-03-24,38.0,38.0,1
2020-03-25,26.0,26.0,1
2020-03-26,0.0,0.0,1
2020-03-27,13.0,13.0,1
2020-03-28,31.0,31.0,1
2020-03-29,14.0,14.0,1
2020-03-30,0.0,0.0,1
2020-03-31,24.0,24.0,1
2020-04-01,38.0,38.0,1
2020-04-02,38.0,38.0,1
2020-04-03,13.0,13.0,1
2020-04-04,61.0,61.0,1
2020-04-05,0.0,0.0,1
2020-04-06,13.0,13.0,1
2020-04-07,0.0,0.0,1
2020-04-08,40.0,40.0,1
2020-04-09,14.0,14.0,1
2020-04-10,15.0,15.0,1
2020-04-11,16.0,16.0,1
2020-04-12,16.0,16.0,1
2020-04-13,27.0,27.0,1
2020-04-14,23.0,23.0,1
2020-04-15,0.0,0.0,1
2020-04-16,26.0,26.0,1
2020-04-17,14.0,14.0,1
2020-04-18,32.0,32.0,1
2020-04-19,0.0,0.0,1
2020-04-20,24.0,24.0,1
2020-04-21,0.0,0.0,1
2020-04-22,13.0,13.0,1
2020-04-23,13.0,13.0,1
2020-04-24,55.0,55.0,1
2020-04-25,46.0,46.0,1
