date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,1.0,1.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,1.0,1.0,1
2020-02-12,1.0,1.0,1
2020-02-13,1.0,1.0,1
2020-02-14,1.0,1.0,1
2020-02-15,1.0,1.0,1
2020-02-16,1.0,1.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,1.0,1.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,1.0,1.0,1
2020-02-23,2.0,2.0,1
2020-02-24,3.0,3.0,1
2020-02-25,5.0,5.0,1
2020-02-26,4.0,4.0,1
2020-02-27,3.0,3.0,1
2020-02-28,3.0,3.0,1
2020-02-29,3.0,3.0,1
2020-03-01,3.0,3.0,1
2020-03-02,4.0,4.0,1
2020-03-03,5.0,5.0,1
2020-03-04,4.0,4.0,1
2020-03-05,5.0,5.0,1
2020-03-06,6.0,6.0,1
2020-03-07,5.0,5.0,1
2020-03-08,6.0,6.0,1
2020-03-09,11.0,11.0,1
2020-03-10,16.0,16.0,1
2020-03-11,21.0,21.0,1
2020-03-12,35.0,35.0,1
2020-03-13,35.0,35.0,1
2020-03-14,36.0,36.0,1
2020-03-15,38.0,38.0,1
2020-03-16,38.0,38.0,1
2020-03-17,37.0,37.0,1
2020-03-18,43.0,43.0,1
2020-03-19,42.0,42.0,1
2020-03-20,42.0,42.0,1
2020-03-21,47.0,47.0,1
2020-03-22,49.0,49.0,1
2020-03-23,43.0,43.0,1
2020-03-24,41.0,41.0,1
2020-03-25,43.0,43.0,1
2020-03-26,45.0,45.0,1
2020-03-27,42.0,42.0,1
2020-03-28,48.0,48.0,1
2020-03-29,41.0,41.0,1
2020-03-30,41.0,41.0,1
2020-03-31,43.0,43.0,1
2020-04-01,42.0,42.0,1
2020-04-02,43.0,43.0,1
2020-04-03,40.0,40.0,1
2020-04-04,41.0,41.0,1
2020-04-05,39.0,39.0,1
2020-04-06,44.0,44.0,1
2020-04-07,44.0,44.0,1
2020-04-08,40.0,40.0,1
2020-04-09,36.0,36.0,1
2020-04-10,38.0,38.0,1
2020-04-11,38.0,38.0,1
2020-04-12,36.0,36.0,1
2020-04-13,42.0,42.0,1
2020-04-14,40.0,40.0,1
2020-04-15,40.0,40.0,1
2020-04-16,42.0,42.0,1
2020-04-17,40.0,40.0,1
2020-04-18,37.0,37.0,1
2020-04-19,35.0,35.0,1
2020-04-20,40.0,40.0,1
2020-04-21,39.0,39.0,1
2020-04-22,41.0,41.0,1
2020-04-23,38.0,38.0,1
2020-04-24,38.0,38.0,1
2020-04-25,36.0,36.0,1
2020-04-26,34.0,34.0,1
2020-04-27,39.0,39.0,1
2020-04-28,42.0,42.0,1
2020-04-29,44.0,44.0,1
2020-04-30,41.0,41.0,1
2020-05-01,36.0,36.0,1
2020-05-02,37.0,37.0,1
2020-05-03,33.0,33.0,1
2020-05-04,39.0,39.0,1
2020-05-05,39.0,39.0,1
2020-05-06,40.0,40.0,1
2020-05-07,41.0,41.0,1
2020-05-08,42.0,42.0,1
2020-05-09,36.0,36.0,1
2020-05-10,34.0,34.0,1
2020-05-11,41.0,41.0,1
2020-05-12,37.0,37.0,1
2020-05-13,38.0,38.0,1
2020-05-14,37.0,37.0,1
2020-05-15,40.0,40.0,1
2020-05-16,33.0,33.0,1
2020-05-17,34.0,34.0,1
2020-05-18,39.0,39.0,1
2020-05-19,38.0,38.0,1
2020-05-20,33.0,33.0,1
2020-05-21,37.0,37.0,1
2020-05-22,34.0,34.0,1
2020-05-23,32.0,32.0,1
2020-05-24,32.0,32.0,1
2020-05-25,33.0,33.0,1
2020-05-26,32.0,32.0,1
2020-05-27,33.0,33.0,1
2020-05-28,34.0,34.0,1
2020-05-29,30.0,30.0,1
2020-05-30,31.0,31.0,1
2020-05-31,27.0,27.0,1
2020-06-01,30.0,30.0,1
2020-06-02,30.0,30.0,1
2020-06-03,28.0,28.0,1
2020-06-04,28.0,28.0,1
2020-06-05,27.0,27.0,1
2020-06-06,23.0,23.0,1
2020-06-07,24.0,24.0,1
2020-06-08,24.0,24.0,1
2020-06-09,25.0,25.0,1
2020-06-10,23.0,23.0,1
2020-06-11,23.0,23.0,1
2020-06-12,22.0,22.0,1
2020-06-13,24.0,24.0,1
2020-06-14,21.0,21.0,1
2020-06-15,25.0,25.0,1
2020-06-16,24.0,24.0,1
2020-06-17,24.0,24.0,1
2020-06-18,25.0,25.0,1
2020-06-19,24.0,24.0,1
2020-06-20,22.0,22.0,1
2020-06-21,22.0,22.0,1
2020-06-22,26.0,26.0,1
2020-06-23,25.0,25.0,1
2020-06-24,27.0,27.0,1
2020-06-25,25.0,25.0,1
2020-06-26,26.0,26.0,1
2020-06-27,26.0,26.0,1
2020-06-28,24.0,24.0,1
2020-06-29,25.0,25.0,1
2020-06-30,23.0,23.0,1
2020-07-01,24.0,24.0,1
2020-07-02,23.0,23.0,1
2020-07-03,20.0,20.0,1
2020-07-04,25.0,25.0,1
2020-07-05,24.0,24.0,1
2020-07-06,28.0,28.0,1
2020-07-07,26.0,26.0,1
2020-07-08,26.0,26.0,1
2020-07-09,26.0,26.0,1
2020-07-10,29.0,29.0,1
2020-07-11,27.0,27.0,1
2020-07-12,30.0,30.0,1
2020-07-13,33.0,33.0,1
2020-07-14,31.0,31.0,1
2020-07-15,35.0,35.0,1
2020-07-16,37.0,37.0,1
2020-07-17,47.0,47.0,1
2020-07-18,40.0,40.0,1
2020-07-19,42.0,42.0,1
2020-07-20,44.0,44.0,1
2020-07-21,38.0,38.0,1
2020-07-22,36.0,36.0,1
2020-07-23,39.0,39.0,1
2020-07-24,44.0,44.0,1
2020-07-25,44.0,44.0,1
2020-07-26,45.0,45.0,1
2020-07-27,42.0,42.0,1
2020-07-28,46.0,46.0,1
2020-07-29,45.0,45.0,1
2020-07-30,42.0,42.0,1
2020-07-31,37.0,37.0,1
2020-08-01,39.0,39.0,1
2020-08-02,39.0,39.0,1
2020-08-03,41.0,41.0,1
2020-08-04,37.0,37.0,1
2020-08-05,100.0,100.0,1
2020-08-06,46.0,46.0,1
2020-08-07,43.0,43.0,1
2020-08-08,41.0,41.0,1
2020-08-09,42.0,42.0,1
2020-08-10,45.0,45.0,1
2020-08-11,49.0,49.0,1
2020-08-12,49.0,49.0,1
2020-08-13,51.0,51.0,1
2020-08-14,62.0,62.0,1
2020-08-15,52.0,52.0,1
2020-08-16,50.0,50.0,1
2020-08-17,56.0,56.0,1
2020-08-18,52.0,52.0,1
2020-08-19,53.0,53.0,1
2020-08-20,55.0,55.0,1
2020-08-21,55.0,55.0,1
2020-08-22,51.0,51.0,1
2020-08-23,50.0,50.0,1
2020-08-24,55.0,55.0,1
2020-08-25,57.0,57.0,1
2020-08-26,53.0,53.0,1
2020-08-27,54.0,54.0,1
2020-08-28,53.0,53.0,1
2020-08-29,42.0,42.0,1
2020-08-30,38.0,38.0,1
2020-08-31,46.0,46.0,1
2020-09-01,47.0,47.0,1
2020-09-02,50.0,50.0,1
2020-09-03,47.0,47.0,1
2020-09-04,47.0,47.0,1
2020-09-05,42.0,42.0,1
2020-09-06,40.0,40.0,1
2020-09-07,45.0,45.0,1
2020-09-08,43.0,43.0,1
2020-09-09,46.0,46.0,1
2020-09-10,42.0,42.0,1
2020-09-11,42.0,42.0,1
2020-09-12,36.0,36.0,1
2020-09-13,39.0,39.0,1
2020-09-14,41.0,41.0,1
2020-09-15,40.0,40.0,1
2020-09-16,47.0,47.0,1
