date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,4.0,4.0,1
2020-02-02,0.0,0.0,1
2020-02-03,4.0,4.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,4.0,4.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,4.0,4.0,1
2020-02-14,0.0,0.0,1
2020-02-15,4.0,4.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,4.0,4.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,17.0,17.0,1
2020-02-24,4.0,4.0,1
2020-02-25,8.0,8.0,1
2020-02-26,31.0,31.0,1
2020-02-27,23.0,23.0,1
2020-02-28,16.0,16.0,1
2020-02-29,20.0,20.0,1
2020-03-01,17.0,17.0,1
2020-03-02,27.0,27.0,1
2020-03-03,8.0,8.0,1
2020-03-04,12.0,12.0,1
2020-03-05,16.0,16.0,1
2020-03-06,16.0,16.0,1
2020-03-07,21.0,21.0,1
2020-03-08,16.0,16.0,1
2020-03-09,32.0,32.0,1
2020-03-10,33.0,33.0,1
2020-03-11,32.0,32.0,1
2020-03-12,46.0,46.0,1
2020-03-13,34.0,34.0,1
2020-03-14,58.0,58.0,1
2020-03-15,42.0,42.0,1
2020-03-16,37.0,37.0,1
2020-03-17,69.0,69.0,1
2020-03-18,51.0,51.0,1
2020-03-19,34.0,34.0,1
2020-03-20,26.0,26.0,1
2020-03-21,24.0,24.0,1
2020-03-22,42.0,42.0,1
2020-03-23,57.0,57.0,1
2020-03-24,28.0,28.0,1
2020-03-25,26.0,26.0,1
2020-03-26,18.0,18.0,1
2020-03-27,16.0,16.0,1
2020-03-28,38.0,38.0,1
2020-03-29,16.0,16.0,1
2020-03-30,10.0,10.0,1
2020-03-31,28.0,28.0,1
2020-04-01,21.0,21.0,1
2020-04-02,24.0,24.0,1
2020-04-03,29.0,29.0,1
2020-04-04,23.0,23.0,1
2020-04-05,23.0,23.0,1
2020-04-06,18.0,18.0,1
2020-04-07,22.0,22.0,1
2020-04-08,8.0,8.0,1
2020-04-09,22.0,22.0,1
2020-04-10,26.0,26.0,1
2020-04-11,46.0,46.0,1
2020-04-12,19.0,19.0,1
2020-04-13,63.0,63.0,1
2020-04-14,59.0,59.0,1
2020-04-15,49.0,49.0,1
2020-04-16,48.0,48.0,1
2020-04-17,32.0,32.0,1
2020-04-18,11.0,11.0,1
2020-04-19,54.0,54.0,1
2020-04-20,21.0,21.0,1
2020-04-21,24.0,24.0,1
2020-04-22,49.0,49.0,1
2020-04-23,38.0,38.0,1
2020-04-24,29.0,29.0,1
2020-04-25,16.0,16.0,1
2020-04-26,37.0,37.0,1
2020-04-27,21.0,21.0,1
2020-04-28,24.0,24.0,1
2020-04-29,30.0,30.0,1
2020-04-30,36.0,36.0,1
2020-05-01,34.0,34.0,1
2020-05-02,32.0,32.0,1
2020-05-03,41.0,41.0,1
2020-05-04,31.0,31.0,1
2020-05-05,31.0,31.0,1
2020-05-06,24.0,24.0,1
2020-05-07,27.0,27.0,1
2020-05-08,14.0,14.0,1
2020-05-09,38.0,38.0,1
2020-05-10,71.0,71.0,1
2020-05-11,48.0,48.0,1
2020-05-12,42.0,42.0,1
2020-05-13,39.0,39.0,1
2020-05-14,52.0,52.0,1
2020-05-15,36.0,36.0,1
2020-05-16,36.0,36.0,1
2020-05-17,19.0,19.0,1
2020-05-18,51.0,51.0,1
2020-05-19,51.0,51.0,1
2020-05-20,29.0,29.0,1
2020-05-21,22.0,22.0,1
2020-05-22,24.0,24.0,1
2020-05-23,34.0,34.0,1
2020-05-24,25.0,25.0,1
2020-05-25,32.0,32.0,1
2020-05-26,30.0,30.0,1
2020-05-27,23.0,23.0,1
2020-05-28,31.0,31.0,1
2020-05-29,24.0,24.0,1
2020-05-30,18.0,18.0,1
2020-05-31,23.0,23.0,1
2020-06-01,29.0,29.0,1
2020-06-02,19.0,19.0,1
2020-06-03,30.0,30.0,1
2020-06-04,16.0,16.0,1
2020-06-05,10.0,10.0,1
2020-06-06,27.0,27.0,1
2020-06-07,12.0,12.0,1
2020-06-08,31.0,31.0,1
2020-06-09,17.0,17.0,1
2020-06-10,45.0,45.0,1
2020-06-11,34.0,34.0,1
2020-06-12,29.0,29.0,1
2020-06-13,12.0,12.0,1
2020-06-14,37.0,37.0,1
2020-06-15,26.0,26.0,1
2020-06-16,35.0,35.0,1
2020-06-17,7.0,7.0,1
2020-06-18,28.0,28.0,1
2020-06-19,11.0,11.0,1
2020-06-20,20.0,20.0,1
2020-06-21,16.0,16.0,1
2020-06-22,14.0,14.0,1
2020-06-23,35.0,35.0,1
2020-06-24,42.0,42.0,1
2020-06-25,42.0,42.0,1
2020-06-26,41.0,41.0,1
2020-06-27,27.0,27.0,1
2020-06-28,33.0,33.0,1
2020-06-29,29.0,29.0,1
2020-06-30,15.0,15.0,1
2020-07-01,29.0,29.0,1
2020-07-02,46.0,46.0,1
2020-07-03,34.0,34.0,1
2020-07-04,21.0,21.0,1
