date,/m/0cjf0_0,/m/0cjf0,batch_id
2020-02-01,11.0,11.0,1
2020-02-02,11.0,11.0,1
2020-02-03,25.0,25.0,1
2020-02-04,10.0,10.0,1
2020-02-05,7.0,7.0,1
2020-02-06,14.0,14.0,1
2020-02-07,17.0,17.0,1
2020-02-08,7.0,7.0,1
2020-02-09,0.0,0.0,1
2020-02-10,9.0,9.0,1
2020-02-11,13.0,13.0,1
2020-02-12,10.0,10.0,1
2020-02-13,10.0,10.0,1
2020-02-14,11.0,11.0,1
2020-02-15,7.0,7.0,1
2020-02-16,7.0,7.0,1
2020-02-17,13.0,13.0,1
2020-02-18,16.0,16.0,1
2020-02-19,7.0,7.0,1
2020-02-20,10.0,10.0,1
2020-02-21,10.0,10.0,1
2020-02-22,19.0,19.0,1
2020-02-23,21.0,21.0,1
2020-02-24,20.0,20.0,1
2020-02-25,10.0,10.0,1
2020-02-26,16.0,16.0,1
2020-02-27,10.0,10.0,1
2020-02-28,14.0,14.0,1
2020-02-29,21.0,21.0,1
2020-03-01,7.0,7.0,1
2020-03-02,20.0,20.0,1
2020-03-03,23.0,23.0,1
2020-03-04,7.0,7.0,1
2020-03-05,23.0,23.0,1
2020-03-06,24.0,24.0,1
2020-03-07,26.0,26.0,1
2020-03-08,11.0,11.0,1
2020-03-09,37.0,37.0,1
2020-03-10,38.0,38.0,1
2020-03-11,28.0,28.0,1
2020-03-12,55.0,55.0,1
2020-03-13,76.0,76.0,1
2020-03-14,99.0,99.0,1
2020-03-15,58.0,58.0,1
2020-03-16,100.0,100.0,1
2020-03-17,63.0,63.0,1
2020-03-18,52.0,52.0,1
2020-03-19,42.0,42.0,1
2020-03-20,69.0,69.0,1
2020-03-21,31.0,31.0,1
2020-03-22,51.0,51.0,1
2020-03-23,57.0,57.0,1
2020-03-24,56.0,56.0,1
2020-03-25,32.0,32.0,1
2020-03-26,28.0,28.0,1
2020-03-27,40.0,40.0,1
2020-03-28,26.0,26.0,1
2020-03-29,27.0,27.0,1
2020-03-30,21.0,21.0,1
2020-03-31,9.0,9.0,1
2020-04-01,6.0,6.0,1
2020-04-02,29.0,29.0,1
2020-04-03,27.0,27.0,1
2020-04-04,17.0,17.0,1
2020-04-05,26.0,26.0,1
2020-04-06,15.0,15.0,1
2020-04-07,19.0,19.0,1
2020-04-08,16.0,16.0,1
2020-04-09,16.0,16.0,1
