date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,27.0,27.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,24.0,24.0,1
2020-02-25,23.0,23.0,1
2020-02-26,0.0,0.0,1
2020-02-27,22.0,22.0,1
2020-02-28,48.0,48.0,1
2020-02-29,24.0,24.0,1
2020-03-01,0.0,0.0,1
2020-03-02,22.0,22.0,1
2020-03-03,23.0,23.0,1
2020-03-04,22.0,22.0,1
2020-03-05,22.0,22.0,1
2020-03-06,0.0,0.0,1
2020-03-07,52.0,52.0,1
2020-03-08,25.0,25.0,1
2020-03-09,23.0,23.0,1
2020-03-10,23.0,23.0,1
2020-03-11,24.0,24.0,1
2020-03-12,23.0,23.0,1
2020-03-13,48.0,48.0,1
2020-03-14,52.0,52.0,1
2020-03-15,65.0,65.0,1
2020-03-16,39.0,39.0,1
2020-03-17,100.0,100.0,1
2020-03-18,85.0,85.0,1
2020-03-19,87.0,87.0,1
2020-03-20,84.0,84.0,1
2020-03-21,0.0,0.0,1
2020-03-22,0.0,0.0,1
2020-03-23,18.0,18.0,1
2020-03-24,39.0,39.0,1
2020-03-25,0.0,0.0,1
2020-03-26,20.0,20.0,1
2020-03-27,57.0,57.0,1
2020-03-28,46.0,46.0,1
2020-03-29,23.0,23.0,1
2020-03-30,39.0,39.0,1
2020-03-31,20.0,20.0,1
2020-04-01,19.0,19.0,1
2020-04-02,79.0,79.0,1
2020-04-03,41.0,41.0,1
2020-04-04,0.0,0.0,1
2020-04-05,0.0,0.0,1
2020-04-06,40.0,40.0,1
2020-04-07,0.0,0.0,1
2020-04-08,62.0,62.0,1
2020-04-09,43.0,43.0,1
2020-04-10,0.0,0.0,1
2020-04-11,0.0,0.0,1
2020-04-12,0.0,0.0,1
2020-04-13,0.0,0.0,1
2020-04-14,41.0,41.0,1
2020-04-15,60.0,60.0,1
2020-04-16,0.0,0.0,1
2020-04-17,20.0,20.0,1
2020-04-18,0.0,0.0,1
2020-04-19,0.0,0.0,1
2020-04-20,55.0,55.0,1
2020-04-21,0.0,0.0,1
2020-04-22,38.0,38.0,1
2020-04-23,59.0,59.0,1
2020-04-24,20.0,20.0,1
2020-04-25,0.0,0.0,1
