date,/m/0b76bty_0,/m/0b76bty,batch_id
2020-02-01,7.0,7.0,1
2020-02-02,14.0,14.0,1
2020-02-03,32.0,32.0,1
2020-02-04,18.0,18.0,1
2020-02-05,18.0,18.0,1
2020-02-06,26.0,26.0,1
2020-02-07,20.0,20.0,1
2020-02-08,0.0,0.0,1
2020-02-09,22.0,22.0,1
2020-02-10,17.0,17.0,1
2020-02-11,6.0,6.0,1
2020-02-12,25.0,25.0,1
2020-02-13,25.0,25.0,1
2020-02-14,19.0,19.0,1
2020-02-15,15.0,15.0,1
2020-02-16,22.0,22.0,1
2020-02-17,24.0,24.0,1
2020-02-18,12.0,12.0,1
2020-02-19,12.0,12.0,1
2020-02-20,24.0,24.0,1
2020-02-21,19.0,19.0,1
2020-02-22,30.0,30.0,1
2020-02-23,13.0,13.0,1
2020-02-24,23.0,23.0,1
2020-02-25,18.0,18.0,1
2020-02-26,28.0,28.0,1
2020-02-27,35.0,35.0,1
2020-02-28,30.0,30.0,1
2020-02-29,21.0,21.0,1
2020-03-01,13.0,13.0,1
2020-03-02,29.0,29.0,1
2020-03-03,11.0,11.0,1
2020-03-04,6.0,6.0,1
2020-03-05,42.0,42.0,1
2020-03-06,49.0,49.0,1
2020-03-07,42.0,42.0,1
2020-03-08,21.0,21.0,1
2020-03-09,39.0,39.0,1
2020-03-10,28.0,28.0,1
2020-03-11,34.0,34.0,1
2020-03-12,40.0,40.0,1
2020-03-13,47.0,47.0,1
2020-03-14,100.0,100.0,1
2020-03-15,84.0,84.0,1
2020-03-16,63.0,63.0,1
2020-03-17,63.0,63.0,1
2020-03-18,48.0,48.0,1
2020-03-19,74.0,74.0,1
2020-03-20,42.0,42.0,1
2020-03-21,44.0,44.0,1
2020-03-22,6.0,6.0,1
2020-03-23,26.0,26.0,1
2020-03-24,45.0,45.0,1
2020-03-25,34.0,34.0,1
2020-03-26,28.0,28.0,1
2020-03-27,34.0,34.0,1
2020-03-28,48.0,48.0,1
2020-03-29,38.0,38.0,1
2020-03-30,27.0,27.0,1
2020-03-31,27.0,27.0,1
2020-04-01,17.0,17.0,1
2020-04-02,23.0,23.0,1
2020-04-03,24.0,24.0,1
2020-04-04,14.0,14.0,1
2020-04-05,7.0,7.0,1
2020-04-06,6.0,6.0,1
2020-04-07,6.0,6.0,1
2020-04-08,13.0,13.0,1
2020-04-09,0.0,0.0,1
2020-04-10,27.0,27.0,1
2020-04-11,22.0,22.0,1
2020-04-12,0.0,0.0,1
2020-04-13,0.0,0.0,1
2020-04-14,0.0,0.0,1
2020-04-15,6.0,6.0,1
2020-04-16,24.0,24.0,1
2020-04-17,19.0,19.0,1
2020-04-18,21.0,21.0,1
2020-04-19,6.0,6.0,1
2020-04-20,11.0,11.0,1
2020-04-21,6.0,6.0,1
2020-04-22,6.0,6.0,1
2020-04-23,6.0,6.0,1
2020-04-24,0.0,0.0,1
2020-04-25,7.0,7.0,1
2020-04-26,14.0,14.0,1
2020-04-27,6.0,6.0,1
2020-04-28,12.0,12.0,1
2020-04-29,5.0,5.0,1
2020-04-30,23.0,23.0,1
2020-05-01,21.0,21.0,1
2020-05-02,0.0,0.0,1
2020-05-03,13.0,13.0,1
2020-05-04,17.0,17.0,1
2020-05-05,27.0,27.0,1
2020-05-06,30.0,30.0,1
2020-05-07,0.0,0.0,1
2020-05-08,0.0,0.0,1
2020-05-09,8.0,8.0,1
2020-05-10,0.0,0.0,1
2020-05-11,17.0,17.0,1
2020-05-12,12.0,12.0,1
2020-05-13,6.0,6.0,1
2020-05-14,0.0,0.0,1
2020-05-15,12.0,12.0,1
2020-05-16,15.0,15.0,1
2020-05-17,0.0,0.0,1
2020-05-18,6.0,6.0,1
2020-05-19,12.0,12.0,1
2020-05-20,12.0,12.0,1
2020-05-21,7.0,7.0,1
2020-05-22,20.0,20.0,1
2020-05-23,43.0,43.0,1
2020-05-24,20.0,20.0,1
2020-05-25,17.0,17.0,1
2020-05-26,23.0,23.0,1
2020-05-27,19.0,19.0,1
2020-05-28,12.0,12.0,1
2020-05-29,19.0,19.0,1
2020-05-30,7.0,7.0,1
2020-05-31,20.0,20.0,1
2020-06-01,21.0,21.0,1
2020-06-02,6.0,6.0,1
2020-06-03,17.0,17.0,1
2020-06-04,0.0,0.0,1
2020-06-05,6.0,6.0,1
2020-06-06,0.0,0.0,1
2020-06-07,13.0,13.0,1
2020-06-08,11.0,11.0,1
2020-06-09,5.0,5.0,1
2020-06-10,11.0,11.0,1
2020-06-11,0.0,0.0,1
2020-06-12,7.0,7.0,1
2020-06-13,16.0,16.0,1
2020-06-14,6.0,6.0,1
2020-06-15,11.0,11.0,1
2020-06-16,0.0,0.0,1
2020-06-17,6.0,6.0,1
2020-06-18,6.0,6.0,1
2020-06-19,12.0,12.0,1
2020-06-20,7.0,7.0,1
2020-06-21,6.0,6.0,1
2020-06-22,6.0,6.0,1
2020-06-23,12.0,12.0,1
2020-06-24,31.0,31.0,1
2020-06-25,18.0,18.0,1
2020-06-26,13.0,13.0,1
2020-06-27,16.0,16.0,1
2020-06-28,14.0,14.0,1
2020-06-29,22.0,22.0,1
2020-06-30,24.0,24.0,1
2020-07-01,6.0,6.0,1
2020-07-02,12.0,12.0,1
2020-07-03,6.0,6.0,1
2020-07-04,40.0,40.0,1
2020-07-05,8.0,8.0,1
2020-07-06,12.0,12.0,1
2020-07-07,12.0,12.0,1
2020-07-08,19.0,19.0,1
2020-07-09,13.0,13.0,1
2020-07-10,14.0,14.0,1
2020-07-11,14.0,14.0,1
2020-07-12,38.0,38.0,1
2020-07-13,32.0,32.0,1
2020-07-14,26.0,26.0,1
2020-07-15,37.0,37.0,1
2020-07-16,6.0,6.0,1
2020-07-17,13.0,13.0,1
2020-07-18,22.0,22.0,1
2020-07-19,7.0,7.0,1
2020-07-20,38.0,38.0,1
2020-07-21,26.0,26.0,1
2020-07-22,6.0,6.0,1
2020-07-23,25.0,25.0,1
2020-07-24,13.0,13.0,1
2020-07-25,16.0,16.0,1
2020-07-26,14.0,14.0,1
2020-07-27,26.0,26.0,1
2020-07-28,0.0,0.0,1
2020-07-29,13.0,13.0,1
2020-07-30,7.0,7.0,1
2020-07-31,21.0,21.0,1
2020-08-01,16.0,16.0,1
2020-08-02,14.0,14.0,1
2020-08-03,6.0,6.0,1
2020-08-04,23.0,23.0,1
2020-08-05,12.0,12.0,1
2020-08-06,27.0,27.0,1
2020-08-07,22.0,22.0,1
2020-08-08,8.0,8.0,1
2020-08-09,39.0,39.0,1
2020-08-10,32.0,32.0,1
2020-08-11,0.0,0.0,1
2020-08-12,6.0,6.0,1
2020-08-13,31.0,31.0,1
2020-08-14,13.0,13.0,1
2020-08-15,22.0,22.0,1
2020-08-16,29.0,29.0,1
2020-08-17,36.0,36.0,1
2020-08-18,12.0,12.0,1
2020-08-19,13.0,13.0,1
2020-08-20,13.0,13.0,1
2020-08-21,7.0,7.0,1
2020-08-22,15.0,15.0,1
2020-08-23,14.0,14.0,1
2020-08-24,12.0,12.0,1
2020-08-25,19.0,19.0,1
2020-08-26,13.0,13.0,1
2020-08-27,19.0,19.0,1
2020-08-28,20.0,20.0,1
2020-08-29,14.0,14.0,1
2020-08-30,27.0,27.0,1
2020-08-31,30.0,30.0,1
2020-09-01,18.0,18.0,1
2020-09-02,0.0,0.0,1
2020-09-03,20.0,20.0,1
2020-09-04,28.0,28.0,1
2020-09-05,16.0,16.0,1
2020-09-06,20.0,20.0,1
2020-09-07,17.0,17.0,1
2020-09-08,38.0,38.0,1
2020-09-09,26.0,26.0,1
2020-09-10,13.0,13.0,1
2020-09-11,20.0,20.0,1
2020-09-12,47.0,47.0,1
2020-09-13,15.0,15.0,1
2020-09-14,18.0,18.0,1
2020-09-15,12.0,12.0,1
2020-09-16,43.0,43.0,1
2020-09-17,25.0,25.0,1
2020-09-18,60.0,60.0,1
2020-09-19,23.0,23.0,1
2020-09-20,30.0,30.0,1
2020-09-21,18.0,18.0,1
2020-09-22,18.0,18.0,1
2020-09-23,54.0,54.0,1
2020-09-24,6.0,6.0,1
2020-09-25,57.0,57.0,1
2020-09-26,51.0,51.0,1
2020-09-27,75.0,75.0,1
2020-09-28,36.0,36.0,1
2020-09-29,19.0,19.0,1
2020-09-30,19.0,19.0,1
2020-10-01,46.0,46.0,1
2020-10-02,26.0,26.0,1
2020-10-03,30.0,30.0,1
2020-10-04,66.0,66.0,1
2020-10-05,18.0,18.0,1
2020-10-06,6.0,6.0,1
2020-10-07,12.0,12.0,1
2020-10-08,19.0,19.0,1
2020-10-09,29.0,29.0,1
2020-10-10,49.0,49.0,1
2020-10-11,7.0,7.0,1
2020-10-12,19.0,19.0,1
2020-10-13,13.0,13.0,1
2020-10-14,32.0,32.0,1
2020-10-15,13.0,13.0,1
2020-10-16,41.0,41.0,1
2020-10-17,16.0,16.0,1
2020-10-18,16.0,16.0,1
2020-10-19,19.0,19.0,1
2020-10-20,13.0,13.0,1
2020-10-21,34.0,34.0,1
2020-10-22,13.0,13.0,1
2020-10-23,43.0,43.0,1
2020-10-24,46.0,46.0,1
2020-10-25,31.0,31.0,1
2020-10-26,29.0,29.0,1
2020-10-27,13.0,13.0,1
2020-09-28,25.0,25.0,2
2020-09-29,26.0,26.0,2
2020-09-30,35.0,35.0,2
2020-10-01,100.0,100.0,2
2020-10-02,9.0,9.0,2
2020-10-03,42.0,42.0,2
2020-10-04,61.0,61.0,2
2020-10-05,42.0,42.0,2
2020-10-06,9.0,9.0,2
2020-10-07,26.0,26.0,2
2020-10-08,27.0,27.0,2
2020-10-09,10.0,10.0,2
2020-10-10,57.0,57.0,2
2020-10-11,0.0,0.0,2
2020-10-12,44.0,44.0,2
2020-10-13,44.0,44.0,2
2020-10-14,18.0,18.0,2
2020-10-15,28.0,28.0,2
2020-10-16,57.0,57.0,2
2020-10-17,44.0,44.0,2
2020-10-18,55.0,55.0,2
2020-10-19,18.0,18.0,2
2020-10-20,9.0,9.0,2
2020-10-21,28.0,28.0,2
2020-10-22,28.0,28.0,2
2020-10-23,40.0,40.0,2
2020-10-24,65.0,65.0,2
2020-10-25,11.0,11.0,2
2020-10-26,20.0,20.0,2
2020-10-27,9.0,9.0,2
2020-10-28,28.0,28.0,2
2020-10-29,27.0,27.0,2
2020-10-30,10.0,10.0,2
2020-10-31,34.0,34.0,2
2020-11-01,32.0,32.0,2
2020-11-02,17.0,17.0,2
2020-11-03,17.0,17.0,2
2020-11-04,8.0,8.0,2
2020-11-05,24.0,24.0,2
2020-11-06,9.0,9.0,2
2020-11-07,0.0,0.0,2
2020-11-08,31.0,31.0,2
2020-11-09,17.0,17.0,2
2020-11-10,9.0,9.0,2
2020-11-11,35.0,35.0,2
2020-11-12,27.0,27.0,2
2020-11-13,0.0,0.0,2
2020-11-14,54.0,54.0,2
2020-11-15,20.0,20.0,2
2020-11-16,26.0,26.0,2
2020-11-17,68.0,68.0,2
2020-11-18,17.0,17.0,2
2020-11-19,25.0,25.0,2
2020-11-20,18.0,18.0,2
2020-11-21,32.0,32.0,2
2020-11-22,30.0,30.0,2
2020-11-23,9.0,9.0,2
2020-11-24,17.0,17.0,2
2020-11-25,9.0,9.0,2
2020-11-26,0.0,0.0,2
2020-11-27,26.0,26.0,2
2020-11-28,31.0,31.0,2
2020-11-29,10.0,10.0,2
2020-11-30,8.0,8.0,2
2020-12-01,17.0,17.0,2
2020-12-02,25.0,25.0,2
2020-12-03,9.0,9.0,2
2020-12-04,18.0,18.0,2
2020-12-05,31.0,31.0,2
2020-12-06,20.0,20.0,2
2020-12-07,9.0,9.0,2
2020-12-08,0.0,0.0,2
2020-12-09,26.0,26.0,2
2020-12-10,18.0,18.0,2
2020-12-11,19.0,19.0,2
2020-12-12,0.0,0.0,2
2020-12-13,10.0,10.0,2
2020-12-14,18.0,18.0,2
2020-12-15,45.0,45.0,2
2020-12-16,0.0,0.0,2
2020-12-17,0.0,0.0,2
2020-12-18,0.0,0.0,2
2020-12-19,11.0,11.0,2
2020-12-20,11.0,11.0,2
2020-12-21,9.0,9.0,2
2020-12-22,29.0,29.0,2
2020-12-23,11.0,11.0,2
2020-12-24,26.0,26.0,2
2020-12-25,12.0,12.0,2
2020-12-26,23.0,23.0,2
2020-12-27,10.0,10.0,2
2020-12-28,29.0,29.0,2
2020-12-29,39.0,39.0,2
2020-12-30,10.0,10.0,2
2020-12-31,23.0,23.0,2
2021-01-01,34.0,34.0,2
2021-01-02,10.0,10.0,2
2021-01-03,21.0,21.0,2
2021-01-04,0.0,0.0,2
2021-01-05,9.0,9.0,2
2021-01-06,10.0,10.0,2
2021-01-07,9.0,9.0,2
2021-01-08,0.0,0.0,2
2021-01-09,53.0,53.0,2
2021-01-10,21.0,21.0,2
2021-01-11,17.0,17.0,2
2021-01-12,8.0,8.0,2
2021-01-13,9.0,9.0,2
2021-01-14,17.0,17.0,2
2021-01-15,27.0,27.0,2
2021-01-16,0.0,0.0,2
2021-01-17,10.0,10.0,2
2021-01-18,25.0,25.0,2
2021-01-19,8.0,8.0,2
2021-01-20,17.0,17.0,2
2021-01-21,17.0,17.0,2
2021-01-22,18.0,18.0,2
2021-01-23,20.0,20.0,2
2021-01-24,20.0,20.0,2
2021-01-25,8.0,8.0,2
2021-01-26,17.0,17.0,2
2021-01-27,9.0,9.0,2
2021-01-28,9.0,9.0,2
2021-01-29,27.0,27.0,2
2021-01-30,0.0,0.0,2
2021-01-31,30.0,30.0,2
2021-02-01,8.0,8.0,2
2021-02-02,0.0,0.0,2
2021-02-03,18.0,18.0,2
2021-02-04,9.0,9.0,2
2021-02-05,29.0,29.0,2
2021-02-06,0.0,0.0,2
2021-02-07,10.0,10.0,2
2021-02-08,25.0,25.0,2
2021-02-09,9.0,9.0,2
2021-02-10,17.0,17.0,2
2021-02-11,18.0,18.0,2
2021-02-12,0.0,0.0,2
2021-02-13,11.0,11.0,2
2021-02-14,31.0,31.0,2
2021-02-15,9.0,9.0,2
2021-02-16,0.0,0.0,2
2021-02-17,9.0,9.0,2
2021-02-18,9.0,9.0,2
2021-02-19,19.0,19.0,2
2021-02-20,22.0,22.0,2
2021-02-21,0.0,0.0,2
2021-02-22,8.0,8.0,2
2021-02-23,18.0,18.0,2
2021-02-24,18.0,18.0,2
2021-02-25,37.0,37.0,2
2021-02-26,10.0,10.0,2
2021-02-27,44.0,44.0,2
2021-02-28,63.0,63.0,2
2021-03-01,26.0,26.0,2
2021-03-02,36.0,36.0,2
2021-03-03,18.0,18.0,2
2021-03-04,9.0,9.0,2
2021-03-05,27.0,27.0,2
2021-03-06,22.0,22.0,2
2021-03-07,11.0,11.0,2
2021-03-08,0.0,0.0,2
2021-03-09,61.0,61.0,2
2021-03-10,26.0,26.0,2
2021-03-11,18.0,18.0,2
2021-03-12,19.0,19.0,2
2021-03-13,56.0,56.0,2
2021-03-14,56.0,56.0,2
2021-03-15,21.0,21.0,2
2021-03-16,23.0,23.0,2
2021-03-17,35.0,35.0,2
2021-03-18,26.0,26.0,2
2021-03-19,18.0,18.0,2
2021-03-20,21.0,21.0,2
2021-03-21,20.0,20.0,2
2021-03-22,25.0,25.0,2
2021-03-23,26.0,26.0,2
2021-03-24,9.0,9.0,2
2021-03-25,18.0,18.0,2
2021-03-26,20.0,20.0,2
2021-03-27,22.0,22.0,2
2021-03-28,11.0,11.0,2
2021-03-29,56.0,56.0,2
2021-03-30,0.0,0.0,2
2021-03-31,0.0,0.0,2
2021-04-01,20.0,20.0,2
2021-04-02,11.0,11.0,2
2021-04-03,0.0,0.0,2
2021-04-04,23.0,23.0,2
2021-04-05,22.0,22.0,2
2021-04-06,8.0,8.0,2
2021-04-07,25.0,25.0,2
2021-04-08,26.0,26.0,2
2021-04-09,28.0,28.0,2
2021-04-10,46.0,46.0,2
2021-04-11,21.0,21.0,2
2021-04-12,16.0,16.0,2
2021-04-13,24.0,24.0,2
2021-04-14,26.0,26.0,2
2021-04-15,18.0,18.0,2
2021-04-16,19.0,19.0,2
2021-04-17,43.0,43.0,2
2021-04-18,0.0,0.0,2
2021-04-19,0.0,0.0,2
2021-04-20,17.0,17.0,2
2021-04-21,0.0,0.0,2
2021-04-22,18.0,18.0,2
2021-04-23,10.0,10.0,2
2021-04-24,0.0,0.0,2
2021-04-25,33.0,33.0,2
2021-04-26,18.0,18.0,2
2021-04-27,35.0,35.0,2
2021-04-28,9.0,9.0,2
2021-04-29,28.0,28.0,2
2021-04-30,0.0,0.0,2
2021-05-01,23.0,23.0,2
2021-05-02,29.0,29.0,2
2021-05-03,52.0,52.0,2
2021-05-04,18.0,18.0,2
2021-05-05,17.0,17.0,2
2021-05-06,18.0,18.0,2
2021-05-07,9.0,9.0,2
2021-05-08,24.0,24.0,2
2021-05-09,24.0,24.0,2
2021-05-10,18.0,18.0,2
2021-05-11,27.0,27.0,2
2021-05-12,17.0,17.0,2
2021-05-13,0.0,0.0,2
2021-05-14,0.0,0.0,2
