date,/m/07mf1_0,/m/07mf1,batch_id
2020-02-01,29.0,29.0,1
2020-02-02,0.0,0.0,1
2020-02-03,11.0,11.0,1
2020-02-04,12.0,12.0,1
2020-02-05,23.0,23.0,1
2020-02-06,25.0,25.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,14.0,14.0,1
2020-02-10,24.0,24.0,1
2020-02-11,35.0,35.0,1
2020-02-12,12.0,12.0,1
2020-02-13,12.0,12.0,1
2020-02-14,13.0,13.0,1
2020-02-15,29.0,29.0,1
2020-02-16,0.0,0.0,1
2020-02-17,36.0,36.0,1
2020-02-18,35.0,35.0,1
2020-02-19,24.0,24.0,1
2020-02-20,25.0,25.0,1
2020-02-21,26.0,26.0,1
2020-02-22,45.0,45.0,1
2020-02-23,42.0,42.0,1
2020-02-24,12.0,12.0,1
2020-02-25,24.0,24.0,1
2020-02-26,34.0,34.0,1
2020-02-27,24.0,24.0,1
2020-02-28,12.0,12.0,1
2020-02-29,41.0,41.0,1
2020-03-01,0.0,0.0,1
2020-03-02,12.0,12.0,1
2020-03-03,47.0,47.0,1
2020-03-04,12.0,12.0,1
2020-03-05,0.0,0.0,1
2020-03-06,12.0,12.0,1
2020-03-07,14.0,14.0,1
2020-03-08,28.0,28.0,1
2020-03-09,12.0,12.0,1
2020-03-10,24.0,24.0,1
2020-03-11,12.0,12.0,1
2020-03-12,36.0,36.0,1
2020-03-13,45.0,45.0,1
2020-03-14,0.0,0.0,1
2020-03-15,13.0,13.0,1
2020-03-16,44.0,44.0,1
2020-03-17,45.0,45.0,1
2020-03-18,34.0,34.0,1
2020-03-19,11.0,11.0,1
2020-03-20,82.0,82.0,1
2020-03-21,64.0,64.0,1
2020-03-22,21.0,21.0,1
2020-03-23,59.0,59.0,1
2020-03-24,22.0,22.0,1
2020-03-25,22.0,22.0,1
2020-03-26,44.0,44.0,1
2020-03-27,32.0,32.0,1
2020-03-28,26.0,26.0,1
2020-03-29,24.0,24.0,1
2020-03-30,43.0,43.0,1
2020-03-31,22.0,22.0,1
2020-04-01,22.0,22.0,1
2020-04-02,0.0,0.0,1
2020-04-03,0.0,0.0,1
2020-04-04,13.0,13.0,1
2020-04-05,0.0,0.0,1
2020-04-06,11.0,11.0,1
2020-04-07,23.0,23.0,1
2020-04-08,12.0,12.0,1
2020-04-09,0.0,0.0,1
2020-04-10,25.0,25.0,1
2020-04-11,13.0,13.0,1
2020-04-12,41.0,41.0,1
2020-04-13,24.0,24.0,1
2020-04-14,10.0,10.0,1
2020-04-15,34.0,34.0,1
2020-04-16,23.0,23.0,1
2020-04-17,47.0,47.0,1
2020-04-18,40.0,40.0,1
2020-04-19,0.0,0.0,1
2020-04-20,32.0,32.0,1
2020-04-21,34.0,34.0,1
2020-04-22,35.0,35.0,1
2020-04-23,33.0,33.0,1
2020-04-24,49.0,49.0,1
2020-04-25,14.0,14.0,1
2020-04-26,26.0,26.0,1
2020-04-27,0.0,0.0,1
2020-04-28,22.0,22.0,1
2020-04-29,21.0,21.0,1
2020-04-30,11.0,11.0,1
2020-05-01,53.0,53.0,1
2020-05-02,26.0,26.0,1
2020-05-03,26.0,26.0,1
2020-05-04,23.0,23.0,1
2020-05-05,31.0,31.0,1
2020-05-06,22.0,22.0,1
2020-05-07,48.0,48.0,1
2020-05-08,12.0,12.0,1
2020-05-09,44.0,44.0,1
2020-05-10,40.0,40.0,1
2020-05-11,33.0,33.0,1
2020-05-12,22.0,22.0,1
2020-05-13,34.0,34.0,1
2020-05-14,11.0,11.0,1
2020-05-15,24.0,24.0,1
2020-05-16,0.0,0.0,1
2020-05-17,27.0,27.0,1
2020-05-18,11.0,11.0,1
2020-05-19,21.0,21.0,1
2020-05-20,0.0,0.0,1
2020-05-21,12.0,12.0,1
2020-05-22,13.0,13.0,1
2020-05-23,14.0,14.0,1
2020-05-24,0.0,0.0,1
2020-05-25,22.0,22.0,1
2020-05-26,11.0,11.0,1
2020-05-27,23.0,23.0,1
2020-05-28,0.0,0.0,1
2020-05-29,0.0,0.0,1
2020-05-30,14.0,14.0,1
2020-05-31,13.0,13.0,1
2020-06-01,0.0,0.0,1
2020-06-02,23.0,23.0,1
2020-06-03,21.0,21.0,1
2020-06-04,21.0,21.0,1
2020-06-05,11.0,11.0,1
2020-06-06,14.0,14.0,1
2020-06-07,0.0,0.0,1
2020-06-08,10.0,10.0,1
2020-06-09,0.0,0.0,1
2020-06-10,23.0,23.0,1
2020-06-11,0.0,0.0,1
2020-06-12,12.0,12.0,1
2020-06-13,0.0,0.0,1
2020-06-14,0.0,0.0,1
2020-06-15,0.0,0.0,1
2020-06-16,43.0,43.0,1
2020-06-17,11.0,11.0,1
2020-06-18,23.0,23.0,1
2020-06-19,12.0,12.0,1
2020-06-20,13.0,13.0,1
2020-06-21,13.0,13.0,1
2020-06-22,13.0,13.0,1
2020-06-23,35.0,35.0,1
2020-06-24,0.0,0.0,1
2020-06-25,47.0,47.0,1
2020-06-26,24.0,24.0,1
2020-06-27,0.0,0.0,1
2020-06-28,0.0,0.0,1
2020-06-29,11.0,11.0,1
2020-06-30,12.0,12.0,1
2020-07-01,23.0,23.0,1
2020-07-02,34.0,34.0,1
2020-07-03,23.0,23.0,1
2020-07-04,13.0,13.0,1
2020-07-05,37.0,37.0,1
2020-07-06,43.0,43.0,1
2020-07-07,0.0,0.0,1
2020-07-08,12.0,12.0,1
2020-07-09,48.0,48.0,1
2020-07-10,12.0,12.0,1
2020-07-11,40.0,40.0,1
2020-07-12,13.0,13.0,1
2020-07-13,12.0,12.0,1
2020-07-14,23.0,23.0,1
2020-07-15,12.0,12.0,1
2020-07-16,0.0,0.0,1
2020-07-17,35.0,35.0,1
2020-07-18,0.0,0.0,1
2020-07-19,26.0,26.0,1
2020-07-20,35.0,35.0,1
2020-07-21,59.0,59.0,1
2020-07-22,11.0,11.0,1
2020-07-23,11.0,11.0,1
2020-07-24,33.0,33.0,1
2020-07-25,13.0,13.0,1
2020-07-26,0.0,0.0,1
2020-07-27,0.0,0.0,1
2020-07-28,12.0,12.0,1
2020-07-29,12.0,12.0,1
2020-07-30,24.0,24.0,1
2020-07-31,24.0,24.0,1
2020-08-01,13.0,13.0,1
2020-08-02,0.0,0.0,1
2020-08-03,22.0,22.0,1
2020-08-04,21.0,21.0,1
2020-08-05,0.0,0.0,1
2020-08-06,11.0,11.0,1
2020-08-07,0.0,0.0,1
2020-08-08,13.0,13.0,1
2020-08-09,13.0,13.0,1
2020-08-10,0.0,0.0,1
2020-08-11,0.0,0.0,1
2020-08-12,0.0,0.0,1
2020-08-13,12.0,12.0,1
2020-08-14,11.0,11.0,1
2020-08-15,24.0,24.0,1
2020-08-16,12.0,12.0,1
2020-08-17,34.0,34.0,1
2020-08-18,21.0,21.0,1
2020-08-19,34.0,34.0,1
2020-08-20,12.0,12.0,1
2020-08-21,0.0,0.0,1
2020-08-22,13.0,13.0,1
2020-08-23,25.0,25.0,1
2020-08-24,11.0,11.0,1
2020-08-25,12.0,12.0,1
2020-08-26,12.0,12.0,1
2020-08-27,24.0,24.0,1
2020-08-28,25.0,25.0,1
2020-08-29,14.0,14.0,1
2020-08-30,26.0,26.0,1
2020-08-31,44.0,44.0,1
2020-09-01,71.0,71.0,1
2020-09-02,49.0,49.0,1
2020-09-03,12.0,12.0,1
2020-09-04,39.0,39.0,1
2020-09-05,43.0,43.0,1
2020-09-06,72.0,72.0,1
2020-09-07,73.0,73.0,1
2020-09-08,12.0,12.0,1
2020-09-09,25.0,25.0,1
2020-09-10,13.0,13.0,1
2020-09-11,39.0,39.0,1
2020-09-12,30.0,30.0,1
2020-09-13,43.0,43.0,1
2020-09-14,60.0,60.0,1
2020-09-15,50.0,50.0,1
2020-09-16,25.0,25.0,1
2020-09-17,24.0,24.0,1
2020-09-18,38.0,38.0,1
2020-09-19,15.0,15.0,1
2020-09-20,30.0,30.0,1
2020-09-21,12.0,12.0,1
2020-09-22,36.0,36.0,1
2020-09-23,0.0,0.0,1
2020-09-24,12.0,12.0,1
2020-09-25,13.0,13.0,1
2020-09-26,0.0,0.0,1
2020-09-27,0.0,0.0,1
2020-09-28,37.0,37.0,1
2020-09-29,13.0,13.0,1
2020-09-30,53.0,53.0,1
2020-10-01,13.0,13.0,1
2020-10-02,0.0,0.0,1
2020-10-03,15.0,15.0,1
2020-10-04,30.0,30.0,1
2020-10-05,0.0,0.0,1
2020-10-06,13.0,13.0,1
2020-10-07,0.0,0.0,1
2020-10-08,65.0,65.0,1
2020-10-09,57.0,57.0,1
2020-10-10,34.0,34.0,1
2020-10-11,28.0,28.0,1
2020-10-12,38.0,38.0,1
2020-10-13,0.0,0.0,1
2020-10-14,52.0,52.0,1
2020-10-15,0.0,0.0,1
2020-10-16,40.0,40.0,1
2020-10-17,47.0,47.0,1
2020-10-18,62.0,62.0,1
2020-10-19,67.0,67.0,1
2020-10-20,53.0,53.0,1
2020-10-21,13.0,13.0,1
2020-10-22,0.0,0.0,1
2020-10-23,68.0,68.0,1
2020-10-24,41.0,41.0,1
2020-10-25,58.0,58.0,1
2020-10-26,100.0,100.0,1
2020-10-27,25.0,25.0,1
2020-09-28,32.0,32.0,2
2020-09-29,17.0,17.0,2
2020-09-30,17.0,17.0,2
2020-10-01,33.0,33.0,2
2020-10-02,17.0,17.0,2
2020-10-03,57.0,57.0,2
2020-10-04,56.0,56.0,2
2020-10-05,16.0,16.0,2
2020-10-06,16.0,16.0,2
2020-10-07,0.0,0.0,2
2020-10-08,17.0,17.0,2
2020-10-09,55.0,55.0,2
2020-10-10,43.0,43.0,2
2020-10-11,0.0,0.0,2
2020-10-12,48.0,48.0,2
2020-10-13,0.0,0.0,2
2020-10-14,17.0,17.0,2
2020-10-15,32.0,32.0,2
2020-10-16,34.0,34.0,2
2020-10-17,100.0,100.0,2
2020-10-18,60.0,60.0,2
2020-10-19,0.0,0.0,2
2020-10-20,51.0,51.0,2
2020-10-21,51.0,51.0,2
2020-10-22,50.0,50.0,2
2020-10-23,18.0,18.0,2
2020-10-24,36.0,36.0,2
2020-10-25,18.0,18.0,2
2020-10-26,32.0,32.0,2
2020-10-27,78.0,78.0,2
2020-10-28,100.0,100.0,2
2020-10-29,50.0,50.0,2
2020-10-30,70.0,70.0,2
2020-10-31,20.0,20.0,2
2020-11-01,58.0,58.0,2
2020-11-02,17.0,17.0,2
2020-11-03,67.0,67.0,2
2020-11-04,15.0,15.0,2
2020-11-05,15.0,15.0,2
2020-11-06,66.0,66.0,2
2020-11-07,57.0,57.0,2
2020-11-08,19.0,19.0,2
2020-11-09,49.0,49.0,2
2020-11-10,81.0,81.0,2
2020-11-11,65.0,65.0,2
2020-11-12,32.0,32.0,2
2020-11-13,66.0,66.0,2
2020-11-14,0.0,0.0,2
2020-11-15,37.0,37.0,2
2020-11-16,63.0,63.0,2
2020-11-17,48.0,48.0,2
2020-11-18,57.0,57.0,2
2020-11-19,16.0,16.0,2
2020-11-20,50.0,50.0,2
2020-11-21,19.0,19.0,2
2020-11-22,0.0,0.0,2
2020-11-23,33.0,33.0,2
2020-11-24,16.0,16.0,2
2020-11-25,63.0,63.0,2
2020-11-26,32.0,32.0,2
2020-11-27,66.0,66.0,2
2020-11-28,57.0,57.0,2
2020-11-29,18.0,18.0,2
2020-11-30,64.0,64.0,2
2020-12-01,0.0,0.0,2
2020-12-02,48.0,48.0,2
2020-12-03,16.0,16.0,2
2020-12-04,68.0,68.0,2
2020-12-05,76.0,76.0,2
2020-12-06,36.0,36.0,2
2020-12-07,32.0,32.0,2
2020-12-08,31.0,31.0,2
2020-12-09,46.0,46.0,2
2020-12-10,16.0,16.0,2
2020-12-11,34.0,34.0,2
2020-12-12,19.0,19.0,2
2020-12-13,74.0,74.0,2
2020-12-14,16.0,16.0,2
2020-12-15,0.0,0.0,2
2020-12-16,32.0,32.0,2
2020-12-17,16.0,16.0,2
2020-12-18,17.0,17.0,2
2020-12-19,19.0,19.0,2
2020-12-20,19.0,19.0,2
2020-12-21,16.0,16.0,2
2020-12-22,17.0,17.0,2
2020-12-23,18.0,18.0,2
2020-12-24,0.0,0.0,2
2020-12-25,0.0,0.0,2
2020-12-26,38.0,38.0,2
2020-12-27,0.0,0.0,2
2020-12-28,32.0,32.0,2
2020-12-29,17.0,17.0,2
2020-12-30,18.0,18.0,2
2020-12-31,0.0,0.0,2
2021-01-01,0.0,0.0,2
2021-01-02,36.0,36.0,2
2021-01-03,36.0,36.0,2
2021-01-04,16.0,16.0,2
2021-01-05,17.0,17.0,2
2021-01-06,0.0,0.0,2
