date,/g/11j8_9sv06_0,/g/11j8_9sv06,batch_id
2020-02-01,12.0,12.0,1
2020-02-02,17.0,17.0,1
2020-02-03,14.0,14.0,1
2020-02-04,5.0,5.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,5.0,5.0,1
2020-02-11,0.0,0.0,1
2020-02-12,0.0,0.0,1
2020-02-13,0.0,0.0,1
2020-02-14,0.0,0.0,1
2020-02-15,0.0,0.0,1
2020-02-16,12.0,12.0,1
2020-02-17,5.0,5.0,1
2020-02-18,0.0,0.0,1
2020-02-19,5.0,5.0,1
2020-02-20,0.0,0.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,11.0,11.0,1
2020-02-24,20.0,20.0,1
2020-02-25,10.0,10.0,1
2020-02-26,20.0,20.0,1
2020-02-27,39.0,39.0,1
2020-02-28,42.0,42.0,1
2020-02-29,30.0,30.0,1
2020-03-01,6.0,6.0,1
2020-03-02,5.0,5.0,1
2020-03-03,5.0,5.0,1
2020-03-04,10.0,10.0,1
2020-03-05,5.0,5.0,1
2020-03-06,5.0,5.0,1
2020-03-07,12.0,12.0,1
2020-03-08,28.0,28.0,1
2020-03-09,14.0,14.0,1
2020-03-10,20.0,20.0,1
2020-03-11,15.0,15.0,1
2020-03-12,26.0,26.0,1
2020-03-13,43.0,43.0,1
2020-03-14,31.0,31.0,1
2020-03-15,46.0,46.0,1
2020-03-16,51.0,51.0,1
2020-03-17,31.0,31.0,1
2020-03-18,79.0,79.0,1
2020-03-19,100.0,100.0,1
2020-03-20,90.0,90.0,1
2020-03-21,67.0,67.0,1
2020-03-22,38.0,38.0,1
2020-03-23,22.0,22.0,1
2020-03-24,19.0,19.0,1
2020-03-25,84.0,84.0,1
2020-03-26,39.0,39.0,1
2020-03-27,53.0,53.0,1
2020-03-28,29.0,29.0,1
2020-03-29,38.0,38.0,1
2020-03-30,29.0,29.0,1
2020-03-31,18.0,18.0,1
2020-04-01,14.0,14.0,1
2020-04-02,15.0,15.0,1
2020-04-03,5.0,5.0,1
2020-04-04,12.0,12.0,1
2020-04-05,27.0,27.0,1
2020-04-06,20.0,20.0,1
2020-04-07,21.0,21.0,1
2020-04-08,5.0,5.0,1
2020-04-09,11.0,11.0,1
2020-04-10,22.0,22.0,1
2020-04-11,6.0,6.0,1
2020-04-12,17.0,17.0,1
2020-04-13,5.0,5.0,1
2020-04-14,20.0,20.0,1
2020-04-15,10.0,10.0,1
2020-04-16,22.0,22.0,1
2020-04-17,18.0,18.0,1
2020-04-18,13.0,13.0,1
2020-04-19,12.0,12.0,1
2020-04-20,5.0,5.0,1
2020-04-21,29.0,29.0,1
2020-04-22,15.0,15.0,1
2020-04-23,14.0,14.0,1
2020-04-24,10.0,10.0,1
2020-04-25,17.0,17.0,1
2020-04-26,10.0,10.0,1
2020-04-27,19.0,19.0,1
2020-04-28,14.0,14.0,1
2020-04-29,14.0,14.0,1
2020-04-30,13.0,13.0,1
2020-05-01,6.0,6.0,1
2020-05-02,11.0,11.0,1
2020-05-03,10.0,10.0,1
2020-05-04,4.0,4.0,1
2020-05-05,9.0,9.0,1
2020-05-06,13.0,13.0,1
2020-05-07,9.0,9.0,1
2020-05-08,10.0,10.0,1
2020-05-09,31.0,31.0,1
2020-05-10,28.0,28.0,1
2020-05-11,9.0,9.0,1
2020-05-12,5.0,5.0,1
2020-05-13,5.0,5.0,1
2020-05-14,24.0,24.0,1
2020-05-15,0.0,0.0,1
2020-05-16,20.0,20.0,1
2020-05-17,11.0,11.0,1
2020-05-18,24.0,24.0,1
2020-05-19,10.0,10.0,1
2020-05-20,5.0,5.0,1
2020-05-21,10.0,10.0,1
2020-05-22,5.0,5.0,1
2020-05-23,0.0,0.0,1
2020-05-24,11.0,11.0,1
2020-05-25,5.0,5.0,1
2020-05-26,5.0,5.0,1
2020-05-27,0.0,0.0,1
2020-05-28,14.0,14.0,1
2020-05-29,10.0,10.0,1
2020-05-30,12.0,12.0,1
2020-05-31,11.0,11.0,1
2020-06-01,0.0,0.0,1
2020-06-02,5.0,5.0,1
2020-06-03,5.0,5.0,1
2020-06-04,0.0,0.0,1
2020-06-05,0.0,0.0,1
2020-06-06,0.0,0.0,1
2020-06-07,6.0,6.0,1
2020-06-08,0.0,0.0,1
2020-06-09,5.0,5.0,1
2020-06-10,10.0,10.0,1
2020-06-11,20.0,20.0,1
2020-06-12,5.0,5.0,1
2020-06-13,0.0,0.0,1
2020-06-14,11.0,11.0,1
2020-06-15,14.0,14.0,1
2020-06-16,5.0,5.0,1
2020-06-17,10.0,10.0,1
2020-06-18,5.0,5.0,1
2020-06-19,16.0,16.0,1
2020-06-20,13.0,13.0,1
2020-06-21,0.0,0.0,1
2020-06-22,9.0,9.0,1
2020-06-23,0.0,0.0,1
2020-06-24,10.0,10.0,1
2020-06-25,5.0,5.0,1
2020-06-26,17.0,17.0,1
2020-06-27,7.0,7.0,1
2020-06-28,12.0,12.0,1
2020-06-29,25.0,25.0,1
2020-06-30,5.0,5.0,1
2020-07-01,5.0,5.0,1
2020-07-02,5.0,5.0,1
2020-07-03,22.0,22.0,1
2020-07-04,0.0,0.0,1
2020-07-05,0.0,0.0,1
2020-07-06,10.0,10.0,1
2020-07-07,0.0,0.0,1
2020-07-08,5.0,5.0,1
2020-07-09,28.0,28.0,1
2020-07-10,6.0,6.0,1
2020-07-11,14.0,14.0,1
2020-07-12,0.0,0.0,1
2020-07-13,21.0,21.0,1
2020-07-14,17.0,17.0,1
2020-07-15,11.0,11.0,1
2020-07-16,22.0,22.0,1
2020-07-17,17.0,17.0,1
2020-07-18,13.0,13.0,1
2020-07-19,24.0,24.0,1
2020-07-20,16.0,16.0,1
2020-07-21,39.0,39.0,1
2020-07-22,22.0,22.0,1
2020-07-23,11.0,11.0,1
2020-07-24,12.0,12.0,1
2020-07-25,13.0,13.0,1
2020-07-26,19.0,19.0,1
2020-07-27,11.0,11.0,1
2020-07-28,6.0,6.0,1
2020-07-29,22.0,22.0,1
2020-07-30,0.0,0.0,1
2020-07-31,17.0,17.0,1
2020-08-01,14.0,14.0,1
2020-08-02,39.0,39.0,1
2020-08-03,22.0,22.0,1
2020-08-04,33.0,33.0,1
2020-08-05,22.0,22.0,1
2020-08-06,11.0,11.0,1
2020-08-07,6.0,6.0,1
2020-08-08,27.0,27.0,1
2020-08-09,26.0,26.0,1
2020-08-10,11.0,11.0,1
2020-08-11,49.0,49.0,1
2020-08-12,39.0,39.0,1
2020-08-13,34.0,34.0,1
2020-08-14,29.0,29.0,1
2020-08-15,32.0,32.0,1
2020-08-16,25.0,25.0,1
2020-08-17,11.0,11.0,1
2020-08-18,11.0,11.0,1
2020-08-19,5.0,5.0,1
2020-08-20,17.0,17.0,1
2020-08-21,24.0,24.0,1
2020-08-22,7.0,7.0,1
2020-08-23,13.0,13.0,1
2020-08-24,5.0,5.0,1
2020-08-25,16.0,16.0,1
2020-08-26,6.0,6.0,1
2020-08-27,6.0,6.0,1
2020-08-28,12.0,12.0,1
2020-08-29,26.0,26.0,1
2020-08-30,33.0,33.0,1
2020-08-31,27.0,27.0,1
2020-09-01,22.0,22.0,1
2020-09-02,22.0,22.0,1
2020-09-03,22.0,22.0,1
2020-09-04,5.0,5.0,1
2020-09-05,27.0,27.0,1
2020-09-06,13.0,13.0,1
2020-09-07,22.0,22.0,1
2020-09-08,11.0,11.0,1
2020-09-09,23.0,23.0,1
2020-09-10,17.0,17.0,1
2020-09-11,6.0,6.0,1
2020-09-12,21.0,21.0,1
