date,/g/121j1nlf_0,/g/121j1nlf,batch_id
2020-02-01,7.0,7.0,1
2020-02-02,14.0,14.0,1
2020-02-03,6.0,6.0,1
2020-02-04,23.0,23.0,1
2020-02-05,0.0,0.0,1
2020-02-06,23.0,23.0,1
2020-02-07,16.0,16.0,1
2020-02-08,15.0,15.0,1
2020-02-09,14.0,14.0,1
2020-02-10,7.0,7.0,1
2020-02-11,22.0,22.0,1
2020-02-12,7.0,7.0,1
2020-02-13,21.0,21.0,1
2020-02-14,15.0,15.0,1
2020-02-15,0.0,0.0,1
2020-02-16,8.0,8.0,1
2020-02-17,14.0,14.0,1
2020-02-18,14.0,14.0,1
2020-02-19,15.0,15.0,1
2020-02-20,37.0,37.0,1
2020-02-21,0.0,0.0,1
2020-02-22,0.0,0.0,1
2020-02-23,0.0,0.0,1
2020-02-24,0.0,0.0,1
2020-02-25,14.0,14.0,1
2020-02-26,7.0,7.0,1
2020-02-27,20.0,20.0,1
2020-02-28,7.0,7.0,1
2020-02-29,0.0,0.0,1
2020-03-01,27.0,27.0,1
2020-03-02,21.0,21.0,1
2020-03-03,49.0,49.0,1
2020-03-04,20.0,20.0,1
2020-03-05,28.0,28.0,1
2020-03-06,0.0,0.0,1
2020-03-07,22.0,22.0,1
2020-03-08,14.0,14.0,1
2020-03-09,20.0,20.0,1
2020-03-10,27.0,27.0,1
2020-03-11,0.0,0.0,1
2020-03-12,20.0,20.0,1
2020-03-13,7.0,7.0,1
2020-03-14,0.0,0.0,1
2020-03-15,20.0,20.0,1
2020-03-16,30.0,30.0,1
2020-03-17,18.0,18.0,1
2020-03-18,30.0,30.0,1
2020-03-19,25.0,25.0,1
2020-03-20,12.0,12.0,1
2020-03-21,13.0,13.0,1
2020-03-22,7.0,7.0,1
2020-03-23,16.0,16.0,1
2020-03-24,6.0,6.0,1
2020-03-25,6.0,6.0,1
2020-03-26,24.0,24.0,1
2020-03-27,17.0,17.0,1
2020-03-28,26.0,26.0,1
2020-03-29,31.0,31.0,1
2020-03-30,23.0,23.0,1
2020-03-31,28.0,28.0,1
2020-04-01,35.0,35.0,1
2020-04-02,18.0,18.0,1
2020-04-03,29.0,29.0,1
2020-04-04,7.0,7.0,1
2020-04-05,20.0,20.0,1
2020-04-06,6.0,6.0,1
2020-04-07,24.0,24.0,1
2020-04-08,12.0,12.0,1
2020-04-09,12.0,12.0,1
2020-04-10,0.0,0.0,1
2020-04-11,13.0,13.0,1
2020-04-12,20.0,20.0,1
2020-04-13,18.0,18.0,1
2020-04-14,24.0,24.0,1
2020-04-15,42.0,42.0,1
2020-04-16,31.0,31.0,1
2020-04-17,6.0,6.0,1
2020-04-18,13.0,13.0,1
2020-04-19,19.0,19.0,1
2020-04-20,18.0,18.0,1
2020-04-21,12.0,12.0,1
2020-04-22,19.0,19.0,1
2020-04-23,18.0,18.0,1
2020-04-24,12.0,12.0,1
2020-04-25,7.0,7.0,1
2020-04-26,13.0,13.0,1
2020-04-27,17.0,17.0,1
2020-04-28,5.0,5.0,1
2020-04-29,11.0,11.0,1
2020-04-30,0.0,0.0,1
2020-05-01,17.0,17.0,1
2020-05-02,12.0,12.0,1
2020-05-03,6.0,6.0,1
2020-05-04,38.0,38.0,1
2020-05-05,40.0,40.0,1
2020-05-06,16.0,16.0,1
2020-05-07,23.0,23.0,1
2020-05-08,6.0,6.0,1
2020-05-09,0.0,0.0,1
2020-05-10,6.0,6.0,1
2020-05-11,11.0,11.0,1
2020-05-12,12.0,12.0,1
2020-05-13,12.0,12.0,1
2020-05-14,18.0,18.0,1
2020-05-15,6.0,6.0,1
2020-05-16,15.0,15.0,1
2020-05-17,15.0,15.0,1
2020-05-18,19.0,19.0,1
2020-05-19,6.0,6.0,1
2020-05-20,6.0,6.0,1
2020-05-21,14.0,14.0,1
2020-05-22,6.0,6.0,1
2020-05-23,25.0,25.0,1
2020-05-24,7.0,7.0,1
2020-05-25,30.0,30.0,1
2020-05-26,19.0,19.0,1
2020-05-27,32.0,32.0,1
2020-05-28,0.0,0.0,1
2020-05-29,6.0,6.0,1
2020-05-30,14.0,14.0,1
2020-05-31,14.0,14.0,1
2020-06-01,7.0,7.0,1
2020-06-02,0.0,0.0,1
2020-06-03,11.0,11.0,1
2020-06-04,6.0,6.0,1
2020-06-05,11.0,11.0,1
2020-06-06,13.0,13.0,1
2020-06-07,14.0,14.0,1
2020-06-08,0.0,0.0,1
2020-06-09,11.0,11.0,1
2020-06-10,12.0,12.0,1
2020-06-11,19.0,19.0,1
2020-06-12,6.0,6.0,1
2020-06-13,7.0,7.0,1
2020-06-14,7.0,7.0,1
2020-06-15,13.0,13.0,1
2020-06-16,12.0,12.0,1
2020-06-17,12.0,12.0,1
2020-06-18,26.0,26.0,1
2020-06-19,0.0,0.0,1
2020-06-20,0.0,0.0,1
2020-06-21,0.0,0.0,1
2020-06-22,0.0,0.0,1
2020-06-23,0.0,0.0,1
2020-06-24,0.0,0.0,1
2020-06-25,14.0,14.0,1
2020-06-26,21.0,21.0,1
2020-06-27,23.0,23.0,1
2020-06-28,19.0,19.0,1
2020-06-29,20.0,20.0,1
2020-06-30,0.0,0.0,1
2020-07-01,13.0,13.0,1
2020-07-02,7.0,7.0,1
2020-07-03,21.0,21.0,1
2020-07-04,8.0,8.0,1
2020-07-05,0.0,0.0,1
2020-07-06,13.0,13.0,1
2020-07-07,14.0,14.0,1
2020-07-08,14.0,14.0,1
2020-07-09,22.0,22.0,1
2020-07-10,0.0,0.0,1
2020-07-11,9.0,9.0,1
2020-07-12,17.0,17.0,1
2020-07-13,23.0,23.0,1
2020-07-14,8.0,8.0,1
2020-07-15,7.0,7.0,1
2020-07-16,0.0,0.0,1
2020-07-17,0.0,0.0,1
2020-07-18,18.0,18.0,1
2020-07-19,8.0,8.0,1
2020-07-20,0.0,0.0,1
2020-07-21,0.0,0.0,1
2020-07-22,8.0,8.0,1
2020-07-23,15.0,15.0,1
2020-07-24,15.0,15.0,1
2020-07-25,9.0,9.0,1
2020-07-26,0.0,0.0,1
2020-07-27,8.0,8.0,1
2020-07-28,22.0,22.0,1
2020-07-29,0.0,0.0,1
2020-07-30,8.0,8.0,1
2020-07-31,16.0,16.0,1
2020-08-01,17.0,17.0,1
2020-08-02,8.0,8.0,1
2020-08-03,7.0,7.0,1
2020-08-04,8.0,8.0,1
2020-08-05,8.0,8.0,1
2020-08-06,32.0,32.0,1
2020-08-07,8.0,8.0,1
2020-08-08,0.0,0.0,1
2020-08-09,8.0,8.0,1
2020-08-10,8.0,8.0,1
2020-08-11,15.0,15.0,1
2020-08-12,15.0,15.0,1
2020-08-13,46.0,46.0,1
2020-08-14,8.0,8.0,1
2020-08-15,8.0,8.0,1
2020-08-16,0.0,0.0,1
2020-08-17,30.0,30.0,1
2020-08-18,7.0,7.0,1
2020-08-19,8.0,8.0,1
2020-08-20,16.0,16.0,1
2020-08-21,8.0,8.0,1
2020-08-22,17.0,17.0,1
2020-08-23,0.0,0.0,1
2020-08-24,15.0,15.0,1
2020-08-25,14.0,14.0,1
2020-08-26,22.0,22.0,1
2020-08-27,15.0,15.0,1
2020-08-28,0.0,0.0,1
2020-08-29,24.0,24.0,1
2020-08-30,0.0,0.0,1
2020-08-31,21.0,21.0,1
2020-09-01,35.0,35.0,1
2020-09-02,45.0,45.0,1
2020-09-03,23.0,23.0,1
2020-09-04,8.0,8.0,1
2020-09-05,8.0,8.0,1
2020-09-06,8.0,8.0,1
2020-09-07,22.0,22.0,1
2020-09-08,7.0,7.0,1
2020-09-09,22.0,22.0,1
2020-09-10,7.0,7.0,1
2020-09-11,15.0,15.0,1
2020-09-12,8.0,8.0,1
2020-09-13,0.0,0.0,1
2020-09-14,7.0,7.0,1
2020-09-15,15.0,15.0,1
2020-09-16,14.0,14.0,1
2020-09-17,22.0,22.0,1
2020-09-18,0.0,0.0,1
2020-09-19,23.0,23.0,1
2020-09-20,15.0,15.0,1
2020-09-21,21.0,21.0,1
2020-09-22,7.0,7.0,1
2020-09-23,0.0,0.0,1
2020-09-24,14.0,14.0,1
2020-09-25,15.0,15.0,1
2020-09-26,23.0,23.0,1
2020-09-27,0.0,0.0,1
2020-09-28,7.0,7.0,1
2020-09-29,22.0,22.0,1
2020-09-30,30.0,30.0,1
2020-10-01,22.0,22.0,1
2020-10-02,7.0,7.0,1
2020-10-03,15.0,15.0,1
2020-10-04,35.0,35.0,1
2020-10-05,21.0,21.0,1
2020-10-06,7.0,7.0,1
2020-10-07,29.0,29.0,1
2020-10-08,15.0,15.0,1
2020-10-09,16.0,16.0,1
2020-10-10,0.0,0.0,1
2020-10-11,15.0,15.0,1
2020-10-12,30.0,30.0,1
2020-10-13,38.0,38.0,1
2020-10-14,37.0,37.0,1
2020-10-15,22.0,22.0,1
2020-10-16,16.0,16.0,1
2020-10-17,41.0,41.0,1
2020-10-18,25.0,25.0,1
2020-10-19,24.0,24.0,1
2020-10-20,39.0,39.0,1
2020-10-21,38.0,38.0,1
2020-10-22,8.0,8.0,1
2020-10-23,46.0,46.0,1
2020-10-24,24.0,24.0,1
2020-10-25,0.0,0.0,1
2020-10-26,100.0,100.0,1
2020-10-27,37.0,37.0,1
2020-09-28,3.0,3.0,2
2020-09-29,1.0,1.0,2
2020-09-30,3.0,3.0,2
2020-10-01,6.0,6.0,2
2020-10-02,3.0,3.0,2
2020-10-03,3.0,3.0,2
2020-10-04,7.0,7.0,2
2020-10-05,4.0,4.0,2
2020-10-06,0.0,0.0,2
2020-10-07,3.0,3.0,2
2020-10-08,6.0,6.0,2
2020-10-09,2.0,2.0,2
2020-10-10,2.0,2.0,2
2020-10-11,1.0,1.0,2
2020-10-12,6.0,6.0,2
2020-10-13,7.0,7.0,2
2020-10-14,9.0,9.0,2
2020-10-15,4.0,4.0,2
2020-10-16,3.0,3.0,2
2020-10-17,3.0,3.0,2
2020-10-18,8.0,8.0,2
2020-10-19,3.0,3.0,2
2020-10-20,6.0,6.0,2
2020-10-21,4.0,4.0,2
2020-10-22,7.0,7.0,2
2020-10-23,4.0,4.0,2
2020-10-24,8.0,8.0,2
2020-10-25,6.0,6.0,2
2020-10-26,11.0,11.0,2
2020-10-27,4.0,4.0,2
2020-10-28,4.0,4.0,2
2020-10-29,4.0,4.0,2
2020-10-30,2.0,2.0,2
2020-10-31,4.0,4.0,2
2020-11-01,5.0,5.0,2
2020-11-02,1.0,1.0,2
2020-11-03,3.0,3.0,2
2020-11-04,3.0,3.0,2
2020-11-05,1.0,1.0,2
2020-11-06,5.0,5.0,2
2020-11-07,2.0,2.0,2
2020-11-08,6.0,6.0,2
2020-11-09,9.0,9.0,2
2020-11-10,13.0,13.0,2
2020-11-11,4.0,4.0,2
2020-11-12,3.0,3.0,2
2020-11-13,6.0,6.0,2
2020-11-14,8.0,8.0,2
2020-11-15,3.0,3.0,2
2020-11-16,4.0,4.0,2
2020-11-17,10.0,10.0,2
2020-11-18,10.0,10.0,2
2020-11-19,5.0,5.0,2
2020-11-20,3.0,3.0,2
2020-11-21,4.0,4.0,2
2020-11-22,0.0,0.0,2
2020-11-23,1.0,1.0,2
2020-11-24,13.0,13.0,2
2020-11-25,1.0,1.0,2
2020-11-26,4.0,4.0,2
2020-11-27,6.0,6.0,2
2020-11-28,1.0,1.0,2
2020-11-29,4.0,4.0,2
2020-11-30,4.0,4.0,2
2020-12-01,4.0,4.0,2
2020-12-02,1.0,1.0,2
2020-12-03,6.0,6.0,2
2020-12-04,6.0,6.0,2
2020-12-05,5.0,5.0,2
2020-12-06,2.0,2.0,2
2020-12-07,9.0,9.0,2
2020-12-08,4.0,4.0,2
2020-12-09,6.0,6.0,2
2020-12-10,5.0,5.0,2
2020-12-11,5.0,5.0,2
2020-12-12,1.0,1.0,2
2020-12-13,5.0,5.0,2
2020-12-14,8.0,8.0,2
2020-12-15,8.0,8.0,2
2020-12-16,16.0,16.0,2
2020-12-17,3.0,3.0,2
2020-12-18,9.0,9.0,2
2020-12-19,3.0,3.0,2
2020-12-20,3.0,3.0,2
2020-12-21,4.0,4.0,2
2020-12-22,10.0,10.0,2
2020-12-23,11.0,11.0,2
2020-12-24,11.0,11.0,2
2020-12-25,5.0,5.0,2
2020-12-26,19.0,19.0,2
2020-12-27,12.0,12.0,2
2020-12-28,12.0,12.0,2
2020-12-29,10.0,10.0,2
2020-12-30,20.0,20.0,2
2020-12-31,13.0,13.0,2
2021-01-01,11.0,11.0,2
2021-01-02,17.0,17.0,2
2021-01-03,12.0,12.0,2
2021-01-04,13.0,13.0,2
2021-01-05,21.0,21.0,2
2021-01-06,19.0,19.0,2
2021-01-07,26.0,26.0,2
2021-01-08,23.0,23.0,2
2021-01-09,20.0,20.0,2
2021-01-10,20.0,20.0,2
2021-01-11,31.0,31.0,2
2021-01-12,30.0,30.0,2
2021-01-13,36.0,36.0,2
2021-01-14,58.0,58.0,2
2021-01-15,61.0,61.0,2
2021-01-16,25.0,25.0,2
2021-01-17,33.0,33.0,2
2021-01-18,52.0,52.0,2
2021-01-19,26.0,26.0,2
2021-01-20,41.0,41.0,2
2021-01-21,16.0,16.0,2
2021-01-22,22.0,22.0,2
2021-01-23,19.0,19.0,2
2021-01-24,15.0,15.0,2
2021-01-25,23.0,23.0,2
2021-01-26,26.0,26.0,2
2021-01-27,21.0,21.0,2
2021-01-28,20.0,20.0,2
2021-01-29,15.0,15.0,2
2021-01-30,13.0,13.0,2
2021-01-31,19.0,19.0,2
2021-02-01,18.0,18.0,2
2021-02-02,16.0,16.0,2
2021-02-03,18.0,18.0,2
2021-02-04,32.0,32.0,2
2021-02-05,27.0,27.0,2
2021-02-06,15.0,15.0,2
2021-02-07,14.0,14.0,2
2021-02-08,17.0,17.0,2
2021-02-09,18.0,18.0,2
2021-02-10,14.0,14.0,2
2021-02-11,21.0,21.0,2
2021-02-12,16.0,16.0,2
2021-02-13,24.0,24.0,2
2021-02-14,10.0,10.0,2
2021-02-15,21.0,21.0,2
2021-02-16,24.0,24.0,2
2021-02-17,18.0,18.0,2
2021-02-18,24.0,24.0,2
2021-02-19,16.0,16.0,2
2021-02-20,17.0,17.0,2
2021-02-21,15.0,15.0,2
2021-02-22,34.0,34.0,2
2021-02-23,17.0,17.0,2
2021-02-24,27.0,27.0,2
2021-02-25,27.0,27.0,2
2021-02-26,34.0,34.0,2
2021-02-27,18.0,18.0,2
2021-02-28,24.0,24.0,2
2021-03-01,29.0,29.0,2
2021-03-02,37.0,37.0,2
2021-03-03,30.0,30.0,2
2021-03-04,42.0,42.0,2
2021-03-05,42.0,42.0,2
2021-03-06,41.0,41.0,2
2021-03-07,43.0,43.0,2
2021-03-08,39.0,39.0,2
2021-03-09,56.0,56.0,2
2021-03-10,36.0,36.0,2
2021-03-11,36.0,36.0,2
2021-03-12,49.0,49.0,2
2021-03-13,41.0,41.0,2
2021-03-14,26.0,26.0,2
2021-03-15,44.0,44.0,2
2021-03-16,31.0,31.0,2
2021-03-17,25.0,25.0,2
2021-03-18,29.0,29.0,2
2021-03-19,54.0,54.0,2
2021-03-20,31.0,31.0,2
2021-03-21,36.0,36.0,2
2021-03-22,50.0,50.0,2
2021-03-23,67.0,67.0,2
2021-03-24,63.0,63.0,2
2021-03-25,49.0,49.0,2
2021-03-26,73.0,73.0,2
2021-03-27,74.0,74.0,2
2021-03-28,33.0,33.0,2
2021-03-29,45.0,45.0,2
2021-03-30,46.0,46.0,2
2021-03-31,64.0,64.0,2
2021-04-01,46.0,46.0,2
2021-04-02,60.0,60.0,2
2021-04-03,44.0,44.0,2
2021-04-04,30.0,30.0,2
2021-04-05,38.0,38.0,2
2021-04-06,57.0,57.0,2
2021-04-07,51.0,51.0,2
2021-04-08,50.0,50.0,2
2021-04-09,49.0,49.0,2
2021-04-10,49.0,49.0,2
2021-04-11,74.0,74.0,2
2021-04-12,91.0,91.0,2
2021-04-13,70.0,70.0,2
2021-04-14,61.0,61.0,2
2021-04-15,61.0,61.0,2
2021-04-16,87.0,87.0,2
2021-04-17,66.0,66.0,2
2021-04-18,41.0,41.0,2
2021-04-19,57.0,57.0,2
2021-04-20,63.0,63.0,2
2021-04-21,63.0,63.0,2
2021-04-22,51.0,51.0,2
2021-04-23,67.0,67.0,2
2021-04-24,48.0,48.0,2
2021-04-25,39.0,39.0,2
2021-04-26,63.0,63.0,2
2021-04-27,48.0,48.0,2
2021-04-28,58.0,58.0,2
2021-04-29,77.0,77.0,2
2021-04-30,66.0,66.0,2
2021-05-01,45.0,45.0,2
2021-05-02,36.0,36.0,2
2021-05-03,59.0,59.0,2
2021-05-04,53.0,53.0,2
2021-05-05,54.0,54.0,2
2021-05-06,81.0,81.0,2
2021-05-07,67.0,67.0,2
2021-05-08,58.0,58.0,2
2021-05-09,39.0,39.0,2
2021-05-10,68.0,68.0,2
2021-05-11,100.0,100.0,2
2021-05-12,81.0,81.0,2
2021-05-13,55.0,55.0,2
2021-05-14,71.0,71.0,2
2021-05-15,67.0,67.0,2
