date,/g/11j2cc_qll_0,/g/11j2cc_qll,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,0.0,0.0,1
2020-02-03,0.0,0.0,1
2020-02-04,0.0,0.0,1
2020-02-05,0.0,0.0,1
2020-02-06,0.0,0.0,1
2020-02-07,0.0,0.0,1
2020-02-08,0.0,0.0,1
2020-02-09,0.0,0.0,1
2020-02-10,0.0,0.0,1
2020-02-11,0.0,0.0,1
2020-02-12,1.0,1.0,1
2020-02-13,1.0,1.0,1
2020-02-14,2.0,2.0,1
2020-02-15,0.0,0.0,1
2020-02-16,0.0,0.0,1
2020-02-17,0.0,0.0,1
2020-02-18,0.0,0.0,1
2020-02-19,0.0,0.0,1
2020-02-20,0.0,0.0,1
2020-02-21,1.0,1.0,1
2020-02-22,1.0,1.0,1
2020-02-23,3.0,3.0,1
2020-02-24,2.0,2.0,1
2020-02-25,2.0,2.0,1
2020-02-26,2.0,2.0,1
2020-02-27,1.0,1.0,1
2020-02-28,3.0,3.0,1
2020-02-29,9.0,9.0,1
2020-03-01,4.0,4.0,1
2020-03-02,6.0,6.0,1
2020-03-03,3.0,3.0,1
2020-03-04,3.0,3.0,1
2020-03-05,4.0,4.0,1
2020-03-06,8.0,8.0,1
2020-03-07,6.0,6.0,1
2020-03-08,7.0,7.0,1
2020-03-09,8.0,8.0,1
2020-03-10,8.0,8.0,1
2020-03-11,11.0,11.0,1
2020-03-12,22.0,22.0,1
2020-03-13,31.0,31.0,1
2020-03-14,35.0,35.0,1
2020-03-15,43.0,43.0,1
2020-03-16,53.0,53.0,1
2020-03-17,68.0,68.0,1
2020-03-18,55.0,55.0,1
2020-03-19,45.0,45.0,1
2020-03-20,48.0,48.0,1
2020-03-21,52.0,52.0,1
2020-03-22,53.0,53.0,1
2020-03-23,47.0,47.0,1
2020-03-24,51.0,51.0,1
2020-03-25,48.0,48.0,1
2020-03-26,50.0,50.0,1
2020-03-27,47.0,47.0,1
2020-03-28,45.0,45.0,1
2020-03-29,50.0,50.0,1
2020-03-30,42.0,42.0,1
2020-03-31,46.0,46.0,1
2020-04-01,43.0,43.0,1
2020-04-02,40.0,40.0,1
2020-04-03,41.0,41.0,1
2020-04-04,38.0,38.0,1
2020-04-05,39.0,39.0,1
2020-04-06,43.0,43.0,1
2020-04-07,49.0,49.0,1
2020-04-08,46.0,46.0,1
2020-04-09,44.0,44.0,1
2020-04-10,36.0,36.0,1
2020-04-11,34.0,34.0,1
2020-04-12,33.0,33.0,1
2020-04-13,36.0,36.0,1
2020-04-14,41.0,41.0,1
2020-04-15,35.0,35.0,1
2020-04-16,35.0,35.0,1
2020-04-17,35.0,35.0,1
2020-04-18,36.0,36.0,1
2020-04-19,33.0,33.0,1
2020-04-20,39.0,39.0,1
2020-04-21,39.0,39.0,1
2020-04-22,38.0,38.0,1
2020-04-23,33.0,33.0,1
2020-04-24,33.0,33.0,1
2020-04-25,36.0,36.0,1
